Dorm,Room No.,Price,Bedrooms,Floor,Stairwell,Suite
The Harvard Union,1,137.5,None (Double),3,E,1
The Harvard Union,2,150,None (Single),3,E,2
The Harvard Union,3,175,None (Single),3,E,3
The Harvard Union,4,150,None (Single),3,E,4
The Harvard Union,5,137.5,None (Double),3,E,5
The Harvard Union,11,175,None (Double),3,E,11
The Harvard Union,12,175,None (Double),3,E,12
