unitid,line,"lstudy","section",efrace15,efrace16,"xefrac15","xefrac16"
"100636","3","A","01","35215","5095",10,10
"100636","8","A","01","35215","5095",10,10
"100636","29","","","35215","5095",10,10
"100654","1","A","01","374","380",10,10
"100654","2","A","01","216","225",10,10
"100654","3","A","01","227","285",10,10
"100654","4","A","01","150","190",10,10
"100654","5","A","01","213","190",10,10
"100654","6","A","01","7","7",10,10
"100654","8","A","01","1187","1277",10,10
"100654","11","C","01","54","33",10,10
"100654","12","C","01","154","82",10,10
"100654","14","D","01","208","115",10,10
"100654","15","A","02","18","19",10,10
"100654","16","A","02","23","30",10,10
"100654","17","A","02","18","15",10,10
"100654","18","A","02","6","21",10,10
"100654","19","A","02","31","25",10,10
"100654","20","A","02","12","60",10,10
"100654","22","A","02","108","170",10,10
"100654","25","C","02","78","112",10,10
"100654","26","C","02","207","270",10,10
"100654","28","D","02","285","382",10,10
"100654","29","","","1788","1944",10,10
"100663","1","A","01","353","463",10,10
"100663","2","A","01","285","316",10,10
"100663","3","A","01","488","699",10,10
"100663","4","A","01","462","670",10,10
"100663","5","A","01","560","888",10,10
"100663","6","A","01","254","195",10,10
"100663","7","A","01","13","5",10,10
"100663","8","A","01","2415","3236",10,10
"100663","9","B","01","171","81",10,10
"100663","10","B","01","459","165",10,10
"100663","11","C","01","184","209",10,10
"100663","12","C","01","380","418",10,10
"100663","13","C","01","57","111",10,10
"100663","14","D","01","1251","984",10,10
"100663","15","A","02","98","115",10,10
"100663","16","A","02","180","239",10,10
"100663","17","A","02","246","387",10,10
"100663","18","A","02","344","373",10,10
"100663","19","A","02","635","634",10,10
"100663","20","A","02","409","394",10,10
"100663","21","A","02","76","83",10,10
"100663","22","A","02","1988","2225",10,10
"100663","25","C","02","59","123",10,10
"100663","26","C","02","262","502",10,10
"100663","27","C","02","130","304",10,10
"100663","28","D","02","451","929",10,10
"100663","29","","","6105","7374",10,10
"100672","1","A","01","128","8",10,10
"100672","2","A","01","30","4",10,10
"100672","3","A","01","16","2",10,10
"100672","8","A","01","174","14",10,10
"100672","15","A","02","24","1",10,10
"100672","16","A","02","15","",10,10
"100672","17","A","02","6","",10,10
"100672","22","A","02","45","1",10,10
"100672","29","","","219","15",10,10
"100681","1","A","01","2","4",21,21
"100681","3","A","01","1","4",21,21
"100681","8","A","01","3","8",21,21
"100681","29","","","3","8",21,21
"100690","4","A","01","10","",10,10
"100690","5","A","01","10","",10,10
"100690","8","A","01","20","0",10,10
"100690","10","B","01","20","",10,10
"100690","11","C","01","17","",10,10
"100690","14","D","01","37","",10,10
"100690","18","A","02","5","",10,10
"100690","19","A","02","5","3",10,10
"100690","22","A","02","10","3",10,10
"100690","23","B","02","30","2",10,10
"100690","25","C","02","17","3",10,10
"100690","28","D","02","47","5",,
"100690","29","","","114","8",,
"100706","1","A","01","240","196",10,10
"100706","2","A","01","197","180",10,10
"100706","3","A","01","231","236",10,10
"100706","4","A","01","300","288",10,10
"100706","5","A","01","341","332",10,10
"100706","6","A","01","0","3",10,10
"100706","8","A","01","1309","1235",10,10
"100706","10","B","01","35","14",10,10
"100706","11","C","01","35","20",10,10
"100706","12","C","01","218","110",10,10
"100706","13","C","01","33","39",10,10
"100706","14","D","01","321","183",10,10
"100706","15","A","02","78","93",10,10
"100706","16","A","02","252","226",10,10
"100706","17","A","02","177","176",10,10
"100706","18","A","02","203","199",10,10
"100706","19","A","02","335","253",10,10
"100706","20","A","02","7","7",10,10
"100706","21","A","02","71","48",10,10
"100706","22","A","02","1123","1002",10,10
"100706","25","C","02","86","19",10,10
"100706","26","C","02","359","188",10,10
"100706","27","C","02","371","328",10,10
"100706","28","D","02","816","535",10,10
"100706","29","","","3569","2955",10,10
"100724","1","A","01","371","490",10,10
"100724","2","A","01","246","300",10,10
"100724","3","A","01","205","294",10,10
"100724","4","A","01","161","219",10,10
"100724","5","A","01","174","235",10,10
"100724","7","A","01","16","11",10,10
"100724","8","A","01","1173","1549",10,10
"100724","11","C","01","1","1",10,10
"100724","12","C","01","11","19",10,10
"100724","13","C","01","10","26",10,10
"100724","14","D","01","22","46",10,10
"100724","15","A","02","29","36",10,10
"100724","16","A","02","29","36",10,10
"100724","17","A","02","27","36",10,10
"100724","18","A","02","18","49",10,10
"100724","19","A","02","70","63",10,10
"100724","21","A","02","43","98",10,10
"100724","22","A","02","216","318",10,10
"100724","25","C","02","1","4",10,10
"100724","26","C","02","41","87",10,10
"100724","27","C","02","43","103",10,10
"100724","28","D","02","85","194",10,10
"100724","29","","","1496","2107",10,10
"100751","1","A","01","1576","1715",10,10
"100751","2","A","01","1093","1098",10,10
"100751","3","A","01","1399","1283",10,10
"100751","4","A","01","1150","1092",10,10
"100751","5","A","01","1160","1156",10,10
"100751","8","A","01","6378","6344",10,10
"100751","9","B","01","82","44",10,10
"100751","10","B","01","274","136",10,10
"100751","11","C","01","161","117",10,10
"100751","12","C","01","526","425",10,10
"100751","14","D","01","1043","722",10,10
"100751","15","A","02","16","17",10,10
"100751","16","A","02","122","142",10,10
"100751","17","A","02","102","87",10,10
"100751","18","A","02","139","118",10,10
"100751","19","A","02","343","255",10,10
"100751","22","A","02","722","619",10,10
"100751","23","B","02","","1",10,10
"100751","25","C","02","62","84",10,10
"100751","26","C","02","515","676",10,10
"100751","28","D","02","577","761",10,10
"100751","29","","","8720","8446",10,10
"100760","1","A","01","95","117",10,10
"100760","2","A","01","79","89",10,10
"100760","3","A","01","77","94",10,10
"100760","7","A","01","2","3",10,10
"100760","8","A","01","253","303",10,10
"100760","15","A","02","29","48",10,10
"100760","16","A","02","59","112",10,10
"100760","17","A","02","80","87",10,10
"100760","21","A","02","30","30",10,10
"100760","22","A","02","198","277",10,10
"100760","29","","","451","580",10,10
"100779","11","C","01","3","2",10,10
"100779","12","C","01","12","12",10,10
"100779","14","D","01","15","14",10,10
"100779","25","C","02","1","1",10,10
"100779","26","C","02","7","7",10,10
"100779","28","D","02","8","8",10,10
"100779","29","","","23","22",10,10
"100812","4","A","01","158","296",10,10
"100812","5","A","01","96","213",10,10
"100812","6","A","01","5","7",10,10
"100812","7","A","01","2","4",10,10
"100812","8","A","01","261","520",10,10
"100812","18","A","02","307","298",10,10
"100812","19","A","02","188","145",10,10
"100812","20","A","02","30","26",10,10
"100812","21","A","02","52","63",10,10
"100812","22","A","02","577","532",10,10
"100812","29","","","838","1052",10,10
"100821","1","A","01","227","34",10,10
"100821","3","A","01","40","3",10,10
"100821","7","A","01","23","",10,10
"100821","8","A","01","290","37",10,10
"100821","15","A","02","23","1",10,10
"100821","17","A","02","4","1",10,10
"100821","21","A","02","51","43",10,10
"100821","22","A","02","78","45",10,10
"100821","29","","","368","82",10,10
"100830","1","A","01","261","347",10,10
"100830","2","A","01","409","532",10,10
"100830","3","A","01","307","410",10,10
"100830","4","A","01","282","366",10,10
"100830","5","A","01","283","457",10,10
"100830","6","A","01","36","68",10,10
"100830","7","A","01","8","12",10,10
"100830","8","A","01","1586","2192",10,10
"100830","11","C","01","27","44",10,10
"100830","12","C","01","79","82",10,10
"100830","13","C","01","1","11",10,10
"100830","14","D","01","107","137",10,10
"100830","15","A","02","56","76",10,10
"100830","16","A","02","102","95",10,10
"100830","17","A","02","58","105",10,10
"100830","18","A","02","56","81",10,10
"100830","19","A","02","71","96",10,10
"100830","20","A","02","52","97",10,10
"100830","21","A","02","39","46",10,10
"100830","22","A","02","434","596",10,10
"100830","25","C","02","37","93",10,10
"100830","26","C","02","62","150",10,10
"100830","27","C","02","16","43",10,10
"100830","28","D","02","115","286",10,10
"100830","29","","","2242","3211",10,10
"100858","1","A","01","1625","1382",20,20
"100858","2","A","01","779","687",20,20
"100858","3","A","01","2175","1501",20,20
"100858","4","A","01","1982","1509",20,20
"100858","5","A","01","2349","1619",20,20
"100858","6","A","01","31","22",20,20
"100858","7","A","01","22","14",20,20
"100858","8","A","01","8963","6734",20,20
"100858","9","B","01","40","48",20,20
"100858","10","B","01","159","101",20,20
"100858","11","C","01","104","84",20,20
"100858","12","C","01","353","218",20,20
"100858","13","C","01","3","1",20,20
"100858","14","D","01","659","452",20,20
"100858","15","A","02","48","45",20,20
"100858","16","A","02","67","37",20,20
"100858","17","A","02","181","98",20,20
"100858","18","A","02","162","89",20,20
"100858","19","A","02","319","187",20,20
"100858","20","A","02","36","55",20,20
"100858","21","A","02","30","42",20,20
"100858","22","A","02","843","553",20,20
"100858","24","B","02","0","1",20,20
"100858","25","C","02","71","33",20,20
"100858","26","C","02","612","429",20,20
"100858","27","C","02","7","6",20,20
"100858","28","D","02","690","469",20,20
"100858","29","","","11155","8208",20,20
"100885","1","A","01","29","27",21,21
"100885","2","A","01","17","22",21,21
"100885","3","A","01","20","21",21,21
"100885","4","A","01","4","6",21,21
"100885","5","A","01","19","21",21,21
"100885","7","A","01","1","0",21,21
"100885","8","A","01","90","97",21,21
"100885","15","A","02","1","0",21,21
"100885","16","A","02","1","1",21,21
"100885","17","A","02","0","1",21,21
"100885","18","A","02","0","1",21,21
"100885","19","A","02","3","2",21,21
"100885","21","A","02","18","38",21,21
"100885","22","A","02","23","43",21,21
"100885","29","","","113","140",21,21
"100919","1","A","01","67","14",10,10
"100919","2","A","01","38","55",10,10
"100919","3","A","01","309","297",10,10
"100919","8","A","01","414","366",10,10
"100919","15","A","02","31","26",10,10
"100919","16","A","02","80","36",10,10
"100919","17","A","02","482","143",10,10
"100919","22","A","02","593","205",10,10
"100919","29","","","1007","571",10,10
"100928","1","A","01","15","24",21,21
"100928","2","A","01","22","39",21,21
"100928","3","A","01","21","31",21,21
"100928","4","A","01","11","11",21,21
"100928","5","A","01","6","1",21,21
"100928","8","A","01","75","106",21,21
"100928","15","A","02","2","3",21,21
"100928","16","A","02","2","4",21,21
"100928","17","A","02","2","3",21,21
"100928","18","A","02","3","2",21,21
"100928","19","A","02","1","0",21,21
"100928","22","A","02","10","12",21,21
"100928","29","","","85","118",21,21
"100937","1","A","01","153","156",10,10
"100937","2","A","01","59","46",10,10
"100937","3","A","01","154","186",10,10
"100937","4","A","01","170","186",10,10
"100937","5","A","01","161","163",10,10
"100937","6","A","01","2","5",10,10
"100937","7","A","01","0","12",10,10
"100937","8","A","01","699","754",10,10
"100937","11","C","01","4","3",10,10
"100937","12","C","01","17","16",10,10
"100937","14","D","01","21","19",10,10
"100937","15","A","02","0","14",10,10
"100937","16","A","02","13","16",10,10
"100937","17","A","02","9","21",10,10
"100937","18","A","02","4","15",10,10
"100937","19","A","02","15","31",10,10
"100937","20","A","02","10","19",10,10
"100937","21","A","02","2","31",10,10
"100937","22","A","02","53","147",10,10
"100937","25","C","02","9","6",10,10
"100937","26","C","02","10","11",10,10
"100937","28","D","02","19","17",10,10
"100937","29","","","792","937",10,10
"100946","1","A","01","20","96",21,21
"100946","2","A","01","6","21",21,21
"100946","3","A","01","22","44",21,21
"100946","4","A","01","9","39",21,21
"100946","5","A","01","14","63",21,21
"100946","8","A","01","71","263",21,21
"100946","15","A","02","1","0",21,21
"100946","16","A","02","0","4",21,21
"100946","17","A","02","0","5",21,21
"100946","18","A","02","0","5",21,21
"100946","19","A","02","4","9",21,21
"100946","20","A","02","10","17",21,21
"100946","22","A","02","15","40",21,21
"100946","29","","","86","303",21,21
"100955","1","A","01","15","49",10,10
"100955","2","A","01","8","15",10,10
"100955","3","A","01","19","50",10,10
"100955","7","A","01","3","8",10,10
"100955","8","A","01","45","122",10,10
"100955","21","A","02","0","3",10,10
"100955","22","A","02","0","3",10,10
"100955","29","","","45","125",10,10
"100964","1","A","01","89","100",10,10
"100964","2","A","01","53","91",10,10
"100964","3","A","01","60","94",10,10
"100964","7","A","01","0","2",10,10
"100964","8","A","01","202","287",10,10
"100964","15","A","02","11","32",10,10
"100964","16","A","02","14","44",10,10
"100964","17","A","02","17","32",10,10
"100964","21","A","02","12","29",10,10
"100964","22","A","02","54","137",10,10
"100964","29","","","256","424",10,10
"100973","1","A","01","48","58",10,10
"100973","3","A","01","37","77",10,10
"100973","8","A","01","85","135",10,10
"100973","15","A","02","1","4",10,10
"100973","17","A","02","6","29",10,10
"100973","22","A","02","7","33",10,10
"100973","29","","","92","168",10,10
"100991","1","A","01","36","42",10,10
"100991","2","A","01","4","19",10,10
"100991","3","A","01","74","58",10,10
"100991","7","A","01","16","14",10,10
"100991","8","A","01","130","133",10,10
"100991","15","A","02","19","9",10,10
"100991","17","A","02","16","42",10,10
"100991","21","A","02","5","6",10,10
"100991","22","A","02","40","57",10,10
"100991","29","","","170","190",10,10
"101028","1","A","01","215","294",10,10
"101028","2","A","01","68","100",10,10
"101028","7","A","01","10","9",10,10
"101028","8","A","01","293","403",10,10
"101028","15","A","02","88","167",10,10
"101028","16","A","02","97","269",10,10
"101028","21","A","02","61","94",10,10
"101028","22","A","02","246","530",10,10
"101028","29","","","539","933",10,10
"101037","1","A","01","51","49",10,10
"101037","3","A","01","52","50",10,10
"101037","8","A","01","103","99",10,10
"101037","15","A","02","12","14",10,10
"101037","17","A","02","10","8",10,10
"101037","21","A","02","36","34",10,10
"101037","22","A","02","58","56",10,10
"101037","29","","","161","155",10,10
"101073","1","A","01","43","115",10,10
"101073","2","A","01","10","34",10,10
"101073","3","A","01","33","121",10,10
"101073","8","A","01","86","270",10,10
"101073","17","A","02","1","5",10,10
"101073","22","A","02","1","5",10,10
"101073","29","","","87","275",10,10
"101107","1","A","01","18","19",10,10
"101107","2","A","01","10","18",10,10
"101107","3","A","01","20","14",10,10
"101107","7","A","01","97","83",10,10
"101107","8","A","01","145","134",10,10
"101107","21","A","02","83","32",10,10
"101107","22","A","02","83","32",10,10
"101107","29","","","228","166",10,10
"101116","1","A","01","4","24",10,10
"101116","2","A","01","2","21",10,10
"101116","3","A","01","21","95",10,10
"101116","8","A","01","27","140",10,10
"101116","15","A","02","1","2",10,10
"101116","16","A","02","1","2",10,10
"101116","17","A","02","7","52",10,10
"101116","22","A","02","9","56",10,10
"101116","29","","","36","196",10,10
"101125","3","A","01","2","8",10,10
"101125","8","A","01","2","8",10,10
"101125","29","","","2","8",,
"101143","1","A","01","293","365",10,10
"101143","2","A","01","61","101",10,10
"101143","3","A","01","129","194",10,10
"101143","8","A","01","483","660",10,10
"101143","15","A","02","151","243",10,10
"101143","16","A","02","127","186",10,10
"101143","17","A","02","66","113",10,10
"101143","21","A","02","1","6",10,10
"101143","22","A","02","345","548",10,10
"101143","29","","","828","1208",10,10
"101161","1","A","01","228","331",10,10
"101161","2","A","01","219","246",10,10
"101161","3","A","01","175","246",10,10
"101161","8","A","01","622","823",10,10
"101161","15","A","02","34","78",10,10
"101161","16","A","02","102","209",10,10
"101161","17","A","02","110","188",10,10
"101161","22","A","02","246","475",10,10
"101161","29","","","868","1298",10,10
"101189","1","A","01","109","173",10,10
"101189","2","A","01","76","160",10,10
"101189","3","A","01","92","167",10,10
"101189","4","A","01","39","30",10,10
"101189","5","A","01","32","33",10,10
"101189","7","A","01","14","22",10,10
"101189","8","A","01","362","585",10,10
"101189","15","A","02","22","53",10,10
"101189","16","A","02","25","84",10,10
"101189","17","A","02","36","66",10,10
"101189","18","A","02","4","13",10,10
"101189","19","A","02","9","12",10,10
"101189","21","A","02","35","49",10,10
"101189","22","A","02","131","277",10,10
"101189","29","","","493","862",,
"101240","1","A","01","392","430",10,10
"101240","2","A","01","309","332",10,10
"101240","3","A","01","462","401",10,10
"101240","7","A","01","100","46",10,10
"101240","8","A","01","1263","1209",10,10
"101240","15","A","02","218","189",10,10
"101240","16","A","02","191","228",10,10
"101240","17","A","02","212","247",10,10
"101240","22","A","02","621","664",10,10
"101240","29","","","1884","1873",10,10
"101286","1","A","01","249","365",10,10
"101286","2","A","01","99","106",10,10
"101286","3","A","01","366","473",10,10
"101286","8","A","01","714","944",10,10
"101286","15","A","02","121","196",10,10
"101286","16","A","02","55","96",10,10
"101286","17","A","02","556","754",10,10
"101286","22","A","02","732","1046",10,10
"101286","29","","","1446","1990",10,10
"101295","1","A","01","254","351",10,10
"101295","2","A","01","114","262",10,10
"101295","3","A","01","373","313",10,10
"101295","7","A","01","5","22",10,10
"101295","8","A","01","746","948",10,10
"101295","15","A","02","297","282",10,10
"101295","16","A","02","94","139",10,10
"101295","17","A","02","173","90",10,10
"101295","21","A","02","110","131",10,10
"101295","22","A","02","674","642",10,10
"101295","29","","","1420","1590",10,10
"101301","1","A","01","189","237",10,10
"101301","2","A","01","89","171",10,10
"101301","3","A","01","131","164",10,10
"101301","8","A","01","409","572",10,10
"101301","15","A","02","15","37",10,10
"101301","16","A","02","36","104",10,10
"101301","17","A","02","49","107",10,10
"101301","21","A","02","12","19",10,10
"101301","22","A","02","112","267",10,10
"101301","29","","","521","839",10,10
"101347","1","A","01","62","97",10,10
"101347","2","A","01","29","15",10,10
"101347","3","A","01","148","72",10,10
"101347","8","A","01","239","184",10,10
"101347","15","A","02","37","6",10,10
"101347","16","A","02","25","3",10,10
"101347","17","A","02","69","12",10,10
"101347","21","A","02","0","38",10,10
"101347","22","A","02","131","59",10,10
"101347","29","","","370","243",10,10
"101374","9","B","01","10","0",21,21
"101374","10","B","01","17","4",21,21
"101374","11","C","01","1","8",21,21
"101374","12","C","01","2","6",21,21
"101374","13","C","01","4","2",21,21
"101374","14","D","01","34","20",21,21
"101374","23","B","02","1","0",21,21
"101374","24","B","02","7","1",21,21
"101374","25","C","02","1","3",21,21
"101374","26","C","02","0","10",21,21
"101374","27","C","02","6","13",21,21
"101374","28","D","02","15","27",21,21
"101374","29","","","49","47",21,21
"101383","1","A","01","189","264",20,20
"101383","8","A","01","189","264",20,20
"101383","21","A","02","35","41",20,20
"101383","22","A","02","35","41",20,20
"101383","29","","","224","305",20,20
"101408","1","A","01","0","1",20,20
"101408","2","A","01","0","8",20,20
"101408","3","A","01","1","17",20,20
"101408","8","A","01","1","26",20,20
"101408","29","","","1","26",20,20
"101426","2","A","01","1","18",21,21
"101426","8","A","01","1","18",21,21
"101426","29","","","1","18",21,21
"101435","1","A","01","73","111",10,10
"101435","2","A","01","18","13",10,10
"101435","3","A","01","89","105",10,10
"101435","4","A","01","55","65",10,10
"101435","5","A","01","43","65",10,10
"101435","7","A","01","1","2",10,10
"101435","8","A","01","279","361",10,10
"101435","15","A","02","2","9",10,10
"101435","16","A","02","4","19",10,10
"101435","17","A","02","7","4",10,10
"101435","18","A","02","9","25",10,10
"101435","19","A","02","7","22",10,10
"101435","20","A","02","9","21",10,10
"101435","21","A","02","20","32",10,10
"101435","22","A","02","58","132",10,10
"101435","29","","","337","493",,
"101444","1","A","01","2","10",10,10
"101444","3","A","01","1","4",10,10
"101444","8","A","01","3","14",10,10
"101444","29","","","3","14",10,10
"101453","1","A","01","10","2",10,10
"101453","2","A","01","14","5",10,10
"101453","3","A","01","16","3",10,10
"101453","4","A","01","13","0",10,10
"101453","5","A","01","13","2",10,10
"101453","6","A","01","8","3",10,10
"101453","8","A","01","74","15",10,10
"101453","15","A","02","1","4",10,10
"101453","16","A","02","4","8",10,10
"101453","17","A","02","2","1",10,10
"101453","18","A","02","1","1",10,10
"101453","20","A","02","6","4",10,10
"101453","22","A","02","14","18",10,10
"101453","29","","","88","33",,
"101462","1","A","01","338","247",21,21
"101462","2","A","01","30","33",21,21
"101462","3","A","01","71","11",21,21
"101462","8","A","01","439","291",21,21
"101462","29","","","439","291",23,23
"101471","29","","","698","186",10,10
"101480","1","A","01","473","559",10,10
"101480","2","A","01","441","467",10,10
"101480","3","A","01","473","474",10,10
"101480","4","A","01","401","500",10,10
"101480","5","A","01","393","569",10,10
"101480","7","A","01","35","51",10,10
"101480","8","A","01","2216","2620",10,10
"101480","11","C","01","10","5",20,20
"101480","12","C","01","74","50",20,20
"101480","14","D","01","84","55",20,20
"101480","15","A","02","45","39",10,10
"101480","16","A","02","99","135",10,10
"101480","17","A","02","93","99",10,10
"101480","18","A","02","103","151",10,10
"101480","19","A","02","167","173",10,10
"101480","20","A","02","4","8",10,10
"101480","21","A","02","134","59",10,10
"101480","22","A","02","645","664",10,10
"101480","25","C","02","20","47",20,20
"101480","26","C","02","259","377",20,20
"101480","28","D","02","279","424",20,20
"101480","29","","","3224","3763",10,10
"101499","1","A","01","120","137",10,10
"101499","2","A","01","60","61",10,10
"101499","3","A","01","91","129",10,10
"101499","8","A","01","271","327",10,10
"101499","15","A","02","33","24",10,10
"101499","16","A","02","61","49",10,10
"101499","17","A","02","35","74",10,10
"101499","22","A","02","129","147",10,10
"101499","29","","","400","474",10,10
"101505","1","A","01","299","428",10,10
"101505","2","A","01","378","450",10,10
"101505","3","A","01","150","325",10,10
"101505","7","A","01","440","489",10,10
"101505","8","A","01","1267","1692",10,10
"101505","15","A","02","66","114",10,10
"101505","16","A","02","296","500",10,10
"101505","17","A","02","208","261",10,10
"101505","21","A","02","546","805",10,10
"101505","22","A","02","1116","1680",10,10
"101505","29","","","2383","3372",10,10
"101514","1","A","01","414","484",10,10
"101514","2","A","01","880","786",10,10
"101514","3","A","01","400","385",10,10
"101514","7","A","01","100","112",10,10
"101514","8","A","01","1794","1767",10,10
"101514","15","A","02","443","561",10,10
"101514","16","A","02","536","469",10,10
"101514","17","A","02","288","306",10,10
"101514","21","A","02","64","73",10,10
"101514","22","A","02","1331","1409",10,10
"101514","29","","","3125","3176",10,10
"101523","7","A","01","369","230",21,21
"101523","8","A","01","369","230",21,21
"101523","29","","","369","230",23,23
"101541","1","A","01","0","132",10,10
"101541","2","A","01","0","21",10,10
"101541","3","A","01","0","70",10,10
"101541","4","A","01","0","20",10,10
"101541","5","A","01","0","74",10,10
"101541","8","A","01","0","317",10,10
"101541","15","A","02","0","6",10,10
"101541","16","A","02","0","2",10,10
"101541","17","A","02","0","3",10,10
"101541","18","A","02","0","6",10,10
"101541","19","A","02","3","27",10,10
"101541","20","A","02","","11",10,10
"101541","21","A","02","23","",10,10
"101541","22","A","02","26","55",10,10
"101541","29","","","26","372",10,10
"101569","1","A","01","103","254",10,10
"101569","2","A","01","74","83",10,10
"101569","3","A","01","176","240",10,10
"101569","8","A","01","353","577",10,10
"101569","15","A","02","19","45",10,10
"101569","16","A","02","5","8",10,10
"101569","17","A","02","35","60",10,10
"101569","22","A","02","59","113",10,10
"101569","29","","","412","690",10,10
"101587","1","A","01","155","151",10,10
"101587","2","A","01","92","72",10,10
"101587","3","A","01","119","158",10,10
"101587","4","A","01","131","158",10,10
"101587","5","A","01","103","119",10,10
"101587","7","A","01","6","5",10,10
"101587","8","A","01","606","663",10,10
"101587","11","C","01","1","2",10,10
"101587","12","C","01","4","29",10,10
"101587","14","D","01","5","31",10,10
"101587","15","A","02","1","8",10,10
"101587","16","A","02","6","9",10,10
"101587","17","A","02","11","11",10,10
"101587","18","A","02","5","7",10,10
"101587","19","A","02","23","17",10,10
"101587","21","A","02","10","15",10,10
"101587","22","A","02","56","67",10,10
"101587","25","C","02","10","37",10,10
"101587","26","C","02","11","81",10,10
"101587","28","D","02","21","118",10,10
"101587","29","","","688","879",10,10
"101602","1","A","01","122","158",10,10
"101602","2","A","01","66","94",10,10
"101602","3","A","01","75","112",10,10
"101602","8","A","01","263","364",10,10
"101602","15","A","02","9","39",10,10
"101602","16","A","02","41","79",10,10
"101602","17","A","02","24","89",10,10
"101602","22","A","02","74","207",10,10
"101602","29","","","337","571",10,10
"101611","7","A","01","2","4",10,10
"101611","8","A","01","2","4",10,10
"101611","29","","","2","4",10,10
"101648","1","A","01","211","7",10,10
"101648","3","A","01","104","4",10,10
"101648","8","A","01","315","11",10,10
"101648","29","","","315","11",,
"101675","1","A","01","90","70",10,10
"101675","2","A","01","24","33",10,10
"101675","3","A","01","19","50",10,10
"101675","4","A","01","41","43",10,10
"101675","5","A","01","46","49",10,10
"101675","6","A","01","35","41",10,10
"101675","7","A","01","","1",10,10
"101675","8","A","01","255","287",10,10
"101675","15","A","02","1","6",10,10
"101675","16","A","02","3","2",10,10
"101675","17","A","02","9","7",10,10
"101675","18","A","02","3","2",10,10
"101675","19","A","02","3","4",10,10
"101675","20","A","02","12","15",10,10
"101675","21","A","02","1","4",10,10
"101675","22","A","02","32","40",10,10
"101675","29","","","287","327",10,10
"101693","1","A","01","34","67",10,10
"101693","2","A","01","49","58",10,10
"101693","3","A","01","48","96",10,10
"101693","4","A","01","59","63",10,10
"101693","5","A","01","65","77",10,10
"101693","6","A","01","4","5",10,10
"101693","8","A","01","259","366",10,10
"101693","11","C","01","7","9",10,10
"101693","14","D","01","7","9",10,10
"101693","15","A","02","6","11",10,10
"101693","16","A","02","3","18",10,10
"101693","17","A","02","5","18",10,10
"101693","18","A","02","3","20",10,10
"101693","19","A","02","13","25",10,10
"101693","20","A","02","16","34",10,10
"101693","22","A","02","46","126",10,10
"101693","25","C","02","33","62",10,10
"101693","28","D","02","33","62",10,10
"101693","29","","","345","563",10,10
"101709","1","A","01","154","313",10,10
"101709","2","A","01","161","248",10,10
"101709","3","A","01","113","236",10,10
"101709","4","A","01","126","237",10,10
"101709","5","A","01","129","290",10,10
"101709","6","A","01","4","2",10,10
"101709","8","A","01","687","1326",10,10
"101709","12","C","01","8","11",10,10
"101709","13","C","01","7","15",10,10
"101709","14","D","01","15","26",10,10
"101709","16","A","02","31","45",10,10
"101709","17","A","02","10","21",10,10
"101709","18","A","02","6","17",10,10
"101709","19","A","02","38","65",10,10
"101709","20","A","02","12","18",10,10
"101709","22","A","02","97","166",10,10
"101709","25","C","02","2","8",10,10
"101709","26","C","02","42","120",10,10
"101709","27","C","02","20","75",10,10
"101709","28","D","02","64","203",10,10
"101709","29","","","863","1721",10,10
"101718","1","A","01","3","10",21,21
"101718","8","A","01","3","10",21,21
"101718","29","","","3","10",21,21
"101736","1","A","01","205","176",10,10
"101736","2","A","01","22","11",10,10
"101736","3","A","01","38","7",10,10
"101736","8","A","01","265","194",10,10
"101736","15","A","02","97","53",10,10
"101736","16","A","02","23","12",10,10
"101736","17","A","02","17","3",10,10
"101736","22","A","02","137","68",10,10
"101736","29","","","402","262",10,10
"101745","1","A","01","44","80",10,10
"101745","3","A","01","82","67",10,10
"101745","8","A","01","126","147",10,10
"101745","15","A","02","60","30",10,10
"101745","17","A","02","46","35",10,10
"101745","22","A","02","106","65",10,10
"101745","29","","","232","212",10,10
"101754","2","A","01","76","107",20,20
"101754","3","A","01","63","79",20,20
"101754","8","A","01","139","186",20,20
"101754","16","A","02","35","17",20,20
"101754","17","A","02","58","27",20,20
"101754","22","A","02","93","44",20,20
"101754","29","","","232","230",20,20
"101806","1","A","01","40","27",20,20
"101806","2","A","01","13","11",20,20
"101806","3","A","01","30","16",20,20
"101806","8","A","01","83","54",20,20
"101806","15","A","02","1","0",20,20
"101806","16","A","02","0","1",20,20
"101806","17","A","02","0","1",20,20
"101806","22","A","02","1","2",20,20
"101806","29","","","84","56",20,20
"101879","1","A","01","310","370",10,10
"101879","2","A","01","294","273",10,10
"101879","3","A","01","409","446",10,10
"101879","4","A","01","306","434",10,10
"101879","5","A","01","335","473",10,10
"101879","6","A","01","7","9",10,10
"101879","8","A","01","1661","2005",10,10
"101879","11","C","01","5","13",10,10
"101879","12","C","01","11","28",10,10
"101879","14","D","01","16","41",10,10
"101879","15","A","02","47","61",10,10
"101879","16","A","02","42","98",10,10
"101879","17","A","02","36","85",10,10
"101879","18","A","02","43","80",10,10
"101879","19","A","02","104","118",10,10
"101879","20","A","02","71","85",10,10
"101879","22","A","02","343","527",10,10
"101879","25","C","02","39","85",10,10
"101879","26","C","02","96","249",10,10
"101879","28","D","02","135","334",10,10
"101879","29","","","2155","2907",10,10
"101888","1","A","01","0","20",21,21
"101888","8","A","01","0","20",21,21
"101888","15","A","02","80","1",21,21
"101888","17","A","02","148","6",21,21
"101888","22","A","02","228","7",21,21
"101888","29","","","228","27",21,21
"101897","1","A","01","118","165",10,10
