unitid,line,"lstudy","section",efrace15,efrace16,"xefrac15","xefrac16"
"140377","2","A","01","30","69",10,10
"140377","3","A","01","27","37",10,10
"140377","7","A","01","8","186",10,10
"140377","8","A","01","83","318",10,10
"140377","29","","","83","318",10,10
"140386","2","A","01","3","20",10,10
"140386","8","A","01","3","20",10,10
"140386","29","","","3","20",10,10
"140395","7","A","01","12","1",20,20
"140395","8","A","01","12","1",20,20
"140395","21","A","02","4","0",20,20
"140395","22","A","02","4","0",20,20
"140395","29","","","16","1",20,20
"140401","1","A","01","3","9",10,10
"140401","2","A","01","2","7",10,10
"140401","3","A","01","6","35",10,10
"140401","4","A","01","28","256",10,10
"140401","5","A","01","36","205",10,10
"140401","6","A","01","","1",10,10
"140401","7","A","01","2","7",10,10
"140401","8","A","01","77","520",10,10
"140401","9","B","01","271","113",10,10
"140401","10","B","01","727","231",10,10
"140401","11","C","01","9","25",10,10
"140401","12","C","01","32","51",10,10
"140401","13","C","01","1","4",10,10
"140401","14","D","01","1040","424",10,10
"140401","15","A","02","1","7",10,10
"140401","16","A","02","4","8",10,10
"140401","17","A","02","","10",10,10
"140401","18","A","02","7","19",10,10
"140401","19","A","02","2","13",10,10
"140401","20","A","02","","3",10,10
"140401","21","A","02","","1",10,10
"140401","22","A","02","14","61",10,10
"140401","23","B","02","3","1",10,10
"140401","24","B","02","10","1",10,10
"140401","25","C","02","3","14",10,10
"140401","26","C","02","17","57",10,10
"140401","27","C","02","1","19",10,10
"140401","28","D","02","34","92",10,10
"140401","29","","","1165","1097",10,10
"140410","29","","","1","19",10,10
"140438","1","A","01","21","49",10,10
"140438","2","A","01","124","132",10,10
"140438","3","A","01","78","70",10,10
"140438","4","A","01","71","80",10,10
"140438","5","A","01","65","85",10,10
"140438","7","A","01","6","4",10,10
"140438","8","A","01","365","420",10,10
"140438","9","B","01","46","73",10,10
"140438","10","B","01","132","179",10,10
"140438","12","C","01","5","6",10,10
"140438","13","C","01","1","1",10,10
"140438","14","D","01","184","259",10,10
"140438","15","A","02","4","2",10,10
"140438","16","A","02","203","125",10,10
"140438","17","A","02","36","28",10,10
"140438","18","A","02","38","49",10,10
"140438","19","A","02","59","68",10,10
"140438","20","A","02","3","2",10,10
"140438","21","A","02","23","33",10,10
"140438","22","A","02","366","307",10,10
"140438","24","B","02","5","6",10,10
"140438","26","C","02","264","233",10,10
"140438","27","C","02","11","10",10,10
"140438","28","D","02","280","249",10,10
"140438","29","","","1195","1235",10,10
"140447","1","A","01","259","339",10,10
"140447","2","A","01","227","373",10,10
"140447","3","A","01","179","189",10,10
"140447","4","A","01","174","159",10,10
"140447","5","A","01","101","134",10,10
"140447","6","A","01","1","1",10,10
"140447","7","A","01","3","4",10,10
"140447","8","A","01","944","1199",10,10
"140447","9","B","01","134","76",10,10
"140447","10","B","01","241","116",10,10
"140447","12","C","01","7","13",10,10
"140447","13","C","01","2","2",10,10
"140447","14","D","01","384","207",10,10
"140447","15","A","02","12","18",10,10
"140447","16","A","02","94","160",10,10
"140447","17","A","02","22","13",10,10
"140447","18","A","02","19","17",10,10
"140447","19","A","02","43","29",10,10
"140447","20","A","02","1","",10,10
"140447","21","A","02","12","13",10,10
"140447","22","A","02","203","250",10,10
"140447","23","B","02","2","1",10,10
"140447","24","B","02","4","3",10,10
"140447","26","C","02","122","162",10,10
"140447","27","C","02","12","19",10,10
"140447","28","D","02","140","185",10,10
"140447","29","","","1671","1841",10,10
"140483","1","A","01","184","159",,
"140483","2","A","01","90","66",,
"140483","3","A","01","182","158",,
"140483","8","A","01","456","383",,
"140483","15","A","02","35","70",,
"140483","16","A","02","48","119",,
"140483","17","A","02","81","156",,
"140483","21","A","02","2","5",,
"140483","22","A","02","166","350",,
"140483","29","","","622","733",,
"140553","1","A","01","517","0",20,20
"140553","2","A","01","284","0",20,20
"140553","3","A","01","608","0",20,20
"140553","4","A","01","365","0",20,20
"140553","5","A","01","220","0",20,20
"140553","8","A","01","1994","0",20,20
"140553","15","A","02","33","0",20,20
"140553","16","A","02","10","0",20,20
"140553","17","A","02","22","0",20,20
"140553","18","A","02","13","0",20,20
"140553","19","A","02","37","0",20,20
"140553","20","A","02","4","8",20,20
"140553","22","A","02","119","8",20,20
"140553","25","C","02","0","1",20,20
"140553","28","D","02","0","1",20,20
"140553","29","","","2113","9",20,20
"140562","9","B","01","15","17",10,10
"140562","10","B","01","52","49",10,10
"140562","14","D","01","67","66",10,10
"140562","29","","","67","66",,
"140571","1","A","01","189","300",20,20
"140571","2","A","01","40","43",20,20
"140571","3","A","01","109","165",20,20
"140571","4","A","01","82","144",20,20
"140571","5","A","01","83","123",20,20
"140571","8","A","01","503","775",20,20
"140571","15","A","02","10","9",20,20
"140571","16","A","02","1","5",20,20
"140571","17","A","02","4","11",20,20
"140571","18","A","02","3","8",20,20
"140571","19","A","02","9","13",20,20
"140571","21","A","02","0","3",20,20
"140571","22","A","02","27","49",20,20
"140571","29","","","530","824",20,20
"140599","1","A","01","74","106",10,10
"140599","3","A","01","77","85",10,10
"140599","8","A","01","151","191",10,10
"140599","21","A","02","129","158",10,10
"140599","22","A","02","129","158",10,10
"140599","29","","","280","349",10,10
"140641","11","C","01","2","1",21,21
"140641","12","C","01","2","1",21,21
"140641","14","D","01","4","2",21,21
"140641","29","","","4","2",21,21
"140650","29","","","5","70",21,21
"140669","1","A","01","210","204",10,10
"140669","2","A","01","76","86",10,10
"140669","3","A","01","170","247",10,10
"140669","4","A","01","135","152",10,10
"140669","5","A","01","167","218",10,10
"140669","6","A","01","1","2",10,10
"140669","7","A","01","6","2",10,10
"140669","8","A","01","765","911",10,10
"140669","11","C","01","3","7",10,10
"140669","12","C","01","3","23",10,10
"140669","13","C","01","14","26",10,10
"140669","14","D","01","20","56",10,10
"140669","15","A","02","5","8",10,10
"140669","16","A","02","2","13",10,10
"140669","17","A","02","6","45",10,10
"140669","18","A","02","12","31",10,10
"140669","19","A","02","21","41",10,10
"140669","20","A","02","","1",10,10
"140669","21","A","02","","2",10,10
"140669","22","A","02","46","141",10,10
"140669","25","C","02","1","5",10,10
"140669","26","C","02","14","56",10,10
"140669","27","C","02","15","90",10,10
"140669","28","D","02","30","151",10,10
"140669","29","","","861","1259",10,10
"140678","1","A","01","208","41",21,21
"140678","2","A","01","82","188",21,21
"140678","8","A","01","290","229",21,21
"140678","15","A","02","9","26",21,21
"140678","17","A","02","1","2",21,21
"140678","21","A","02","0","4",21,21
"140678","22","A","02","10","32",21,21
"140678","29","","","300","261",21,21
"140687","29","","","18","62",10,10
"140696","1","A","01","77","98",10,10
"140696","2","A","01","32","27",10,10
"140696","3","A","01","78","65",10,10
"140696","4","A","01","51","68",10,10
"140696","5","A","01","45","53",10,10
"140696","8","A","01","283","311",10,10
"140696","15","A","02","12","20",10,10
"140696","16","A","02","30","43",10,10
"140696","17","A","02","9","26",10,10
"140696","18","A","02","13","56",10,10
"140696","19","A","02","27","35",10,10
"140696","21","A","02","10","24",10,10
"140696","22","A","02","101","204",10,10
"140696","25","C","02","1","19",10,10
"140696","26","C","02","5","64",10,10
"140696","28","D","02","6","83",10,10
"140696","29","","","390","598",10,10
"140720","1","A","01","45","135",10,10
"140720","2","A","01","53","85",10,10
"140720","3","A","01","29","82",10,10
"140720","4","A","01","28","56",10,10
"140720","5","A","01","21","60",10,10
"140720","6","A","01","2","1",10,10
"140720","8","A","01","178","419",10,10
"140720","15","A","02","1","0",10,10
"140720","16","A","02","35","24",10,10
"140720","17","A","02","11","2",10,10
"140720","18","A","02","10","5",10,10
"140720","19","A","02","8","8",10,10
"140720","21","A","02","3","4",10,10
"140720","22","A","02","68","43",10,10
"140720","29","","","246","462",10,10
"140766","1","A","01","64","4",21,21
"140766","3","A","01","35","2",21,21
"140766","8","A","01","99","6",21,21
"140766","29","","","99","6",21,21
"140775","1","A","01","84","80",10,10
"140775","2","A","01","119","181",10,10
"140775","3","A","01","65","98",10,10
"140775","8","A","01","268","359",10,10
"140775","29","","","268","359",10,10
"140793","1","A","01","52","42",20,20
"140793","2","A","01","20","25",20,20
"140793","7","A","01","47","55",20,20
"140793","8","A","01","119","122",20,20
"140793","29","","","119","122",20,20
"140809","1","A","01","63","90",10,10
"140809","2","A","01","54","56",10,10
"140809","8","A","01","117","146",10,10
"140809","15","A","02","47","27",10,10
"140809","16","A","02","25","4",10,10
"140809","21","A","02","142","141",10,10
"140809","22","A","02","214","172",,10
"140809","29","","","331","318",10,10
"140818","1","A","01","82","57",10,10
"140818","2","A","01","42","30",10,10
"140818","3","A","01","45","41",10,10
"140818","4","A","01","32","32",10,10
"140818","5","A","01","24","33",10,10
"140818","7","A","01","2","5",10,10
"140818","8","A","01","227","198",10,10
"140818","15","A","02","1","5",10,10
"140818","16","A","02","5","12",10,10
"140818","17","A","02","3","7",10,10
"140818","18","A","02","5","12",10,10
"140818","19","A","02","6","11",10,10
"140818","20","A","02","0","1",10,10
"140818","21","A","02","7","12",10,10
"140818","22","A","02","27","60",10,10
"140818","29","","","254","258",10,10
"140827","1","A","01","25","2",21,21
"140827","2","A","01","32","1",21,21
"140827","3","A","01","52","4",21,21
"140827","8","A","01","109","7",21,21
"140827","16","A","02","9","1",21,21
"140827","22","A","02","9","1",21,21
"140827","29","","","118","8",21,21
"140863","7","A","01","1","7",21,21
"140863","8","A","01","1","7",21,21
"140863","21","A","02","1","10",21,21
"140863","22","A","02","1","10",21,21
"140863","29","","","2","17",21,21
"140872","1","A","01","82","113",10,10
"140872","2","A","01","15","11",10,10
"140872","3","A","01","60","81",10,10
"140872","8","A","01","157","205",10,10
"140872","15","A","02","2","1",10,10
"140872","16","A","02","2","1",10,10
"140872","17","A","02","9","8",10,10
"140872","21","A","02","1","1",10,10
"140872","22","A","02","14","11",10,10
"140872","29","","","171","216",10,10
"140915","7","A","01","0","1",21,21
"140915","8","A","01","0","1",21,21
"140915","21","A","02","4","0",21,21
"140915","22","A","02","4","0",21,21
"140915","29","","","4","1",21,21
"140933","2","A","01","3","9",21,21
"140933","3","A","01","0","5",21,21
"140933","8","A","01","3","14",21,21
"140933","29","","","3","14",21,21
"140942","1","A","01","25","8",10,10
"140942","3","A","01","138","222",10,10
"140942","7","A","01","159","322",10,10
"140942","8","A","01","322","552",10,10
"140942","15","A","02","1","0",10,10
"140942","17","A","02","14","23",10,10
"140942","21","A","02","12","31",10,10
"140942","22","A","02","27","54",10,10
"140942","29","","","349","606",10,10
"140951","1","A","01","150","128",10,10
"140951","2","A","01","28","26",10,10
"140951","3","A","01","89","100",10,10
"140951","4","A","01","68","73",10,10
"140951","5","A","01","45","47",10,10
"140951","8","A","01","380","374",10,10
"140951","11","C","01","14","11",10,10
"140951","12","C","01","4","5",10,10
"140951","14","D","01","18","16",10,10
"140951","15","A","02","11","16",10,10
"140951","16","A","02","10","18",10,10
"140951","17","A","02","15","12",10,10
"140951","18","A","02","4","11",10,10
"140951","19","A","02","8","14",10,10
"140951","22","A","02","48","71",10,10
"140951","25","C","02","5","6",10,10
"140951","26","C","02","6","5",10,10
"140951","28","D","02","11","11",10,10
"140951","29","","","457","472",10,10
"140960","1","A","01","206","214",10,10
"140960","2","A","01","151","159",10,10
"140960","3","A","01","102","140",10,10
"140960","4","A","01","92","105",10,10
"140960","5","A","01","106","133",10,10
"140960","6","A","01","3","7",10,10
"140960","7","A","01","","2",10,10
"140960","8","A","01","660","760",10,10
"140960","11","C","01","3","2",10,10
"140960","12","C","01","6","7",10,10
"140960","13","C","01","1","",10,10
"140960","14","D","01","10","9",10,10
"140960","15","A","02","2","11",10,10
"140960","16","A","02","28","40",10,10
"140960","17","A","02","23","21",10,10
"140960","18","A","02","24","18",10,10
"140960","19","A","02","27","25",10,10
"140960","20","A","02","24","28",10,10
"140960","21","A","02","5","12",10,10
"140960","22","A","02","133","155",10,10
"140960","25","C","02","7","10",10,10
"140960","26","C","02","16","17",10,10
"140960","27","C","02","2","2",10,10
"140960","28","D","02","25","29",10,10
"140960","29","","","828","953",10,10
"140988","1","A","01","57","126",10,10
"140988","2","A","01","14","19",10,10
"140988","3","A","01","73","134",10,10
"140988","4","A","01","27","69",10,10
"140988","5","A","01","41","74",10,10
"140988","6","A","01","1","",10,10
"140988","8","A","01","213","422",10,10
"140988","15","A","02","8","7",10,10
"140988","16","A","02","1","6",10,10
"140988","17","A","02","3","3",10,10
"140988","18","A","02","1","9",10,10
"140988","19","A","02","7","8",10,10
"140988","20","A","02","16","42",10,10
"140988","22","A","02","36","75",10,10
"140988","29","","","249","497",,
"140997","1","A","01","102","138",,
"140997","2","A","01","75","105",,
"140997","3","A","01","52","110",,
"140997","7","A","01","","6",,
"140997","8","A","01","229","359",,
"140997","15","A","02","8","22",,
"140997","16","A","02","24","36",,
"140997","17","A","02","35","57",,
"140997","21","A","02","9","5",,
"140997","22","A","02","76","120",,
"140997","29","","","305","479",,
"141006","1","A","01","85","86",10,10
"141006","2","A","01","17","18",10,10
"141006","3","A","01","157","67",10,10
"141006","8","A","01","259","171",10,10
"141006","21","A","02","30","68",10,10
"141006","22","A","02","30","68",10,10
"141006","29","","","289","239",10,10
"141060","1","A","01","","458",10,10
"141060","2","A","01","","147",10,10
"141060","3","A","01","","448",10,10
"141060","4","A","01","","452",10,10
"141060","5","A","01","","226",10,10
"141060","8","A","01","","1731",10,10
"141060","15","A","02","0","9",10,10
"141060","16","A","02","0","12",10,10
"141060","17","A","02","0","15",10,10
"141060","18","A","02","0","3",10,10
"141060","19","A","02","0","12",10,10
"141060","22","A","02","0","51",10,10
"141060","29","","","0","1782",10,10
"141097","1","A","01","401","63",10,10
"141097","2","A","01","408","70",10,10
"141097","3","A","01","443","101",10,10
"141097","4","A","01","408","77",10,10
"141097","5","A","01","359","55",10,10
"141097","6","A","01","1","1",10,10
"141097","8","A","01","2020","367",10,10
"141097","11","C","01","4","1",10,10
"141097","12","C","01","11","5",10,10
"141097","13","C","01","1","",10,10
"141097","14","D","01","16","6",10,10
"141097","15","A","02","33","6",10,10
"141097","16","A","02","274","60",10,10
"141097","17","A","02","299","61",10,10
"141097","18","A","02","222","40",10,10
"141097","19","A","02","263","42",10,10
"141097","20","A","02","9","3",10,10
"141097","22","A","02","1100","212",10,10
"141097","25","C","02","4","2",10,10
"141097","26","C","02","10","2",10,10
"141097","27","C","02","1","1",10,10
"141097","28","D","02","15","5",10,10
"141097","29","","","3151","590",10,10
"141121","1","A","01","44","60",10,10
"141121","3","A","01","82","154",10,10
"141121","8","A","01","126","214",10,10
"141121","15","A","02","87","146",10,10
"141121","17","A","02","109","60",10,10
"141121","22","A","02","196","206",10,10
"141121","29","","","322","420",10,10
"141158","1","A","01","81","185",10,10
"141158","8","A","01","81","185",10,10
"141158","21","A","02","10","58",10,10
"141158","22","A","02","10","58",10,10
"141158","29","","","91","243",10,10
"141167","1","A","01","51","63",10,10
"141167","2","A","01","21","29",10,10
"141167","3","A","01","25","48",10,10
"141167","8","A","01","97","140",10,10
"141167","15","A","02","15","24",10,10
"141167","16","A","02","5","6",10,10
"141167","17","A","02","10","21",10,10
"141167","21","A","02","5","8",10,10
"141167","22","A","02","35","59",10,10
"141167","29","","","132","199",10,10
"141185","1","A","01","78","106",10,10
"141185","2","A","01","22","20",10,10
"141185","3","A","01","74","40",10,10
"141185","4","A","01","52","37",10,10
"141185","5","A","01","58","33",10,10
"141185","6","A","01","22","31",10,10
"141185","8","A","01","306","267",10,10
"141185","15","A","02","7","2",10,10
"141185","16","A","02","2","4",10,10
"141185","17","A","02","2","2",10,10
"141185","18","A","02","6","8",10,10
"141185","19","A","02","12","8",10,10
"141185","20","A","02","","3",10,10
"141185","21","A","02","13","34",10,10
"141185","22","A","02","42","61",10,10
"141185","29","","","348","328",,
"141228","1","A","01","22","47",20,20
"141228","2","A","01","26","53",20,20
"141228","8","A","01","48","100",20,20
"141228","15","A","02","38","21",20,20
"141228","16","A","02","53","48",20,20
"141228","22","A","02","91","69",20,20
"141228","29","","","139","169",20,20
"141237","1","A","01","79","106",10,10
"141237","2","A","01","42","56",10,10
"141237","3","A","01","88","117",10,10
"141237","8","A","01","209","279",10,10
"141237","15","A","02","178","237",10,10
"141237","16","A","02","85","113",10,10
"141237","17","A","02","162","214",10,10
"141237","22","A","02","425","564",10,10
"141237","29","","","634","843",10,10
"141255","1","A","01","133","146",10,10
"141255","2","A","01","96","106",10,10
"141255","3","A","01","35","40",10,10
"141255","8","A","01","264","292",10,10
"141255","15","A","02","11","0",10,10
"141255","16","A","02","26","0",10,10
"141255","17","A","02","20","0",10,10
"141255","21","A","02","241","307",10,10
"141255","22","A","02","298","307",10,10
"141255","29","","","562","599",10,10
"141264","1","A","01","479","581",10,10
"141264","2","A","01","344","337",10,10
"141264","3","A","01","410","475",10,10
"141264","4","A","01","378","509",10,10
"141264","5","A","01","338","506",10,10
"141264","6","A","01","5","5",10,10
"141264","8","A","01","1954","2413",10,10
"141264","11","C","01","36","59",10,10
"141264","12","C","01","75","215",10,10
"141264","14","D","01","111","274",10,10
"141264","15","A","02","42","83",10,10
"141264","16","A","02","118","186",10,10
"141264","17","A","02","105","151",10,10
"141264","18","A","02","119","188",10,10
"141264","19","A","02","134","164",10,10
"141264","20","A","02","57","15",10,10
"141264","22","A","02","575","787",10,10
"141264","25","C","02","81","142",10,10
"141264","26","C","02","192","503",10,10
"141264","28","D","02","273","645",10,10
"141264","29","","","2913","4119",10,10
"141307","1","A","01","42","74",,
"141307","2","A","01","43","51",,
"141307","3","A","01","16","25",,
"141307","7","A","01","1","3",,
"141307","8","A","01","102","153",,
"141307","15","A","02","22","65",,
"141307","16","A","02","27","82",,
"141307","17","A","02","14","34",,
"141307","21","A","02","10","24",,
"141307","22","A","02","73","205",,
"141307","29","","","175","358",,
"141316","29","","","45","62",21,21
"141325","1","A","01","","126",10,10
"141325","2","A","01","","34",10,10
"141325","3","A","01","","79",10,10
"141325","4","A","01","","64",10,10
"141325","5","A","01","","55",10,10
"141325","8","A","01","","358",10,10
"141325","16","A","02","","25",10,10
"141325","17","A","02","","11",10,10
"141325","18","A","02","","16",10,10
"141325","19","A","02","1","30",10,10
"141325","22","A","02","1","82",10,10
"141325","29","","","1","440",,
"141334","1","A","01","544","724",10,10
"141334","2","A","01","350","447",10,10
"141334","3","A","01","380","494",10,10
"141334","4","A","01","287","370",10,10
"141334","5","A","01","284","400",10,10
"141334","6","A","01","2","1",10,10
"141334","7","A","01","","1",10,10
"141334","8","A","01","1847","2437",10,10
"141334","11","C","01","24","46",10,10
"141334","12","C","01","48","131",10,10
"141334","13","C","01","15","34",10,10
"141334","14","D","01","87","211",10,10
"141334","15","A","02","35","43",10,10
"141334","16","A","02","77","113",10,10
"141334","17","A","02","72","109",10,10
"141334","18","A","02","50","77",10,10
"141334","19","A","02","100","124",10,10
"141334","20","A","02","3","4",10,10
"141334","21","A","02","3","1",10,10
"141334","22","A","02","340","471",10,10
"141334","25","C","02","22","132",10,10
"141334","26","C","02","111","466",10,10
"141334","27","C","02","66","202",10,10
"141334","28","D","02","199","800",10,10
"141334","29","","","2473","3919",10,10
"141361","1","A","01","105","102",10,10
"141361","2","A","01","14","20",10,10
"141361","3","A","01","121","83",10,10
"141361","8","A","01","240","205",10,10
"141361","17","A","02","3","1",10,10
"141361","21","A","02","3","5",10,10
"141361","22","A","02","6","6",10,10
"141361","29","","","246","211",10,10
"141404","7","A","01","11","138",21,21
"141404","8","A","01","11","138",21,21
"141404","29","","","11","138",21,21
"141468","1","A","01","46","277",10,10
"141468","2","A","01","9","44",10,10
"141468","3","A","01","23","118",10,10
"141468","7","A","01","4","7",10,10
"141468","8","A","01","82","446",10,10
"141468","15","A","02","16","64",10,10
"141468","16","A","02","7","22",10,10
"141468","17","A","02","15","55",10,10
"141468","21","A","02","6","42",10,10
"141468","22","A","02","44","183",10,10
"141468","29","","","126","629",10,10
"141486","1","A","01","77","114",10,10
"141486","2","A","01","94","109",10,10
"141486","3","A","01","67","110",10,10
"141486","4","A","01","64","71",10,10
"141486","5","A","01","55","80",10,10
"141486","6","A","01","5","6",10,10
"141486","8","A","01","362","490",10,10
"141486","11","C","01","31","23",10,10
"141486","12","C","01","68","30",10,10
"141486","14","D","01","99","53",10,10
"141486","15","A","02","213","79",10,10
"141486","16","A","02","463","230",10,10
"141486","17","A","02","81","50",10,10
"141486","18","A","02","71","34",10,10
"141486","19","A","02","74","56",10,10
"141486","20","A","02","15","19",10,10
"141486","22","A","02","917","468",10,10
"141486","25","C","02","18","14",10,10
"141486","26","C","02","78","65",10,10
"141486","28","D","02","96","79",10,10
"141486","29","","","1474","1090",10,10
"141529","29","","","506","2308",20,20
"141565","1","A","01","249","304",10,10
"141565","2","A","01","185","234",10,10
"141565","3","A","01","345","333",10,10
"141565","4","A","01","109","138",10,10
"141565","5","A","01","115","164",10,10
"141565","6","A","01","60","45",10,10
"141565","8","A","01","1063","1218",10,10
"141565","13","C","01","24","50",10,10
"141565","14","D","01","24","50",10,10
"141565","15","A","02","21","39",10,10
"141565","16","A","02","54","112",10,10
"141565","17","A","02","57","95",10,10
"141565","18","A","02","15","36",10,10
"141565","19","A","02","50","59",10,10
"141565","20","A","02","170","323",10,10
"141565","22","A","02","367","664",10,10
"141565","27","C","02","62","92",10,10
"141565","28","D","02","62","92",10,10
"141565","29","","","1516","2024",10,10
"141574","1","A","01","602","792",10,10
"141574","2","A","01","296","366",10,10
"141574","3","A","01","970","1087",10,10
"141574","4","A","01","1151","1381",10,10
"141574","5","A","01","1561","1740",10,10
"141574","6","A","01","143","173",10,10
"141574","7","A","01","209","161",10,10
"141574","8","A","01","4932","5700",10,10
"141574","9","B","01","254","189",10,10
"141574","11","C","01","183","189",10,10
"141574","12","C","01","679","811",10,10
"141574","14","D","01","1116","1189",10,10
"141574","15","A","02","60","54",10,10
"141574","16","A","02","49","85",10,10
"141574","17","A","02","177","172",10,10
"141574","18","A","02","242","287",10,10
"141574","19","A","02","580","602",10,10
"141574","20","A","02","299","556",10,10
"141574","21","A","02","96","91",10,10
"141574","22","A","02","1503","1847",10,10
"141574","23","B","02","14","7",10,10
"141574","25","C","02","90","79",10,10
"141574","26","C","02","889","1016",10,10
"141574","28","D","02","993","1102",10,10
"141574","29","","","8544","9838",10,10
"141635","1","A","01","42","41",10,10
"141635","2","A","01","28","34",10,10
"141635","3","A","01","31","51",10,10
"141635","4","A","01","22","31",10,10
"141635","5","A","01","22","38",10,10
"141635","6","A","01","0","9",10,10
"141635","7","A","01","2","2",10,10
"141635","8","A","01","147","206",,10
"141635","16","A","02","0","6",10,10
"141635","17","A","02","2","4",10,10
"141635","18","A","02","1","19",10,10
"141635","19","A","02","4","49",10,10
"141635","20","A","02","12","13",10,10
"141635","21","A","02","5","5",10,10
"141635","22","A","02","24","96",10,10
"141635","29","","","171","302",,10
"141644","1","A","01","403","307",10,10
"141644","2","A","01","295","160",10,10
"141644","3","A","01","400","240",10,10
"141644","4","A","01","312","176",10,10
"141644","5","A","01","228","123",10,10
"141644","8","A","01","1638","1006",10,10
"141644","11","C","01","38","14",10,10
"141644","12","C","01","40","20",10,10
"141644","14","D","01","78","34",10,10
"141644","15","A","02","163","85",10,10
"141644","16","A","02","145","87",10,10
"141644","17","A","02","186","124",10,10
"141644","18","A","02","146","88",10,10
"141644","19","A","02","130","75",10,10
"141644","21","A","02","182","127",10,10
"141644","22","A","02","952","586",10,10
"141644","25","C","02","28","15",10,10
"141644","26","C","02","49","21",10,10
"141644","28","D","02","77","36",10,10
"141644","29","","","2745","1662",10,10
"141662","1","A","01","7","10",21,21
"141662","2","A","01","5","4",21,21
"141662","3","A","01","9","3",21,21
"141662","4","A","01","4","4",21,21
"141662","5","A","01","2","1",21,21
"141662","8","A","01","27","22",21,21
"141662","15","A","02","1","2",21,21
"141662","16","A","02","2","0",21,21
"141662","17","A","02","1","3",21,21
"141662","18","A","02","1","1",21,21
"141662","19","A","02","1","1",21,21
"141662","20","A","02","7","7",21,21
"141662","22","A","02","13","14",21,21
"141662","29","","","40","36",21,21
"141680","1","A","01","256","166",10,10
"141680","2","A","01","477","330",10,10
"141680","3","A","01","474","230",10,10
"141680","7","A","01","7","13",10,10
"141680","8","A","01","1214","739",10,10
"141680","15","A","02","317","239",10,10
"141680","16","A","02","696","529",10,10
"141680","17","A","02","364","189",10,10
"141680","21","A","02","106","130",10,10
"141680","22","A","02","1483","1087",10,10
"141680","29","","","2697","1826",10,10
"141723","13","C","01","18","8",10,10
"141723","14","D","01","18","8",,
"141723","29","","","18","8",,
"141778","1","A","01","0","3",20,20
"141778","2","A","01","0","3",20,20
"141778","5","A","01","3","0",20,20
"141778","8","A","01","3","6",20,20
"141778","29","","","3","6",20,20
"141787","1","A","01","18","101",20,20
"141787","8","A","01","18","101",20,20
"141787","29","","","18","101",20,20
"141796","1","A","01","274","335",10,10
"141796","2","A","01","380","468",10,10
"141796","3","A","01","172","282",10,10
"141796","7","A","01","51","51",10,10
"141796","8","A","01","877","1136",10,10
"141796","15","A","02","263","398",10,10
"141796","16","A","02","568","883",10,10
"141796","17","A","02","267","412",10,10
"141796","21","A","02","181","387",10,10
"141796","22","A","02","1279","2080",10,10
"141796","29","","","2156","3216",10,10
"141802","1","A","01","51","75",10,10
"141802","2","A","01","47","71",10,10
"141802","3","A","01","26","54",10,10
"141802","7","A","01","6","6",10,10
"141802","8","A","01","130","206",10,10
"141802","15","A","02","34","29",10,10
"141802","16","A","02","51","90",10,10
"141802","17","A","02","48","67",10,10
"141802","21","A","02","211","298",10,10
"141802","22","A","02","344","484",10,10
"141802","29","","","474","690",10,10
"141811","1","A","01","346","395",10,10
"141811","2","A","01","418","515",10,10
"141811","3","A","01","349","343",10,10
"141811","7","A","01","73","114",10,10
"141811","8","A","01","1186","1367",10,10
"141811","15","A","02","201","232",10,10
"141811","16","A","02","567","794",10,10
"141811","17","A","02","337","311",10,10
"141811","21","A","02","200","528",10,10
"141811","22","A","02","1305","1865",10,10
"141811","29","","","2491","3232",10,10
"141839","1","A","01","2","5",10,10
"141839","2","A","01","78","126",10,10
"141839","3","A","01","135","219",10,10
"141839","7","A","01","29","34",10,10
"141839","8","A","01","244","384",10,10
"141839","16","A","02","63","116",10,10
"141839","17","A","02","149","270",10,10
"141839","21","A","02","245","444",10,10
"141839","22","A","02","457","830",10,10
"141839","29","","","701","1214",10,10
"141866","1","A","01","11","13",20,20
"141866","3","A","01","16","5",20,20
"141866","8","A","01","27","18",20,20
"141866","29","","","27","18",20,20
"141875","29","","","2","15",21,21
"141909","1","A","01","15","11",20,20
"141909","2","A","01","12","11",20,20
"141909","3","A","01","10","7",20,20
"141909","4","A","01","8","4",20,20
"141909","5","A","01","15","8",20,20
"141909","8","A","01","60","41",20,20
"141909","29","","","60","41",20,20
"141927","1","A","01","0","5",20,20
"141927","3","A","01","0","9",20,20
"141927","8","A","01","0","14",20,20
"141927","21","A","02","0","3",20,20
"141927","22","A","02","0","3",20,20
"141927","29","","","0","17",20,20
"141936","1","A","01","18","7",21,21
"141936","3","A","01","7","6",21,21
"141936","4","A","01","7","4",21,21
"141936","5","A","01","9","4",21,21
"141936","8","A","01","41","21",21,21
"141936","12","C","01","1","1",21,21
"141936","14","D","01","1","1",21,21
"141936","17","A","02","1","0",21,21
"141936","22","A","02","1","0",21,21
"141936","25","C","02","14","9",21,21
"141936","26","C","02","38","16",21,21
"141936","28","D","02","52","25",21,21
"141936","29","","","95","47",21,21
"141981","4","A","01","59","57",10,10
"141981","5","A","01","20","39",10,10
"141981","6","A","01","9","12",10,10
"141981","8","A","01","88","108",10,10
"141981","18","A","02","65","91",10,10
"141981","19","A","02","30","44",10,10
"141981","20","A","02","20","36",10,10
"141981","22","A","02","115","171",10,10
"141981","29","","","203","279",10,10
"141990","1","A","01","92","90",10,10
"141990","2","A","01","98","126",10,10
