Dorm,Room No.,Price,Bedrooms,Floor,Stairwell,Suite
The Harvard Union,1,100,double study-bedroom,3,E,1
The Harvard Union,2,100,study-bedroom,3,E,2
The Harvard Union,3,120,study-bedroom,3,E,3
The Harvard Union,4,100,study-bedroom,3,E,4
The Harvard Union,5,100,double study-bedroom,3,E,5
The Harvard Union,11,110,double study-bedroom,3,E,11
The Harvard Union,12,110,double study-bedroom,3,E,12
