PID,category code,subcategory code
GS6K-3GK,2,1
GS66-KT9,0,2
GS66-KT9,3,2
GS66-KT9,3,3
GS66-KT9,11,1
GS6L-N36,11,1
GS6X-C7W,4,1
GS8L-LFN,9,1
K458-JM1,0,1
K458-JM1,1,1
GS66-YPC,6,3
GS66-YPC,7,1
GS6N-CNR,6,2
GS6N-CNR,6,3
GS6V-12H,8,2
LK3G-6TF,6,4
LK3G-6TF,12,1
GS6K-S65,1,1
GS6K-S65,1,5
GS6K-W14,4,1
L2FQ-RQP,4,1
GS6K-FJR,6,1
GS66-ZJ5,0,2
GS66-ZJ5,3,2
GM2M-Y87,0,2
GS62-K7V,2,1
GS6L-HH2,18,1
GS6D-JDW,10,1
GS6K-GGW,1,5
GS6K-GGW,2,1
L61N-GGM,15,1
LB95-C2S,0,1
LB95-C2S,1,1
94YY-43W,16,1
LBXG-F9K,6,1
LBXG-F9K,6,3
LBXG-F9K,6,4
LK44-XVW,0,2
LK44-XVW,1,3
LK44-XVW,11,1
L2Q1-SLX,1,1
L2Q1-SLX,3,1
GS6V-8PS,1,4
GS6V-8PS,10,1
L5BW-2GB,0,1
LV7S-X2T,1,1
LR22-38V,6,2
LR22-38V,11,1
L6HD-Y86,4,1
LBJ3-K95,0,1
LBJ3-K95,1,1
LDQH-Y7Z,7,1
LTNH-8KV,2,1
L1D8-HRS,11,1
GS66-YSS,2,1
9VG2-K2P,13,1
9VG2-K2P,13,2
GS66-5DS,0,1
GS66-5DS,13,2
LVDP-Z2G,7,1
LX3F-NQT,0,2
LX3F-NQT,3,1
LX3F-NQT,8,1
LX3F-NQT,8,2
LX3F-NQT,9,1
MFBD-7YF,3,2
GS6X-WPZ,0,2
GS6X-WPZ,11,1
GS62-7W7,2,1
GSZX-V8C,0,1
GSZX-V8C,1,3
GSZX-V8C,1,5
GSZX-V8C,11,1
GS62-LWV,0,1
GS62-LWV,3,2
GSZW-Q7L,0,2
K2HJ-KX5,4,1
MC9P-8GY,0,1
MC9P-8GY,2,1
MC9P-8GY,3,5
MC9P-8GY,6,1
GS6V-4DZ,6,3
GS6L-HM2,0,1
GS6L-HM2,1,3
GS6L-HM2,4,4
LV9B-WW1,1,4
LY12-QNR,3,6
LY12-QNR,5,1
LY12-QNR,11,1
L2SD-DQ1,3,1
LRM9-N45,3,3
9KWM-ZSX,0,1
9KWM-ZSX,3,2
LYM2-22R,3,1
LYM2-22R,3,2
GS6V-P7S,6,7
GS6V-P7S,7,1
MCL2-H6P,2,1
L6VN-VKG,0,1
L6VN-VKG,0,2
L6VN-VKG,3,2
GS62-YL7,4,1
LT1Y-5H9,1,1
GS6D-YTH,2,1
K4TH-CVM,3,1
K4TH-CVM,3,2
K4TH-CVM,11,1
G9PS-KFK,0,2
G9PS-KFK,3,2
G9PS-KFK,5,1
G9PS-KFK,6,2
G9PS-KFK,7,1
LRV5-Z3K,1,1
LRV5-Z3K,1,2
GS6K-VFG,10,1
K46Q-163,0,1
K46Q-163,1,6
LJGC-LJN,10,1
GS6K-F77,3,2
GS6K-F77,3,3
GS6K-F77,3,6
L5GG-61S,0,1
GS86-LD1,0,2
L2DD-9TS,4,1
LK7V-XQP,3,1
LTC7-YCD,6,1
LTC7-YCD,6,3
LTC7-YCD,10,1
GM9V-NYP,5,1
LCDQ-XPK,13,3
LDZR-8G6,0,2
LDZR-8G6,1,4
LDZR-8G6,11,1
LYRM-5YN,0,2
LYRM-5YN,1,3
LYRM-5YN,3,1
LYRM-5YN,8,3
GS6J-3GW,0,1
GS6G-WWH,0,2
GS6G-WWH,11,1
L6VH-BMG,0,2
L6VH-BMG,17,1
LHR9-YV6,0,1
LHR9-YV6,11,1
GS6K-99L,3,1
GS6K-99L,3,2
LT5S-WZ3,2,1
GS6K-S9B,0,1
GS6K-S9B,1,1
GS6V-TF4,0,2
GS6V-TF4,3,2
LVV8-DYL,0,1
LVV8-DYL,1,3
LKCH-TFB,5,1
LKCH-TFB,6,2
LKCH-TFB,17,1
LB5S-JFT,0,1
LB5S-JFT,3,6
GS66-R5B,0,1
GM78-9K6,6,1
LJ2N-96H,0,1
LJ2N-96H,1,3
LC8V-GBT,4,1
LKNY-QQS,10,1
LBP4-JJ3,1,1
GS62-36G,3,1
GS62-36G,8,1
LJ5V-TR9,1,6
LJ5V-TR9,3,2
GS6G-C2W,0,1
GS6G-C2W,11,1
GS6R-B16,1,6
GS6K-TST,1,2
GS6K-TST,6,2
GS6K-TST,6,6
LT1K-HPT,0,2
LT1K-HPT,3,2
GS62-S6R,0,1
GS62-S6R,0,2
GMFB-5YK,6,8
GMFB-5YK,15,1
GS6G-TKQ,6,3
LYDS-P1L,0,1
LYDS-P1L,4,1
LYDS-P1L,7,1
LYDS-P1L,16,1
L232-Y42,3,2
L1CN-N4F,13,2
GS6D-CNN,4,1
L1XD-V1Z,8,3
LRFP-GHF,4,1
GS6G-K7D,2,1
GS6T-Z8W,6,1
GS6T-Z8W,6,7
L1Y6-TZX,0,1
L1Y6-TZX,1,3
L1Y6-TZX,2,1
GSQ5-SHV,0,1
GSQ5-SHV,14,1
GS6D-H6X,1,4
GS6X-8H1,4,1
LT99-WWD,0,1
LT99-WWD,1,3
LT99-WWD,11,1
LBWF-31W,4,1
GS6T-MGD,6,2
GS6T-MGD,6,4
GMQ5-HNX,3,2
GMQ5-HNX,11,1
GS6K-HPW,4,1
L2GG-48B,1,1
GMNF-1CN,8,3
KCFB-R5D,0,2
KCFB-R5D,3,2
LV8B-KWZ,0,1
GS6L-ZWY,5,2
GM2N-VPG,0,1
GM2N-VPG,6,1
GM2N-VPG,6,6
MSRV-H24,6,2
MSRV-H24,12,2
GS6G-6YX,0,1
GS6G-6YX,6,2
GS6G-6YX,8,1
GS62-DQK,4,1
LVS1-L7K,9,1
L2F1-K2K,13,1
GS6K-F3Q,0,1
GS6K-F3Q,6,2
L5Y4-SYT,0,1
L5Y4-SYT,3,2
L5Y4-SYT,17,1
G9F1-TNK,0,2
G9F1-TNK,11,1
LCF9-1GP,0,1
GMPD-BZP,0,2
LY7N-Q2Y,1,1
LB4D-JNK,0,1
LB4D-JNK,0,2
LB4D-JNK,3,2
LB4D-JNK,11,1
LVJR-MD3,0,1
LVJR-MD3,3,1
LVJR-MD3,8,2
GS6T-KNF,3,6
GS6T-KNF,5,1
GS6T-KNF,6,1
GS6T-KNF,7,1
LBYV-ZJF,0,1
LBYV-ZJF,1,1
LBYV-ZJF,1,5
L18T-MVK,14,2
GS68-YBZ,6,1
GS68-YBZ,6,8
LTWM-5LT,3,4
GSDS-G6M,3,2
GS6T-467,1,4
GS6T-467,10,1
GS6K-GJV,4,1
GS6K-GJV,6,2
GS6K-GJV,7,1
LBB6-XTB,0,1
LBB6-XTB,1,3
LBB6-XTB,3,5
KW83-11Y,6,1
LV72-PBN,0,1
LV72-PBN,1,1
LV72-PBN,1,5
GS6K-LZM,4,1
GS6K-LZM,6,1
GS6K-LZM,6,2
GS6K-LZM,7,1
GS6K-VPM,2,1
GS6K-QXP,11,1
K8B3-8V8,5,1
G9NM-S1P,1,1
G9NM-S1P,2,1
GS66-TCF,0,1
GS66-TCF,0,2
GS66-TCF,11,1
LD5J-B35,0,1
LD5J-B35,6,3
LD5J-B35,11,1
GS6D-8Y7,1,1
GS6D-8Y7,1,3
LRT5-QH9,0,2
LRT5-QH9,2,1
G9NY-QRQ,4,1
GSWR-LZL,0,1
GSWR-LZL,3,2
GSWR-LZL,3,3
GS6K-QBJ,0,2
GS6K-QBJ,1,1
GS6K-QBJ,1,5
GS6K-QBJ,1,6
GS6K-QBJ,3,2
GS6K-QBJ,13,2
GS6X-WZV,0,1
GS6X-WZV,2,1
GS6X-WZV,3,5
LHHY-ZMT,2,1
LHHY-ZMT,3,6
GS6V-Y85,1,6
GS6V-Y85,3,1
GS6V-Y85,9,1
LK3H-FG7,6,2
GS6X-HB4,2,1
GS6X-HB4,3,6
GS62-7KW,8,1
GS6V-4BM,6,4
GS6V-4BM,7,1
L2CG-2XZ,8,2
GS6T-6SP,3,5
GM6M-Y15,5,1
GM6M-Y15,6,2
GM6M-Y15,16,1
LYYM-278,1,1
LYYM-278,6,2
L1VM-PVT,12,2
LXQ1-VN3,1,1
LXQ1-VN3,1,5
GMZN-Y25,0,1
GMZN-Y25,3,3
GMZN-Y25,6,2
GMZN-Y25,8,1
L1M3-21K,6,1
LB8L-D6S,0,2
LB8L-D6S,3,2
L84M-Z43,1,1
L84M-Z43,1,2
L216-2XJ,0,1
L216-2XJ,6,1
GS66-PTT,5,1
LB4P-B6V,1,1
LB4P-B6V,1,6
LB4P-B6V,3,6
GMGD-Q87,1,1
LKHB-F89,3,2
LKHB-F89,11,1
K8L9-498,0,1
LL9Z-M3W,3,5
LL9Z-M3W,8,2
LL9Z-M3W,13,2
GS6T-6YC,0,1
G9MB-P6R,0,2
LLM5-LN9,3,1
LLM5-LN9,3,2
GS6V-S28,1,6
G9MR-Z8J,2,1
GS6K-CQ6,0,1
GS6K-CQ6,1,2
GS6K-CQ6,1,3
GS6L-16Y,0,1
GS6L-16Y,3,1
LL7Q-MDC,0,1
GS6V-69V,2,1
GS6R-BTC,0,2
GS6R-BTC,3,2
GS6T-69Q,0,2
GS6T-69Q,1,1
GS6T-69Q,2,1
GS68-PTD,6,1
GS68-PTD,7,1
LBVN-919,3,1
LBVN-919,3,2
LVD9-T3G,3,2
LVD9-T3G,3,3
LVD9-T3G,11,1
L2XW-YRR,0,1
L2XW-YRR,3,4
GS6T-JQ2,0,1
GS6T-JQ2,0,2
GS6T-JQ2,1,1
GS6T-JQ2,3,1
GS6T-JQ2,6,1
GS6K-Z14,1,1
LTYD-HN3,2,1
GSW1-PQR,2,1
GSW1-PQR,11,1
GS62-YQM,8,2
GS6T-C39,4,1
GS6T-C39,4,2
GS6D-R6N,4,1
GS6T-S63,2,1
KLGC-J4B,1,6
M8X7-V61,1,6
GS6K-XV3,4,1
G9YY-ZM4,0,1
G9YY-ZM4,3,1
LK3J-RXJ,0,1
LK3J-RXJ,3,1
LK3J-RXJ,16,1
GS6L-458,1,4
GS6L-458,6,7
GS6L-458,7,1
GS6K-FD2,0,2
GS6D-WYB,3,1
2Z38-NBG,4,1
GS6G-VQL,0,2
L5ZS-D3S,1,5
L5ZS-D3S,3,2
L5ZS-D3S,9,1
LVD7-NWB,6,1
LVD7-NWB,6,7
LVD7-NWB,10,1
GS6T-WPS,18,1
GS6V-1K1,2,1
GS6T-JRX,2,1
K237-7HX,4,1
KGCD-ZZ8,6,4
KGCD-ZZ8,6,7
KGCD-ZZ8,7,1
KGCD-ZZ8,16,1
L1PQ-VFC,1,1
L1PQ-VFC,1,6
L1PQ-VFC,3,5
L8BY-2Z6,3,1
L8BY-2Z6,3,2
L2LY-MVY,0,2
M49N-7G5,8,2
GMDS-WF5,9,1
LF6G-LBV,0,1
LF6G-LBV,6,3
LF6G-LBV,11,1
LKTH-9DZ,3,5
LKTH-9DZ,6,2
L1P2-RBQ,10,1
LX3S-MGX,5,1
LX3S-MGX,6,2
LVLZ-LB8,3,1
LTJ5-PBW,1,1
LTJ5-PBW,8,3
GS6K-H37,3,1
L13W-JMQ,3,2
L1XQ-13H,3,2
GS6K-XBS,4,1
L14S-HQ1,16,1
GS6K-49Z,0,2
GS6K-49Z,10,1
GS6K-49Z,13,2
GS6L-7LR,16,1
L5LJ-LG6,4,1
GS66-1F9,0,1
GS66-1F9,3,2
GS62-K31,3,2
GS62-K31,4,4
GS66-54Y,0,2
GS66-54Y,3,2
LRXF-KL3,2,1
GS6L-J49,7,1
GM9T-4VK,11,1
GS6T-C2W,0,2
GS6T-C2W,8,3
GS62-TRW,2,1
GS6D-8NH,3,1
GS6D-8NH,3,2
GS6K-Q6F,0,2
KW8H-187,4,1
KW8H-187,17,1
MCKX-5B5,0,2
MCKX-5B5,12,1
GS6K-V7V,2,1
L81Y-YQC,2,1
L81Y-YQC,16,1
GS36-3N6,0,2
GS36-3N6,3,2
M779-SJF,8,1
GS6P-DQQ,0,1
GS6P-DQQ,6,2
GS6R-VFC,3,2
MBZN-77M,2,1
GS6L-HVK,13,1
LVZT-TRW,0,1
LVZT-TRW,6,4
LVZT-TRW,12,2
GS62-8K5,0,1
GS62-8K5,3,3
GS6V-P7X,0,1
GS6G-4TH,18,1
LNV6-CB3,0,2
LNV6-CB3,3,2
LNV6-CB3,12,2
LBGT-8GT,0,1
LBGT-8GT,1,3
LBGT-8GT,11,1
KH9V-975,1,3
KH9V-975,11,1
LT4W-DZ2,11,1
GS6D-JRY,3,1
GS6D-JRY,3,2
GS6K-VB8,0,2
GS6K-6LR,5,1
GMX5-ZVQ,0,2
GMX5-ZVQ,1,3
GS6X-5S7,6,1
L2HB-J91,0,1
L1SG-KLQ,3,1
L1SG-KLQ,8,3
GS6L-M5W,0,2
GS6L-M5W,17,1
LDHN-D17,5,1
LDHN-D17,11,1
KCYC-VJ2,0,1
GS6L-37R,11,1
L1WZ-9J5,3,1
L1WZ-9J5,5,1
L1WZ-9J5,6,2
GS6G-W8S,0,2
GS6G-W8S,7,1
GS6G-W8S,14,2
9KXP-VMQ,0,1
LW6T-7D5,1,1
LYV5-KVM,3,2
GS6V-TBS,1,1
GS6V-TBS,3,1
GS66-TDH,6,2
GMYS-DZK,3,5
GMYS-DZK,15,1
LB28-45H,6,2
LYFM-BLS,0,2
LYFM-BLS,3,2
LYFM-BLS,11,1
L263-6FT,10,1
L5XG-8W4,6,4
L5XG-8W4,6,7
L5XG-8W4,7,1
GS62-MZS,0,1
GS62-MZS,6,1
GS62-MZS,8,2
L6RR-6FB,10,1
GS6N-TSY,0,2
GS6N-TSY,10,1
L5RB-YFM,1,6
L2X6-TWK,1,1
GS6T-J9S,4,1
G92M-JJX,0,2
G92M-JJX,3,1
LH6J-82Y,0,1
LH6J-82Y,3,4
LV32-71S,14,2
G941-2P9,0,1
G941-2P9,11,1
LTLZ-WGR,0,2
LTLZ-WGR,1,6
LTLZ-WGR,3,2
LR86-2KZ,1,1
LR86-2KZ,3,2
GS62-4T4,1,6
GS62-4T4,2,1
GS62-4T4,3,5
GS6X-ZQM,2,1
LKQ7-73K,0,2
LKQ7-73K,1,4
GS6T-3NQ,1,5
GS6T-3NQ,2,1
GS6X-HXH,4,1
LB7N-ZXR,1,5
LB7N-ZXR,3,6
L1XD-SF8,6,4
GS6X-4RQ,4,1
GS66-CXM,0,1
GS66-CXM,7,1
9HLY-ZLB,1,6
9HLY-ZLB,2,1
LKC6-TQC,4,1
LRKG-HTS,4,1
LV1L-WZX,2,1
GS6V-BRN,1,1
GS6V-BRN,7,1
GS6D-QLD,4,1
GS6R-K9F,0,2
GS6R-K9F,3,2
GS6G-HXL,2,1
GS6G-HXL,7,1
GS62-3FJ,0,1
GS62-3FJ,0,2
GS62-3FJ,11,1
GS6V-1DC,1,1
LKK4-NZ8,0,2
LYMD-FTX,0,1
LYMD-FTX,3,2
LYMD-FTX,3,5
LYMD-FTX,6,2
LYMD-FTX,11,1
LYJP-DLN,0,1
LYJP-DLN,0,2
LYJP-DLN,3,2
LYFK-4ZV,6,1
LYFK-4ZV,6,6
LVPR-7XN,8,1
LVPR-7XN,8,3
GS6T-76F,1,1
GS6T-76F,1,5
LKBW-9X3,2,1
LTWM-HCM,0,1
LTWM-HCM,1,1
LTWM-HCM,1,2
GS6D-DD6,1,4
LKCC-BK4,14,2
9KBK-Q3N,2,1
L26L-PKT,0,1
L26L-PKT,3,3
GS6V-18X,6,1
GS6T-2SF,1,4
GS6X-QZQ,1,1
GS6T-ZYJ,1,4
GS68-B34,2,1
GS62-WJB,3,2
LBD3-MSH,2,1
L5ZC-C9P,3,2
L5ZC-C9P,8,1
GS6X-D4N,8,3
LJTP-552,5,1
LBCL-4FJ,1,6
L239-WY1,6,1
L239-WY1,6,6
LRPY-1VC,13,3
GS6T-W9N,0,2
GS6T-W9N,3,2
GS6T-W9N,11,1
9V9T-DTB,3,2
L22B-3PW,3,3
GS6K-SGD,1,6
GS6G-DH1,2,1
L2KW-NBZ,4,1
MHYJ-72L,0,2
MHYJ-72L,17,1
L2Z4-DL5,0,1
L2Z4-DL5,11,1
LYR4-BT3,3,2
LJ1C-NNT,2,1
GMNV-JQ3,10,1
GS6T-X43,0,1
GS6T-X43,0,2
GS6T-X43,3,2
L5YB-276,3,2
GS6K-RDM,4,1
GS6K-2F9,2,1
GS62-7VG,0,1
GS62-7VG,3,6
GS62-7VG,4,2
GS62-7VG,6,1
GS6T-ZWN,4,1
LYW7-RCL,1,1
LYW7-RCL,1,5
LYW7-RCL,2,1
GS6K-94B,0,1
L5VP-5GQ,6,7
L5VP-5GQ,7,1
GS62-YFW,17,1
LKRN-DXL,6,1
GS6N-TBL,0,1
GS6T-LQB,1,3
GS6T-LQB,3,5
GS6G-MP7,3,2
GS6K-B9K,11,1
LD2W-STV,0,1
LD2W-STV,3,1
GS6G-8LV,5,1
LR4B-8P4,3,6
LR4B-8P4,5,1
LJV7-GGS,3,2
LJV7-GGS,11,1
G9HT-6ZX,2,1
GS6D-VB6,4,1
GS66-Y9R,4,1
GS6K-5L5,3,2
LK7J-DCJ,6,4
GS62-7HW,1,3
GS62-7HW,3,1
LBQX-SZ7,3,6
LBQX-SZ7,10,1
GS6T-JNT,4,1
L12V-32C,0,2
L12V-32C,1,1
L12V-32C,2,1
LVC2-JML,1,3
LVC2-JML,3,5
LVC2-JML,11,1
LVKT-LR6,2,1
LVKT-LR6,17,1
L27P-QZ9,6,1
L27P-QZ9,7,1
L27P-QZ9,16,1
L58T-M45,7,1
GS62-FSC,0,2
GS62-FSC,1,4
GS62-FSC,1,6
K8Z3-JFK,13,2
LTXC-CJY,4,1
LKLJ-38X,0,2
LKLJ-38X,12,2
GMCV-RZ9,2,1
LB2H-X22,0,1
LB2H-X22,1,1
L29T-4NP,1,6
L29T-4NP,3,1
GS6X-86J,1,6
KHVS-SLV,0,1
KHVS-SLV,0,2
KHVS-SLV,3,2
GS6T-46G,2,1
LK9R-D3J,0,2
LK9R-D3J,3,2
LT6K-9C8,15,1
GS73-TRM,0,1
GS73-TRM,12,1
GS66-LJJ,0,2
GS66-LJJ,11,1
GS6K-SFR,7,1
GS6V-N8R,2,1
G9GB-FYK,0,1
G9GB-FYK,1,1
GS6K-VML,0,2
GS6K-VML,4,1
GS6R-8Q2,3,1
GS6R-8Q2,5,1
GS6R-8Q2,11,1
L5R2-WJ2,1,2
L5R2-WJ2,1,6
L5R2-WJ2,10,1
GS6T-SJF,2,1
GM2N-L49,5,1
GM2N-L49,6,2
GS6D-W85,2,1
GS6R-ZDT,0,2
GS6R-ZDT,3,2
GS6X-7MZ,0,1
2DTP-FZJ,5,1
2DTP-FZJ,6,2
GS6D-TB7,6,2
MRNH-PXL,2,1
LRWK-YHY,6,1
LRWK-YHY,6,2
LRWK-YHY,6,4
GS6T-379,3,1
LB9P-N88,0,2
GS6K-KF6,4,2
LM98-T7T,0,1
GS6K-PY6,2,1
L68W-RZ8,1,6
LDRV-NMR,6,4
LDRV-NMR,7,1
GS62-Q6G,2,1
GS6V-H7F,4,1
GS6D-2PG,1,3
GS6R-GDJ,0,1
LHQR-KX9,1,2
LHQR-KX9,6,6
GS6L-94G,0,2
GS6L-94G,11,1
L75M-PYD,0,1
L75M-PYD,17,1
GS6K-XGC,6,3
2WD6-Q6G,4,1
LTBT-7GG,0,1
LTBT-7GG,6,1
GS6T-JSM,2,1
GS6K-7D5,5,1
L1FQ-43J,14,2
G96B-TMV,0,2
G96B-TMV,11,1
GS62-6BM,6,1
GS62-6BM,6,3
GS62-6BM,6,4
LXSW-19Y,5,1
L28X-7L1,1,1
L28X-7L1,1,2
9DFL-BT3,0,2
9DFL-BT3,1,1
9DFL-BT3,1,2
LLCR-MN8,0,2
LLCR-MN8,12,2
GS66-CFP,4,1
GS6L-QNY,0,1
GS6L-QNY,3,4
LT6F-TXT,0,2
LT6F-TXT,11,1
MWW9-1Q4,0,2
GS66-R5R,1,4
LVMJ-7RL,6,2
LVMJ-7RL,11,1
GS6K-JZK,7,1
L1WR-39L,7,1
LLMD-FQ9,0,1
LLMD-FQ9,1,2
GS6L-GH8,8,1
GS6R-2LV,1,6
GS6R-2LV,3,1
GS62-CKF,7,1
K8M5-5LY,3,1
K8M5-5LY,3,2
LYVD-118,3,2
LYZM-SSR,0,2
LYZM-SSR,3,1
LYZM-SSR,4,1
2WXY-9PJ,1,6
L292-5PT,5,1
L61F-XJK,0,1
L61F-XJK,6,1
L61F-XJK,7,1
G9RX-4R7,1,1
G9RX-4R7,13,1
GMZH-853,4,1
GMZH-853,6,1
GMZH-853,7,1
LT75-FHH,5,2
LT75-FHH,13,1
L1LB-35B,2,1
GS6T-D5W,0,1
GS6T-D5W,1,3
GS6T-D5W,2,1
LBJ9-GBX,3,1
LBJ9-GBX,5,1
LBJ9-GBX,6,2
9FJF-5FN,6,2
MJ6W-WDQ,16,1
L2SY-5W9,0,2
L2SY-5W9,1,5
L2SY-5W9,1,6
LDVJ-4N7,5,1
K2Y2-CXL,13,1
G9C5-G1R,4,1
LT9H-L4C,14,2
LJVC-8L8,17,1
LHJ4-HBF,7,1
GS6K-VZ2,0,1
GS6K-VZ2,1,1
GS6K-VZ2,1,2
GS6K-VZ2,3,2
GS6X-MQ1,3,5
GS6K-CSS,11,1
LB7Z-S63,1,5
LB7Z-S63,1,6
LB7Z-S63,2,1
GS6G-JR1,6,2
GS6T-4C7,0,1
GS6T-4C7,2,1
GS6K-F87,0,1
GS6D-JP2,0,1
GS6D-JP2,1,3
GS66-TXY,5,1
GS66-TXY,12,2
GS6D-6F7,3,4
L5NY-VPT,9,1
L27D-BZS,0,2
L14K-24N,2,1
L6QJ-HJ7,8,1
9F6K-NP5,16,1
GMGK-P2R,0,1
L2PW-PQB,0,2
L2PW-PQB,3,2
L2PW-PQB,3,3
L2PW-PQB,11,1
GMH7-4DH,0,1
GMH7-4DH,1,2
LRTL-6FG,4,1
LTTC-W14,3,2
LTTC-W14,11,1
GS6T-VJF,0,1
GS6T-VJF,0,2
GS6T-VJF,3,2
GS6T-VJF,10,1
LRS9-QXK,1,1
LRS9-QXK,3,1
LRS9-QXK,3,2
LB46-HGS,1,5
GS6T-ZF3,0,1
LYZ5-38Q,5,1
LDNQ-MY5,0,2
LDNQ-MY5,4,1
GM7K-TKX,9,1
GS6T-L2W,0,1
GS6X-Q2S,4,1
GS6X-Q2S,6,1
GS6X-Q2S,6,2
GS6X-Q2S,6,4
GS6X-Q2S,7,1
LY8J-MKS,5,1
K884-5D7,11,1
G9TN-3PC,15,1
LBGS-S1M,6,1
GS6X-MBC,6,1
GS6X-MBC,8,2
LF67-MHG,1,1
LF67-MHG,1,2
LF67-MHG,3,1
LF67-MHG,3,2
LF67-MHG,9,1
9KB2-LGJ,1,1
9KB2-LGJ,2,1
GS62-VDV,11,1
LVPT-GJN,1,1
LVPT-GJN,3,6
LH1Y-QJX,7,1
GS6K-TPZ,0,1
GS6K-TPZ,11,1
GS66-RFL,3,2
GS66-RFL,11,1
LB5D-6CH,5,1
LB5D-6CH,6,2
KC6B-PV2,0,1
KC6B-PV2,0,2
KC6B-PV2,11,1
GS66-8C4,1,1
GS6T-G59,1,4
G9FW-D1N,3,1
GS6L-8ZC,0,2
GS6L-8ZC,3,1
GS6L-8ZC,5,1
GS6L-8ZC,5,2
GSWZ-KGK,0,2
GS6G-WGV,11,1
L8QX-BW8,0,2
L8QX-BW8,11,1
GS6K-RJ5,17,1
L1GS-KHB,6,1
L1GS-KHB,7,1
L1GS-KHB,10,1
LRTS-Y3T,1,1
LRTS-Y3T,6,3
LRTG-WL2,1,6
LRTG-WL2,3,4
GS6D-L2K,2,1
GS6T-VTP,0,1
GS6T-VTP,0,2
M46X-PLB,13,4
9JCS-B23,1,2
GSC6-K9D,3,6
GSC6-K9D,5,1
LRZC-VBX,3,3
GS6K-NZH,6,1
GS6D-TTN,0,2
GS6D-TTN,3,3
G9B3-RNF,5,2
GS6T-74V,2,1
LR1C-16T,1,2
GS6K-6X7,4,1
MR5Y-PCT,8,1
GMXX-DP4,3,2
GMXX-DP4,16,1
GS62-CNL,4,1
GS6R-P8X,15,1
L178-8WR,0,2
GS66-7LM,14,1
GS66-7LM,17,1
GS66-2WG,0,1
GS66-2WG,0,2
GS66-2WG,1,1
GS66-2WG,1,6
GS62-ZVC,4,1
GS6R-B59,6,3
GS6R-B59,12,2
G98S-JN5,2,1
GS6V-T5K,1,5
GS6V-T5K,3,1
GS62-XSB,4,1
L1PK-XYJ,7,1
L1PK-XYJ,8,2
L1PK-XYJ,13,1
LRJR-TZH,5,1
LRJR-TZH,11,1
GS6T-2JR,0,1
GS6R-NQX,7,1
GS6T-WWC,4,1
GSS8-KYL,2,1
GSS8-KYL,10,1
GS6L-BM5,4,2
GS6L-BM5,6,1
G98D-SZP,13,3
GS6G-618,0,2
GS6G-618,5,1
LTQR-CNJ,0,1
LTQR-CNJ,1,5
LTQR-CNJ,3,3
GS6K-5RK,6,6
GS68-YZF,2,1
GS62-X9X,0,2
GS62-X9X,3,2
GSS6-Z52,3,1
GSS6-Z52,5,1
GSS6-Z52,6,2
LB7L-P64,0,1
LB7L-P64,1,1
LB7L-P64,1,2
LB7L-P64,1,3
LB7L-P64,4,1
LB7L-P64,7,1
LB7L-P64,9,1
LB7L-P64,10,1
L5BW-HHB,2,1
GS6K-TFC,0,1
GS6K-NDS,6,6
GS6K-NDS,6,7
GS6K-NDS,10,1
GS6R-DK6,10,1
GS6R-X6W,2,1
GS6R-X6W,3,4
GS6R-X6W,10,1
GS6K-85S,0,1
GS6K-85S,1,3
GS6K-85S,1,5
GM51-M9W,15,1
GS6T-VZC,1,1
LBH1-5JV,2,1
L69W-NBR,1,1
L7G1-B8F,0,1
L7G1-B8F,11,1
GS6V-VJN,2,1
LB6J-KVC,11,1
GS6L-C93,0,2
GS6L-C93,3,4
GS6L-9WF,6,1
GS6L-9WF,6,7
GS6X-ZN5,0,1
GS6X-ZN5,3,2
G9V9-76K,0,1
GS6D-3ND,4,1
GS6K-DN4,2,1
GS6K-DN4,3,4
GS66-B26,3,1
GS6K-QCC,4,1
GS6K-NRR,1,1
LV6B-S7B,0,1
GM2X-BW6,0,1
GM2X-BW6,3,5
GM2X-BW6,12,2
LJG4-CYF,18,1
LY9T-Y4P,0,2
LTVH-5GG,0,1
LTVH-5GG,11,1
9H5J-JPR,0,1
9H5J-JPR,10,1
9H5J-JPR,11,1
GSZX-W7P,1,1
GSZX-W7P,1,5
GSZX-W7P,3,2
GS6V-SVG,15,1
L2CH-MKP,0,1
G9P6-PDP,2,1
GS6L-L3P,4,1
LYMJ-8DX,0,1
LYMJ-8DX,1,1
GS6N-FF6,10,1
GM7B-M94,8,2
LKYJ-QBW,0,2
LBG1-4HP,0,2
GS6K-VS4,0,2
GS6K-VS4,3,1
GS6K-VS4,8,1
LHN4-BNX,7,1
LVCQ-TM7,2,1
LB63-LHJ,1,1
LB63-LHJ,1,2
LB9D-DQ7,8,1
GMXJ-9XN,16,1
GS6X-6X7,4,1
LRC6-MTQ,0,1
LCV1-S78,7,1
LD38-QK9,2,1
L6J3-LM5,5,1
K2KY-X3N,0,1
K2KY-X3N,1,3
LYM5-MGH,14,1
L6DT-GBS,7,1
G9LR-8F3,7,1
GS66-4CY,10,1
LYNS-MSN,0,2
LYNS-MSN,1,6
GS6L-22D,8,2
GS6L-22D,8,3
KLY4-CKW,15,1
GS6K-GYV,2,1
LJRQ-YGT,0,1
LBTV-Z5X,0,1
LVC1-CWK,4,1
9XTC-2WC,1,3
9XTC-2WC,6,7
9XTC-2WC,7,1
L8RD-91V,4,1
LJK2-ZMJ,3,1
KN34-91G,0,2
KN34-91G,1,4
LKD6-PF4,0,1
