PID,category code,subcategory code
GSXT-BQ5,0,2
GSXT-BQ5,10,1
LKG3-2TC,0,2
LKG3-2TC,3,2
LKG3-2TC,3,3
KCBG-H2J,2,1
LVGL-2PG,1,1
LVGL-2PG,2,1
GSFQ-3WJ,0,1
GSFQ-3WJ,6,6
GSFQ-3WJ,8,1
GSFQ-91R,6,3
LVCR-DSH,4,1
LVCR-DSH,6,1
LVCR-DSH,7,1
L1Y1-ZZF,4,1
L15B-7WZ,0,1
L15B-7WZ,8,3
GSXT-94S,0,1
GSXT-94S,3,5
LHKC-7CJ,6,6
GSXY-GQT,0,1
GSXY-GQT,3,1
GSXY-GQT,3,6
GSXY-GQT,8,3
LKRB-FDW,14,2
G9Y1-GNH,8,1
LKKF-H1Z,3,5
LKKF-H1Z,11,1
GSF3-3KG,0,1
GSXY-SYS,15,1
LBBQ-QQQ,0,1
LBBQ-QQQ,1,1
LBBQ-QQQ,6,2
LVQW-CGV,0,2
LVQW-CGV,3,2
LVQW-CGV,3,3
GSF3-2DQ,15,1
GSXY-12X,0,1
GSXY-12X,3,1
GSXY-387,10,1
GSXT-BFF,0,1
GS8J-ND3,5,1
GS8J-ND3,6,3
L29P-VD1,6,1
LHQP-CSV,3,4
LHQP-CSV,10,1
GSXB-7QG,5,1
L6MK-7HG,1,5
K2HW-SH3,0,1
K2HW-SH3,6,1
K2HW-SH3,10,1
LDKK-XHW,1,6
LZJ5-H8Q,0,2
LZJ5-H8Q,1,6
GSXT-B19,4,1
GSXT-B19,6,2
GSXT-B19,7,1
LRLF-CX3,0,2
LRLF-CX3,1,4
LRLF-CX3,3,4
GSXY-3CF,2,1
GSXY-3CF,5,1
LKXY-KK1,7,1
GSF7-4N3,3,2
GSF7-4N3,9,1
LCYQ-S6Z,10,1
LRWP-PTH,3,1
LRWP-PTH,9,1
G913-J57,2,1
LRFR-SSN,0,1
LRFR-SSN,1,3
L164-RGR,0,2
L164-RGR,6,1
L164-RGR,7,1
L2LY-MKJ,6,1
GSF7-3B1,0,2
LRC9-YS5,6,1
LT6X-2NR,14,2
G99L-T4Y,1,1
G99L-T4Y,9,1
GSFQ-MH3,0,1
GSFQ-MH3,1,6
GSFK-JLK,2,1
GSFN-RYP,0,1
GSFN-RYP,5,1
GSFN-RYP,14,1
GSFN-1RV,2,1
GSNN-Y2Q,6,2
GSNN-Y2Q,6,4
GSNN-Y2Q,10,1
GSNN-Y2Q,16,1
LTCS-DVB,11,1
GSN8-7QP,3,4
GSFZ-D6Z,3,2
GSND-RPK,0,1
L5YR-3K2,9,1
GSNZ-HD5,0,1
GSNZ-HD5,3,3
GSNZ-HD5,8,1
GSNZ-XCS,0,1
GSNZ-XCS,0,2
GSNZ-XCS,1,2
GSNZ-XCS,1,3
GSNZ-XCS,7,1
L5BV-GJZ,5,2
LYHC-63X,6,1
LYHC-63X,13,1
LR9G-9PT,1,5
LL44-9Z8,7,1
GSJW-MSC,6,4
G9HF-GCL,8,2
G9HF-GCL,9,1
GSNZ-JHD,0,1
LZRZ-43J,0,1
GSF8-J2H,16,1
GSFD-V9Z,2,1
GSF8-5WQ,0,1
GSF8-5WQ,0,2
GSF8-5WQ,1,6
GSF8-5WQ,3,5
GSFW-CWQ,2,1
GSFW-CWQ,11,1
GSNV-WKN,4,1
LBYS-RFK,3,2
LKGG-P2W,4,1
GSF6-H17,6,2
GSF6-H17,6,3
GSN8-68T,6,2
GSN8-68T,6,3
GSF8-XXJ,0,1
GSF8-XXJ,11,1
LBVQ-VBC,2,1
GSN8-MSP,4,1
GSF8-S5H,5,1
GSF8-S5H,17,1
GSFZ-BBD,4,1
GSFC-S5B,3,4
GSFC-S5B,3,6
GSFV-FZ4,6,1
GSFZ-XJF,2,1
GSND-SK2,0,2
GSND-SK2,3,2
GSND-SK2,3,3
LR17-NLP,4,1
LR17-NLP,7,1
GSFN-1TZ,2,1
GSF8-S9V,1,5
GSF8-S9V,2,1
LYQ1-K12,1,3
GSNJ-1MC,0,2
LRTT-TJX,0,1
LJR2-55J,3,6
LJR2-55J,5,1
G96R-L4N,7,1
L1Y8-TS2,1,1
GSFJ-LLY,0,2
GSFJ-LLY,6,2
GSFJ-LLY,16,1
GSNZ-B7L,16,1
GSNJ-92Y,0,1
GSNJ-92Y,6,1
GSF8-MMJ,0,1
GSF8-MMJ,1,1
L2ZJ-F2V,2,1
L2ZJ-F2V,3,1
L2ZJ-F2V,6,1
L2ZJ-F2V,6,7
L2ZJ-F2V,7,1
L2ZJ-F2V,10,1
G948-PWJ,5,1
G948-PWJ,11,1
LKQY-TFF,0,1
LKQY-TFF,0,2
LDYW-JBL,0,1
LRH6-3X5,0,1
LRH6-3X5,1,1
LDH2-BX1,0,1
LDH2-BX1,6,2
KWCR-7LT,8,1
GSFK-BNZ,0,1
GSFK-BNZ,6,7
GSFK-BNZ,7,1
GSNV-WYB,0,1
GSNV-WYB,13,2
L2HZ-P7B,5,1
L2HZ-P7B,17,1
KNYV-GQ4,0,1
KNYV-GQ4,6,2
L15D-17F,0,1
L15D-17F,2,1
L15D-17F,10,1
GM8T-NKP,0,2
GM8T-NKP,4,1
GSFD-HBG,0,1
GSFD-HBG,3,5
KZMB-X62,0,2
KZMB-X62,3,1
KZMB-X62,12,1
L1XW-T57,6,2
K2Y2-CXG,0,1
K2Y2-CXG,6,1
K2Y2-CXG,8,1
GSJ7-FG8,4,1
GSJ7-FG8,4,2
GSN8-YZP,4,1
GSND-ZSM,4,1
GSXV-MRT,0,2
GSXV-MRT,6,2
GSXV-MRT,6,3
LVZP-28T,0,1
LVZP-28T,5,1
GSF2-987,0,2
GSF2-987,3,1
GSF2-987,3,2
GSF2-987,6,3
L1QN-3DY,3,5
GSF8-NWV,7,1
LYXW-DSY,11,1
GSNZ-V3Y,3,1
GSF2-QXK,8,2
GSN8-HJK,11,1
GSF2-3XV,1,4
GSFC-WRV,1,6
L2Y6-RN1,3,1
MSF5-93Z,4,1
LT9F-HJ4,2,1
GSFV-NVM,7,1
GSF8-7RP,0,1
GSF8-7RP,13,1
LLWN-1FK,1,1
GSN8-8WK,0,1
GSN8-8WK,16,1
L22B-2TW,0,2
L22B-2TW,3,6
LV5N-8S8,0,1
LV5N-8S8,1,1
LBY5-PVW,1,6
LBY5-PVW,3,2
LVF7-2VS,0,1
LBC3-XL8,0,1
LBC3-XL8,1,1
LZN9-LK4,0,1
LZN9-LK4,11,1
LZYL-CKK,0,1
K8CP-7QL,0,2
K8CP-7QL,3,2
K8CP-7QL,11,1
GSFD-2PJ,1,2
GSF8-G31,5,1
L1FN-MJK,0,2
L1FN-MJK,3,4
L1FN-MJK,10,1
GSN8-RVP,0,1
GSN8-RVP,0,2
GSN8-RVP,3,1
GSN8-RVP,3,4
LYR9-CWD,0,1
LYR9-CWD,8,1
GSNC-6H8,0,2
GSNC-6H8,14,1
G9PX-2LW,6,1
G9PX-2LW,6,4
GSFN-51T,7,1
GSXL-8FL,2,1
K46V-KRW,6,2
K46V-KRW,10,1
GM3N-M61,0,1
L25S-D38,2,1
LHZ7-9Q4,15,1
GSFV-S3B,1,1
GSFV-S3B,1,5
GSFV-S3B,3,1
LKX4-B8H,0,1
LKX4-B8H,1,1
GSN6-7Z6,4,3
LBDC-Y21,1,5
LBDC-Y21,3,1
2SFK-SB2,0,2
L8TB-NMZ,1,1
L8TB-NMZ,1,5
GSFZ-LVJ,0,1
GSFZ-LVJ,5,1
GSFZ-LVJ,11,1
LYSQ-C79,2,1
GSFZ-BR7,4,1
LBYR-QKY,1,1
GSNZ-PHH,15,1
LBJV-J39,8,1
LVW3-DW3,2,1
GSN8-HQK,0,1
LLWH-P6G,0,2
LLWH-P6G,1,1
LLWH-P6G,1,3
LLWH-P6G,1,4
LLWH-P6G,11,1
GSF8-5K9,4,1
GSNC-NVV,0,1
GSNC-NVV,4,1
GS96-TL6,2,1
LY26-BXG,0,1
GSFJ-7X9,0,1
GSFJ-7X9,0,2
GSFJ-7X9,1,6
GSFX-C79,0,1
GSFX-C79,2,1
GSFX-C79,3,5
GSFX-C79,10,2
LYLW-QCB,3,4
G9XR-WW4,0,1
G9XR-WW4,7,1
LZ5Q-MSK,0,1
LZ5Q-MSK,4,1
97FK-BQ3,1,1
97FK-BQ3,1,3
LTLR-GZ7,6,1
LTLR-GZ7,13,2
L7N6-XM4,0,1
L7N6-XM4,1,5
L7N6-XM4,12,1
L7N6-XM4,12,2
LVYN-1LX,4,1
LVYN-1LX,7,1
L1BW-N6F,11,1
L1FQ-46V,5,1
GSFC-9DY,0,1
GSFC-9DY,1,1
GSFC-9DY,2,1
GSFC-9DY,6,6
GSFC-9DY,8,2
G9C1-XRC,1,3
G9C1-XRC,11,1
LTBK-HCC,0,1
LTBK-HCC,0,2
LTBK-HCC,3,1
LTBK-HCC,8,1
L1Y1-3Q5,0,1
L1Y1-3Q5,4,1
L1Y1-3Q5,6,1
L1Y1-3Q5,7,1
LDHN-D1J,1,6
GSNC-NM6,5,1
GM8T-TK8,15,1
GSNZ-BLM,16,1
GSF8-M41,0,1
GSF8-M41,0,2
GSF8-M41,3,1
GSNV-Y2M,2,1
LBT3-G2X,3,4
LBT3-G2X,17,1
LJ7F-42H,3,6
LJ7F-42H,4,1
LJ7F-42H,10,1
LVD7-NG2,6,1
LVD7-NG2,6,2
LVD7-NG2,8,2
GSFJ-64M,4,1
L1HY-M6V,0,1
L1HY-M6V,3,6
L1HY-M6V,11,1
GSN8-DMX,6,1
GSN8-DMX,13,1
LKN6-TMS,1,1
LKN6-TMS,1,6
GSF8-MD9,0,1
GSF8-MD9,3,5
GSF8-MD9,12,2
L5ZV-BV6,1,1
L5ZV-BV6,1,2
LDSM-4CW,1,1
LDSM-4CW,1,2
L5VQ-S4Z,11,1
GSND-QBV,3,1
GSND-QBV,12,2
L7N7-K67,10,1
GSF8-76T,4,1
LZD1-3L8,7,1
LYNR-J3J,0,1
LYNR-J3J,1,2
GSN8-VV5,6,1
L6QD-VL3,6,1
L6QD-VL3,6,5
L6QD-VL3,8,2
GSFP-NVB,0,1
GSNZ-8DX,15,1
GSN8-JYF,7,1
LRSF-746,0,2
LRSF-746,11,1
GSNR-419,0,1
GSNR-419,1,1
GSNR-419,1,3
GSNR-419,1,5
LJ29-PNN,0,2
GSNJ-HVH,0,1
GSNJ-HVH,5,1
KHVJ-R8G,0,1
KVGZ-1G8,2,1
LR45-67L,0,2
LR45-67L,11,1
GSN8-BTB,0,2
LHPH-CQS,1,5
LHPH-CQS,11,1
GSN8-8ZD,10,1
GSFZ-134,4,1
LR2Y-QQP,7,1
LR2Y-QQP,8,2
LQ52-S2J,6,1
GSN6-4R2,2,1
27JG-RJW,4,1
L83C-5Q8,1,1
L83C-5Q8,1,2
L2KG-P7H,0,1
LT3K-VZ3,3,3
LT3K-VZ3,12,2
LKLB-CST,0,1
LKLB-CST,3,1
LKLB-CST,3,2
94NN-D79,0,2
94NN-D79,1,1
L1PK-GHC,2,1
L22B-2R7,15,1
L6KL-V17,6,2
L6KL-V17,16,1
GSNZ-FT5,5,2
GSNZ-FT5,14,2
LT1J-3SM,0,1
GMR1-MG2,7,1
LRPS-VQH,6,5
LKSF-BFC,0,2
GSFZ-WFY,3,1
GSFZ-WFY,6,1
GSFZ-WFY,7,1
GSFZ-WFY,8,1
GSN6-4Y3,11,1
GSFZ-PCN,0,1
GSFZ-PCN,1,2
GSFZ-PCN,3,1
L1L2-PL5,0,1
L1L2-PL5,6,1
L1L2-PL5,10,1
GSNZ-J1B,0,1
GSFV-ZFS,0,1
GSFV-ZFS,7,1
GSJW-QJ9,4,1
GSHT-QZY,0,1
GSHT-QZY,6,1
GSFV-Y1M,0,1
LBDL-3BG,4,1
L298-NYF,4,1
GSF8-WJL,14,2
LY6M-8SG,0,1
LY6M-8SG,1,6
GMVD-N7F,2,1
GSJ7-CDL,0,2
G9PV-HY2,2,1
GSND-PZB,6,7
GSNC-JQX,2,1
LBJB-ZNK,1,6
GM4X-4P4,3,1
GSNZ-V6W,13,1
GSNZ-V6W,14,2
LXSY-CM6,10,1
L6ZP-LR2,7,1
LKR7-8ZR,3,1
GSFK-LKD,0,2
GSFK-LKD,3,3
GSFK-LKD,6,2
GSFK-LKD,9,1
GSFK-LKD,11,1
GSF8-98Q,3,2
GSF8-98Q,11,1
K4R4-33D,4,1
K4R4-33D,6,2
K4R4-33D,7,1
LXM5-MQM,0,2
LXM5-MQM,1,2
LKFX-K32,18,1
LRB9-VBB,0,1
LRB9-VBB,4,1
LRB9-VBB,10,1
GSND-HYV,8,3
GSF8-Q51,4,1
GSF8-Q51,6,1
GSF8-Q51,7,1
LDY7-9G6,0,1
L8RC-M2F,1,4
GSFN-1VS,0,2
GSFN-1VS,3,4
GSFN-1VS,11,1
GSN6-3ZR,6,1
GSN6-3ZR,13,1
L5VN-MDT,1,6
L5VN-MDT,3,1
LBLW-R81,0,2
LBLW-R81,3,4
GSNJ-F7D,1,6
GSJ7-7XT,10,1
GSFJ-3XR,4,2
GSFJ-3XR,6,4
GSFJ-3XR,7,1
GSFZ-X86,2,1
GSN6-M2N,1,5
LH7R-HWT,12,2
GSN6-MK9,8,1
GSNZ-8WP,15,1
LVH1-NGH,7,1
L1YZ-6B4,3,1
L7LJ-JJG,7,1
LTLX-QBW,3,4
GSFZ-4GB,7,1
KFTB-4SM,1,1
MY37-KFJ,7,1
GSF8-ST3,2,1
M469-CV2,3,4
M469-CV2,16,1
GSND-9JB,6,1
GSND-9JB,10,1
L5G5-5L4,3,3
L5G5-5L4,6,2
GSF8-3K3,6,2
9WLD-1PP,1,1
9WLD-1PP,1,3
9WLD-1PP,1,6
LK4Q-8FJ,2,1
GSNF-HN8,2,1
K8FD-7Z3,0,1
K8FD-7Z3,6,1
K8FD-7Z3,6,7
9KFN-3DQ,10,2
LR84-H45,0,1
LR84-H45,0,2
LR84-H45,3,2
LR84-H45,3,3
L5ZY-B5P,1,4
L5ZY-B5P,10,1
LCCF-W6S,6,1
GSFV-SN6,3,1
GSFV-SN6,3,2
GSF8-3RW,4,1
GSF8-3RW,4,2
GSNJ-MC9,2,1
GSN8-W9M,1,1
GSN8-W9M,2,1
GSN8-W9M,12,2
GSNV-WR2,8,2
LK9G-XJ3,0,1
LK9G-XJ3,3,3
G99B-33M,8,1
GSFV-1JC,3,1
GSFV-1JC,3,2
LY8S-ZQK,0,1
GSF6-31L,2,1
GSF6-31L,3,4
L566-W4Y,0,1
L566-W4Y,3,6
L566-W4Y,7,1
L566-W4Y,13,1
GSNZ-4RG,5,1
GSN8-Z5K,4,1
GSF8-3ZC,0,1
L5Z9-97W,15,1
GSND-R6V,6,5
GSND-R6V,10,1
GSFD-B1C,0,1
GSFD-B1C,1,2
GSFV-K9J,0,1
GSFV-K9J,0,2
GSFV-K9J,1,1
GSFV-K9J,1,2
GMV5-D9C,4,1
GSF2-9HL,0,1
LTNR-RWB,1,3
LTNR-RWB,1,5
GSNJ-WK9,4,1
LLCH-WX1,1,6
GSFV-XD4,3,4
LD39-L7G,0,1
LD39-L7G,17,1
LK4J-2ZV,2,1
LBQV-SDJ,6,1
LBQV-SDJ,10,1
KC83-P5F,5,1
KC83-P5F,6,4
GSNJ-L3M,0,2
GSNJ-L3M,12,2
L5GK-JMC,2,1
L5GK-JMC,6,1
L5GK-JMC,7,1
GSFZ-1JJ,4,1
GSZ6-WRK,3,4
GSZ6-WRK,5,1
L2BK-7ZD,0,1
L2BK-7ZD,1,1
LDBN-JWF,0,2
LDBN-JWF,3,4
LDBN-JWF,11,1
26RN-LC2,14,2
GSN8-RYK,0,1
GSN8-RYK,6,1
GSN8-RYK,13,2
GSF8-NQ2,7,1
GSNC-J9W,3,1
GSFZ-1WP,2,1
GSFV-YN4,0,2
L73C-FXX,0,1
LTLH-345,1,1
LK2Y-LDL,11,1
GMX8-87M,2,1
GSFV-DN3,0,1
GSFV-DN3,3,2
GSFV-DN3,3,3
GSFV-DN3,3,4
GSFV-DN3,11,1
GSFD-8C4,4,3
L5JS-YQF,0,1
L5JS-YQF,11,1
L2TB-BJB,1,3
L2TB-BJB,11,1
LB2F-H4T,2,1
GS8L-FB2,0,1
GS8L-FB2,6,2
GS8L-FB2,10,1
GSND-2W5,0,1
GSND-2W5,11,1
GSNZ-235,0,1
GSNZ-235,11,1
LYJ3-N31,6,1
LYJ3-N31,6,7
LYJ3-N31,7,1
L4ST-HMR,6,1
GSN8-NJ2,4,1
LL4G-JYK,0,1
LL4G-JYK,1,1
LL4G-JYK,2,1
G9VS-9CL,3,5
G9VS-9CL,6,1
G9VS-9CL,6,4
GMYX-YG4,3,2
GMYX-YG4,3,3
GSF8-9YW,0,2
GSF8-9YW,2,1
GSF8-9YW,3,1
LKRW-5V8,0,1
LKRW-5V8,3,4
GSNJ-DF2,0,1
GSNJ-DF2,1,3
GSNZ-XLV,6,2
GSNZ-XLV,6,3
GSNN-TXV,6,8
GM3S-D9X,1,1
GM3S-D9X,1,5
GM3S-D9X,14,1
KGCT-KCT,2,1
GSNZ-845,11,1
GSFD-K39,0,1
GSNZ-KPZ,0,1
GSNZ-KPZ,1,3
GSNZ-KPZ,3,1
GSNZ-KPZ,3,2
LVY3-DM1,17,1
LHFV-1YT,0,1
GSFV-4RD,9,1
GSF8-3M3,5,1
GSF8-3M3,16,1
GSF8-3M3,17,1
9M7Y-49C,2,1
LKMS-Y5Q,6,4
LKMS-Y5Q,8,2
GSNC-244,15,1
LB5N-7C4,0,1
LB5N-7C4,4,1
LKV2-QH5,1,1
LKV2-QH5,1,4
LKV2-QH5,1,5
LKV2-QH5,2,1
LY95-X7C,2,1
GSNJ-THX,0,1
GSNJ-THX,0,2
GSNJ-THX,3,2
L51H-C53,14,2
9QJZ-3MQ,7,1
9QJZ-3MQ,8,2
GSF6-8M3,0,2
LLHH-BQH,9,1
GSF8-3P3,0,2
GSF8-LGQ,0,2
GSF8-LGQ,5,1
GSF8-LGQ,6,2
9KFZ-Q1W,2,1
L41J-RSM,8,1
L41J-RSM,10,1
LTMT-FL9,4,1
KG8R-K82,0,1
KG8R-K82,1,1
KG8R-K82,2,1
GMPD-L77,0,1
GMPD-L77,6,1
LBCD-MV2,2,1
L51H-4B4,16,1
LH7D-P8H,0,2
LH7D-P8H,1,5
LH7D-P8H,9,1
LHD8-RH2,0,1
LHD8-RH2,17,1
LYZM-VNM,1,4
GSFW-FHP,0,1
GSFW-FHP,11,1
L5V9-QRR,3,1
LR1N-H5Z,1,3
LR1N-H5Z,3,1
GSFK-9TK,15,1
GSJ7-1KC,2,1
GSFZ-P5B,1,4
9J7P-BQM,0,1
L5YV-87T,2,1
GSN8-CV1,0,2
GSN8-CV1,3,2
GSN8-CV1,11,1
LRY2-FJC,6,6
LRY2-FJC,12,2
GSN8-VYY,0,1
GSN8-VYY,2,1
K245-8WW,1,1
GSF8-8TT,3,1
GSNJ-7MT,2,1
LRBV-91L,2,1
LR37-LLM,5,1
LR37-LLM,6,3
LR37-LLM,6,6
GSNC-KQT,6,1
GSNC-KQT,7,1
GSF8-MFV,1,5
GSN5-GPH,0,1
GSN5-GPH,6,2
GSN5-GPH,8,2
LBRN-W7L,0,1
LBRN-W7L,1,1
LBRN-W7L,1,2
GSND-DSJ,0,2
GSND-DSJ,11,1
GSFZ-2FC,4,1
GSFZ-K63,1,1
GSFK-RY5,2,1
L2H2-9GS,1,3
L2H2-9GS,1,6
L2H2-9GS,3,5
LB31-R76,0,1
GSNZ-81R,12,2
9M37-3JR,17,1
KWD6-7SV,11,1
KZMT-BYN,0,1
KZMT-BYN,0,2
KZMT-BYN,3,2
GMF1-2FZ,5,1
GSNJ-LM8,0,1
GSNJ-LM8,0,2
GSNZ-L73,0,1
GSNZ-L73,3,3
LVZ2-9BY,0,1
LVZ2-9BY,7,1
LVZ2-9BY,13,2
LVZ2-9BY,15,1
GSJ7-CZ2,1,1
LDT6-P3T,8,1
LVSZ-Q1W,7,1
L6BF-6J7,6,1
9KD8-HFF,0,1
9KD8-HFF,0,2
9KD8-HFF,11,1
LL74-5CK,0,2
LL74-5CK,1,6
LL74-5CK,2,1
GSFJ-4H8,0,1
GSND-G2Z,0,2
GSND-G2Z,3,2
GSNZ-156,4,1
L6PJ-NNL,0,1
L6PJ-NNL,0,2
L6PJ-NNL,3,2
L6PJ-NNL,3,3
GSNC-56T,0,1
LYYJ-HBZ,0,1
LYYJ-HBZ,1,4
LYYJ-HBZ,10,1
GSF8-QL8,13,1
L2F1-DYV,7,1
GSNZ-XRD,0,1
GSNZ-XRD,4,1
LK9Y-MK9,7,1
GSFD-MMP,0,1
GSNN-RBS,2,1
GSDR-SL7,3,1
LBR5-91C,7,1
LBR5-91C,13,1
LTPW-21Y,6,1
GS67-YY3,0,1
GS67-YY3,7,1
GMSL-999,7,1
GSF8-C8P,2,1
LTVS-MH6,1,2
LTVS-MH6,1,4
GMLF-XNN,11,1
K8T7-ZSK,15,1
LRBF-1D9,6,8
LRBF-1D9,7,1
LH7Y-LRT,0,1
LH7Y-LRT,3,5
LH7Y-LRT,4,1
GSF8-SFQ,7,1
GSF8-V1G,3,1
GSF8-V1G,8,1
GSF8-V1G,8,2
GSF8-V1G,8,3
GSN8-WQG,0,1
GSN8-WQG,1,2
GSN8-WQG,2,1
GSNF-HZG,0,2
GSNF-HZG,3,6
GSNF-HZG,4,1
GSNZ-BP7,13,1
GSF8-MSD,1,6
GMVF-FYD,1,3
GMVF-FYD,11,1
GSF6-D2K,2,1
L1MK-PDJ,0,1
L1MK-PDJ,0,2
GSFZ-R95,0,2
GSFZ-R95,1,1
GSFZ-R95,1,2
GSFZ-R95,3,2
GSF8-WTV,3,1
GSF8-WTV,12,2
GSN8-D33,2,1
GSF8-9WK,6,1
GSF8-9WK,7,1
GSF8-3JH,0,2
GSF8-3JH,1,6
LRRJ-9B8,4,1
LR52-7LG,0,1
LR52-7LG,0,2
LR52-7LG,3,6
LR52-7LG,6,1
LR52-7LG,6,2
LR52-7LG,6,6
LR52-7LG,7,1
LR52-7LG,10,1
GSFD-949,0,1
GSFD-949,3,3
GSFD-949,3,6
GSFD-949,6,2
GSNZ-J41,1,1
GSNZ-J41,3,2
GSNZ-J41,3,3
L19L-7KB,0,1
L19L-7KB,1,2
LB86-ZZZ,1,6
L2YM-N91,1,1
GSN8-3W4,0,1
GSN8-3W4,1,1
LWY2-SZF,1,4
GSSJ-FMP,6,4
GSSJ-FMP,6,7
GSSJ-FMP,7,1
GSSJ-FMP,8,3
GSSJ-FMP,13,4
G93W-NWX,4,1
GSFW-RKN,4,1
GSFW-RKN,4,2
GSFW-RKN,6,1
GSFW-RKN,6,2
GSFW-RKN,7,1
GSF8-Z7F,11,1
GSFW-Z8R,0,1
GSFZ-LK4,6,2
GSFZ-LK4,11,1
GSND-HBV,0,2
GSND-HBV,1,6
GSFV-CZP,2,1
GSFV-CZP,9,1
LT4S-R4D,0,2
LT4S-R4D,3,2
MH5V-1CW,2,1
GSF6-6ZF,1,1
GSF6-6ZF,3,4
GSF8-SQ2,0,1
GSF8-SQ2,3,1
GSF8-SQ2,11,1
GSFD-J7M,3,1
GSF8-QWW,1,1
GSF8-QWW,1,2
GSND-739,3,2
GSFD-XY1,6,7
GSFD-XY1,7,1
GSFD-XY1,15,1
GSFD-Q6C,0,1
LV7S-9QZ,2,1
LYDJ-27L,1,1
LYDJ-27L,1,6
K4NM-YNJ,8,2
K4NM-YNJ,8,3
L67Q-Q37,0,1
L67Q-Q37,3,2
GSNC-YLR,0,1
GSNC-YLR,0,2
GSNV-7K1,2,1
GSF8-MBN,0,2
GSF8-MBN,3,4
L1TL-GYZ,5,2
98PW-4ML,1,6
98PW-4ML,2,1
GSN5-B7V,1,1
GSN5-B7V,10,1
GSXL-DGM,11,1
L6HJ-1DZ,3,1
L6HJ-1DZ,12,2
GSF8-2QP,0,1
GSF8-2QP,1,2
GSFK-Z11,6,1
GSFK-Z11,6,2
GSFK-Z11,6,4
GSFK-Z11,10,1
LKTM-52W,0,1
LKTM-52W,14,1
GSFK-D2M,4,1
K817-M4N,0,1
K817-M4N,6,3
LVGB-6KX,2,1
L5BN-2GB,16,1
GSF8-WG2,0,2
GSF8-WG2,13,3
GSFZ-JVJ,3,1
GSFZ-JVJ,3,2
G9W6-9F6,2,1
GM6N-TWY,2,1
LYHY-Z5J,0,1
LYHY-Z5J,6,2
GSND-KLK,3,3
GSF8-35L,0,1
LBGF-CJV,0,1
LBGF-CJV,6,2
LZJM-8BC,6,2
G9VC-8CD,5,1
LTVF-HXS,0,1
GSNZ-8WG,3,2
GSFV-B3S,0,1
GSFV-B3S,3,4
L1QN-M2T,0,1
L1QN-M2T,1,1
L1QN-M2T,1,2
L1QN-M2T,3,2
L1QN-M2T,3,4
GSFD-PVY,4,1
GSNC-P6L,5,1
GSFV-NGM,4,2
GSFV-NGM,6,2
GSN8-PX3,16,1
94S1-TJ5,2,1
LLC3-9GJ,0,2
LLC3-9GJ,3,2
LYBT-N5Z,4,1
LYBT-N5Z,6,1
LYBT-N5Z,7,1
LTRW-ZJP,1,3
GMTS-67M,16,1
GSFZ-4RW,2,1
GSFV-YMT,12,2
GSFD-M5G,0,1
GSFD-M5G,1,3
GSFD-M5G,4,1
GSFD-M5G,11,1
GSNV-VY4,5,1
GSNV-VY4,11,1
G96Q-WB6,6,1
G96Q-WB6,6,2
GSN5-1P7,6,2
GSN5-1P7,6,6
GSF8-86N,0,1
GSF8-86N,2,1
GSF8-86N,3,4
G9L2-83H,1,3
G9L2-83H,11,1
LN85-26R,0,2
LN85-26R,11,1
GSFZ-D2B,4,1
GSFZ-D2B,4,2
GSFZ-D2B,16,1
GMTG-HXB,1,6
GSN8-4Z1,0,2
GSN8-4Z1,11,1
GSND-NPC,0,1
GSND-NPC,3,2
GSND-NPC,3,3
GSNZ-PVM,3,3
LR2M-LL9,0,2
LR2M-LL9,1,4
GSFZ-1D9,0,1
GSFZ-1D9,3,2
GSN8-G55,2,1
GSF8-9YY,3,6
GSF8-9YY,4,1
LYB9-H22,1,4
LYB9-H22,11,1
LKM6-7YK,9,1
LTNH-C8T,4,2
LTNH-C8T,6,1
LTG7-66D,6,1
GSFD-7KJ,2,1
GSFD-7KJ,3,4
GSF2-HZ1,4,1
GSNZ-65L,2,1
GSJ7-8D2,5,1
GSJ7-8D2,10,1
LD56-QYF,1,2
GSFN-P5W,2,1
GSFC-MP6,0,2
GSFC-MP6,3,1
LYC3-WQ3,3,1
LYC3-WQ3,7,1
LTL6-4ZH,2,1
GSF8-S1D,2,1
GSN6-91X,2,1
LR23-K31,7,1
GSN8-6QW,0,2
GSN8-6QW,3,1
GSN8-6QW,6,1
GSF7-YW4,6,1
GSF7-YW4,6,2
GSF7-YW4,6,6
GSF7-YW4,10,1
GSNC-R2Q,1,2
GSNC-R2Q,2,1
MT4D-9QV,9,1
GSFZ-PCP,1,1
GSFZ-PCP,5,2
GSFW-V93,0,2
L44G-PKQ,4,1
L44G-PKQ,6,1
L44G-PKQ,7,1
K2W5-PZ7,1,6
L1LV-T6N,6,1
GMC1-G83,2,1
GMNN-WCW,0,1
LRJ6-84Y,0,1
LRJ6-84Y,7,1
LVD6-19D,0,1
LVD6-19D,1,1
LVD6-19D,3,4
GSNN-12Y,0,2
GSNN-12Y,11,1
GSFJ-25Y,3,1
GSFJ-25Y,14,1
LKH9-2MN,1,1
LD23-Z5C,7,1
L2Y2-X4Q,7,1
L3FW-DYW,0,1
L3FW-DYW,7,1
L3FW-DYW,13,2
LCY3-PJP,7,1
L2XN-VSF,3,1
L2XN-VSF,6,2
GS7M-GHB,8,1
GS7M-GHB,8,2
L5YD-5J3,11,1
LYJ4-DSK,4,1
LYJ4-DSK,6,1
LYJ4-DSK,6,2
GSND-J7D,3,6
GSNZ-PZ8,2,1
