PID,code,social,honorary_or_political,obs15,professional,professional,gent_club,country_club,frat_order,hereditary,undergrad_club
GSN8-VYY,69,0,1,1.0,0,0,0,0,0,0,1
GSN8-VYY,188,1,0,1.0,0,0,0,0,0,0,0
GSN8-VYY,241,1,0,1.0,0,0,1,0,0,0,0
GSN8-VYY,305,1,0,1.0,0,0,1,0,0,0,0
GSN8-VYY,332,1,0,1.0,0,0,0,0,0,0,1
GSNJ-7MT,32,1,0,1.0,0,0,0,1,0,0,0
GSNJ-7MT,142,1,0,1.0,0,0,0,0,1,0,0
LRBV-91L,32,1,0,1.0,0,0,0,1,0,0,0
LRBV-91L,43,1,0,1.0,0,0,0,0,0,0,0
LRBV-91L,78,1,0,1.0,0,0,1,0,0,0,0
LRBV-91L,87,1,0,1.0,0,0,0,0,0,0,0
LRBV-91L,169,1,0,1.0,0,0,0,1,0,0,0
GSNC-KQT,65,0,0,1.0,1,0,0,0,0,0,0
GSNC-KQT,70,0,1,1.0,0,0,0,0,0,0,0
GSNC-KQT,73,1,0,1.0,0,0,0,0,1,0,0
GSNC-KQT,186,0,0,1.0,1,0,0,0,0,0,0
GSN5-GPH,173,1,0,1.0,0,0,1,0,0,0,0
GSN5-GPH,190,0,0,1.0,1,0,0,0,0,0,0
GSN5-GPH,193,0,0,1.0,1,0,0,0,0,0,0
GSN5-GPH,225,0,0,1.0,0,0,0,0,0,0,0
LBRN-W7L,59,1,0,1.0,0,0,0,0,1,0,0
LBRN-W7L,155,0,0,1.0,1,0,0,0,0,0,0
GSND-DSJ,42,1,0,1.0,0,0,0,0,0,0,0
GSND-DSJ,87,1,0,1.0,0,0,0,0,0,0,0
GSND-DSJ,200,0,0,1.0,1,0,0,0,0,0,0
GSFZ-2FC,175,0,0,1.0,1,0,0,0,0,0,0
GSFK-RY5,46,1,0,1.0,0,0,0,0,0,0,0
GSFK-RY5,85,1,0,1.0,0,0,0,1,0,0,0
GSFK-RY5,87,1,0,1.0,0,0,0,0,0,0,0
GSFK-RY5,99,0,0,1.0,1,0,0,0,0,0,0
GSFK-RY5,112,0,0,1.0,1,0,0,0,0,0,0
GSFK-RY5,168,0,0,1.0,1,0,0,0,0,0,0
GSFK-RY5,190,0,0,1.0,1,0,0,0,0,0,0
GSFK-RY5,193,0,0,1.0,1,0,0,0,0,0,0
L2H2-9GS,32,1,0,1.0,0,0,0,1,0,0,0
L2H2-9GS,69,0,1,1.0,0,0,0,0,0,0,1
L2H2-9GS,166,1,0,1.0,0,0,0,1,0,0,0
L2H2-9GS,177,1,0,1.0,0,0,0,0,0,0,0
L2H2-9GS,196,0,0,1.0,1,0,0,0,0,0,0
9M37-3JR,32,1,0,1.0,0,0,0,1,0,0,0
9M37-3JR,132,0,0,1.0,0,0,0,0,0,0,0
GSNJ-LM8,32,1,0,1.0,0,0,0,1,0,0,0
GSNJ-LM8,46,1,0,1.0,0,0,0,0,0,0,0
GSNJ-LM8,87,1,0,1.0,0,0,0,0,0,0,0
GSNZ-L73,199,0,0,1.0,1,0,0,0,0,0,0
LVZ2-9BY,177,1,0,1.0,0,0,0,0,0,0,0
LVZ2-9BY,188,1,0,1.0,0,0,0,0,0,0,0
LVZ2-9BY,192,0,0,1.0,1,0,0,0,0,0,0
GSJ7-CZ2,69,0,1,1.0,0,0,0,0,0,0,1
LVSZ-Q1W,32,1,0,1.0,0,0,0,1,0,0,0
LVSZ-Q1W,41,1,0,1.0,0,0,0,0,0,0,0
LVSZ-Q1W,87,1,0,1.0,0,0,0,0,0,0,0
9KD8-HFF,85,1,0,1.0,0,0,0,1,0,0,0
LL74-5CK,168,0,0,1.0,1,0,0,0,0,0,0
LL74-5CK,169,1,0,1.0,0,0,0,1,0,0,0
GSFJ-4H8,46,1,0,1.0,0,0,0,0,0,0,0
GSFJ-4H8,87,1,0,1.0,0,0,0,0,0,0,0
GSND-G2Z,32,1,0,1.0,0,0,0,1,0,0,0
GSND-G2Z,42,1,0,1.0,0,0,0,0,0,0,0
GSND-G2Z,87,1,0,1.0,0,0,0,0,0,0,0
GSND-G2Z,132,0,0,1.0,0,0,0,0,0,0,0
GSND-G2Z,169,1,0,1.0,0,0,0,1,0,0,0
GSND-G2Z,177,1,0,1.0,0,0,0,0,0,0,0
GSND-G2Z,212,0,0,1.0,0,0,0,0,0,0,0
GSNZ-156,9,0,0,1.0,1,0,0,0,0,0,0
GSNZ-156,19,0,0,1.0,1,0,0,0,0,0,0
GSNZ-156,61,0,0,1.0,1,0,0,0,0,0,0
GSNZ-156,175,0,0,1.0,1,0,0,0,0,0,0
GSNZ-156,225,0,0,1.0,0,0,0,0,0,0,0
L6PJ-NNL,7,0,1,1.0,1,0,0,0,0,0,0
L6PJ-NNL,75,1,0,1.0,0,0,0,0,0,1,0
L6PJ-NNL,208,1,1,1.0,0,0,0,0,0,0,0
L6PJ-NNL,216,1,0,1.0,0,0,0,0,0,1,0
GSNC-56T,41,1,0,1.0,0,0,0,0,0,0,0
GSNC-56T,87,1,0,1.0,0,0,0,0,0,0,0
L2F1-DYV,177,1,0,1.0,0,0,0,0,0,0,0
L2F1-DYV,186,0,0,1.0,1,0,0,0,0,0,0
GSNZ-XRD,175,0,0,1.0,1,0,0,0,0,0,0
GSFD-MMP,46,1,0,1.0,0,0,0,0,0,0,0
GSFD-MMP,87,1,0,1.0,0,0,0,0,0,0,0
GSNN-RBS,46,1,0,1.0,0,0,0,0,0,0,0
GSNN-RBS,85,1,0,1.0,0,0,0,1,0,0,0
GSNN-RBS,87,1,0,1.0,0,0,0,0,0,0,0
GSNN-RBS,168,0,0,1.0,1,0,0,0,0,0,0
GSNN-RBS,169,1,0,1.0,0,0,0,1,0,0,0
GSNN-RBS,212,0,0,1.0,0,0,0,0,0,0,0
GSNN-RBS,274,1,0,1.0,0,0,1,0,0,0,0
GSNN-RBS,332,1,0,1.0,0,0,0,0,0,0,1
GSNN-RBS,338,1,0,1.0,0,0,0,0,0,0,1
GSDR-SL7,41,1,0,1.0,0,0,0,0,0,0,0
GSDR-SL7,73,1,0,1.0,0,0,0,0,1,0,0
GSDR-SL7,87,1,0,1.0,0,0,0,0,0,0,0
GSDR-SL7,147,1,0,1.0,0,0,0,1,0,0,0
LBR5-91C,65,0,0,1.0,1,0,0,0,0,0,0
LBR5-91C,186,0,0,1.0,1,0,0,0,0,0,0
LBR5-91C,188,1,0,1.0,0,0,0,0,0,0,0
LTPW-21Y,66,0,0,1.0,1,0,0,0,0,0,0
LTPW-21Y,74,0,1,1.0,0,0,0,0,0,0,0
LTPW-21Y,78,1,0,1.0,0,0,1,0,0,0,0
LTPW-21Y,107,0,0,1.0,1,0,0,0,0,0,0
LTPW-21Y,128,1,0,1.0,0,0,0,1,0,0,0
LTPW-21Y,175,0,0,1.0,1,0,0,0,0,0,0
LTPW-21Y,190,0,0,1.0,1,0,0,0,0,0,0
GS67-YY3,41,1,0,1.0,0,0,0,0,0,0,0
GS67-YY3,54,1,0,1.0,0,0,0,0,0,0,1
GS67-YY3,82,1,0,1.0,0,0,0,0,0,0,0
GS67-YY3,85,1,0,1.0,0,0,0,1,0,0,0
GS67-YY3,87,1,0,1.0,0,0,0,0,0,0,0
GS67-YY3,187,0,0,1.0,0,0,0,0,0,0,0
GS67-YY3,343,1,0,1.0,0,0,0,0,0,0,1
GMSL-999,57,1,0,1.0,0,0,0,0,1,0,0
GMSL-999,186,0,0,1.0,1,0,0,0,0,0,0
GMSL-999,194,0,0,1.0,1,0,0,0,0,0,0
GSF8-C8P,42,1,0,1.0,0,0,0,0,0,0,0
GSF8-C8P,87,1,0,1.0,0,0,0,0,0,0,0
LTVS-MH6,187,0,0,1.0,0,0,0,0,0,0,0
LTVS-MH6,194,0,0,1.0,1,0,0,0,0,0,0
LTVS-MH6,196,0,0,1.0,1,0,0,0,0,0,0
LTVS-MH6,199,0,0,1.0,1,0,0,0,0,0,0
K8T7-ZSK,3,0,0,1.0,1,0,0,0,0,0,0
K8T7-ZSK,170,1,0,1.0,0,0,0,0,0,0,0
K8T7-ZSK,177,1,0,1.0,0,0,0,0,0,0,0
K8T7-ZSK,191,0,0,1.0,1,0,0,0,0,0,0
K8T7-ZSK,203,0,0,1.0,1,0,0,0,0,0,0
LH7Y-LRT,9,0,0,1.0,1,0,0,0,0,0,0
LH7Y-LRT,59,1,0,1.0,0,0,0,0,1,0,0
LH7Y-LRT,105,0,0,1.0,1,0,0,0,0,0,0
LH7Y-LRT,142,1,0,1.0,0,0,0,0,1,0,0
LH7Y-LRT,170,1,0,1.0,0,0,0,0,0,0,0
LH7Y-LRT,175,0,0,1.0,1,0,0,0,0,0,0
LH7Y-LRT,177,1,0,1.0,0,0,0,0,0,0,0
LH7Y-LRT,275,1,0,1.0,0,0,0,0,0,0,0
GSF8-V1G,41,1,0,1.0,0,0,0,0,0,0,0
GSF8-V1G,85,1,0,1.0,0,0,0,1,0,0,0
GSF8-V1G,87,1,0,1.0,0,0,0,0,0,0,0
GSN8-WQG,5,0,0,1.0,1,0,0,0,0,0,0
GSN8-WQG,32,1,0,1.0,0,0,0,1,0,0,0
GSN8-WQG,59,1,0,1.0,0,0,0,0,1,0,0
GSN8-WQG,168,0,0,1.0,1,0,0,0,0,0,0
GSN8-WQG,193,0,0,1.0,1,0,0,0,0,0,0
GSN8-WQG,317,1,0,1.0,0,0,1,0,0,0,0
GSNF-HZG,59,1,0,1.0,0,0,0,0,1,0,0
GSNF-HZG,61,0,0,1.0,1,0,0,0,0,0,0
GSNF-HZG,82,1,0,1.0,0,0,0,0,0,0,0
GSNF-HZG,87,1,0,1.0,0,0,0,0,0,0,0
GSNF-HZG,105,0,0,1.0,1,0,0,0,0,0,0
GSNF-HZG,175,0,0,1.0,1,0,0,0,0,0,0
GSNF-HZG,177,1,0,1.0,0,0,0,0,0,0,0
GSNZ-BP7,188,1,0,1.0,0,0,0,0,0,0,0
GMVF-FYD,32,1,0,1.0,0,0,0,1,0,0,0
GMVF-FYD,79,1,0,1.0,0,0,0,1,0,0,0
GMVF-FYD,248,0,0,1.0,1,0,0,0,0,0,0
GMVF-FYD,249,1,0,1.0,0,0,1,0,0,0,0
GSF6-D2K,46,1,0,1.0,0,0,0,0,0,0,0
GSF6-D2K,87,1,0,1.0,0,0,0,0,0,0,0
GSF6-D2K,153,0,0,1.0,1,0,0,0,0,0,0
GSF6-D2K,168,0,0,1.0,1,0,0,0,0,0,0
GSF6-D2K,189,0,0,1.0,0,1,0,0,0,0,0
GSFZ-R95,41,1,0,1.0,0,0,0,0,0,0,0
GSFZ-R95,81,1,0,1.0,0,0,1,0,0,0,0
GSFZ-R95,87,1,0,1.0,0,0,0,0,0,0,0
GSFZ-R95,124,1,0,1.0,0,0,0,1,0,0,0
GSFZ-R95,125,1,0,1.0,0,0,0,1,0,0,0
GSFZ-R95,169,1,0,1.0,0,0,0,1,0,0,0
GSFZ-R95,170,1,0,1.0,0,0,0,0,0,0,0
GSFZ-R95,189,0,0,1.0,0,1,0,0,0,0,0
GSFZ-R95,194,0,0,1.0,1,0,0,0,0,0,0
GSFZ-R95,198,0,0,1.0,1,0,0,0,0,0,0
GSF8-WTV,59,1,0,1.0,0,0,0,0,1,0,0
GSF8-WTV,84,1,0,1.0,0,0,0,1,0,0,0
GSF8-WTV,169,1,0,1.0,0,0,0,1,0,0,0
GSN8-D33,7,0,1,1.0,1,0,0,0,0,0,0
GSN8-D33,32,1,0,1.0,0,0,0,1,0,0,0
GSN8-D33,62,1,0,1.0,0,0,1,0,0,0,0
GSN8-D33,194,0,0,1.0,1,0,0,0,0,0,0
GSN8-D33,208,1,1,1.0,0,0,0,0,0,0,0
GSF8-3JH,25,1,0,1.0,0,0,0,0,0,0,0
GSF8-3JH,170,1,0,1.0,0,0,0,0,0,0,0
LRRJ-9B8,11,0,0,1.0,1,0,0,0,0,0,0
LRRJ-9B8,40,1,0,1.0,0,0,0,0,0,0,0
LRRJ-9B8,61,0,0,1.0,1,0,0,0,0,0,0
LRRJ-9B8,73,1,0,1.0,0,0,0,0,1,0,0
LRRJ-9B8,87,1,0,1.0,0,0,0,0,0,0,0
LRRJ-9B8,105,0,0,1.0,1,0,0,0,0,0,0
LRRJ-9B8,175,0,0,1.0,1,0,0,0,0,0,0
LRRJ-9B8,188,1,0,1.0,0,0,0,0,0,0,0
LR52-7LG,10,0,0,1.0,1,0,0,0,0,0,0
LR52-7LG,69,0,1,1.0,0,0,0,0,0,0,1
LR52-7LG,87,1,0,1.0,0,0,0,0,0,0,0
LR52-7LG,191,0,0,1.0,1,0,0,0,0,0,0
LR52-7LG,207,1,0,1.0,0,0,0,0,0,0,0
LR52-7LG,271,1,0,1.0,0,0,1,0,0,0,0
GSFD-949,46,1,0,1.0,0,0,0,0,0,0,0
GSFD-949,51,1,0,1.0,0,0,0,0,0,0,1
GSFD-949,85,1,0,1.0,0,0,0,1,0,0,0
GSFD-949,87,1,0,1.0,0,0,0,0,0,0,0
GSFD-949,193,0,0,1.0,1,0,0,0,0,0,0
GSFD-949,223,0,0,1.0,1,0,0,0,0,0,0
GSNZ-J41,87,1,0,1.0,0,0,0,0,0,0,0
GSNZ-J41,193,0,0,1.0,1,0,0,0,0,0,0
L19L-7KB,32,1,0,1.0,0,0,0,1,0,0,0
L19L-7KB,87,1,0,1.0,0,0,0,0,0,0,0
L19L-7KB,194,0,0,1.0,1,0,0,0,0,0,0
L19L-7KB,262,1,0,1.0,0,0,0,0,0,0,0
L2YM-N91,32,1,0,1.0,0,0,0,1,0,0,0
L2YM-N91,59,1,0,1.0,0,0,0,0,1,0,0
L2YM-N91,76,1,0,1.0,0,0,1,0,0,0,0
L2YM-N91,79,1,0,1.0,0,0,0,1,0,0,0
L2YM-N91,85,1,0,1.0,0,0,0,1,0,0,0
L2YM-N91,169,1,0,1.0,0,0,0,1,0,0,0
L2YM-N91,180,1,0,1.0,0,0,1,0,0,0,0
GSN8-3W4,60,0,0,1.0,1,0,0,0,0,0,0
GSN8-3W4,147,1,0,1.0,0,0,0,1,0,0,0
GSN8-3W4,168,0,0,1.0,1,0,0,0,0,0,0
LWY2-SZF,46,1,0,1.0,0,0,0,0,0,0,0
LWY2-SZF,87,1,0,1.0,0,0,0,0,0,0,0
LWY2-SZF,177,1,0,1.0,0,0,0,0,0,0,0
LWY2-SZF,239,1,0,1.0,0,0,1,0,0,0,0
LWY2-SZF,268,1,0,1.0,0,0,0,0,0,0,0
GSFZ-PQX,16,0,0,1.0,0,1,0,0,0,0,0
GSFZ-PQX,311,1,0,1.0,0,0,0,0,0,0,0
GSF8-NSQ,3,0,0,1.0,1,0,0,0,0,0,0
GSF8-NSQ,190,0,0,1.0,1,0,0,0,0,0,0
GSF8-NSQ,193,0,0,1.0,1,0,0,0,0,0,0
G93W-NWX,8,0,0,1.0,1,0,0,0,0,0,0
G93W-NWX,19,0,0,1.0,1,0,0,0,0,0,0
G93W-NWX,61,0,0,1.0,1,0,0,0,0,0,0
G93W-NWX,89,0,1,1.0,0,0,0,0,0,0,0
G93W-NWX,92,0,0,1.0,1,0,0,0,0,0,0
G93W-NWX,175,0,0,1.0,1,0,0,0,0,0,0
GSFW-RKN,19,0,0,1.0,1,0,0,0,0,0,0
GSFW-RKN,21,0,0,1.0,1,0,0,0,0,0,0
GSFW-RKN,47,1,0,1.0,0,0,0,0,0,0,0
GSFW-RKN,87,1,0,1.0,0,0,0,0,0,0,0
GSFW-RKN,146,1,0,1.0,0,0,0,1,0,0,0
GSFW-RKN,169,1,0,1.0,0,0,0,1,0,0,0
GSFW-RKN,175,0,0,1.0,1,0,0,0,0,0,0
GSFW-RKN,257,1,0,1.0,0,0,0,1,0,0,0
GSFW-Z8R,82,1,0,1.0,0,0,0,0,0,0,0
GSND-HBV,142,1,0,1.0,0,0,0,0,1,0,0
MH5V-1CW,49,1,0,1.0,0,0,0,0,0,0,0
MH5V-1CW,87,1,0,1.0,0,0,0,0,0,0,0
MH5V-1CW,168,0,0,1.0,1,0,0,0,0,0,0
GSF6-6ZF,169,1,0,1.0,0,0,0,1,0,0,0
GSF8-QWW,32,1,0,1.0,0,0,0,1,0,0,0
GSF8-QWW,82,1,0,1.0,0,0,0,0,0,0,0
GSF8-QWW,123,1,0,1.0,0,0,0,1,0,0,0
GSND-739,27,1,0,1.0,0,0,0,0,1,0,0
GSND-739,39,1,0,1.0,0,0,0,0,0,0,0
GSND-739,132,0,0,1.0,0,0,0,0,0,0,0
GSND-739,186,0,0,1.0,1,0,0,0,0,0,0
GSND-739,194,0,0,1.0,1,0,0,0,0,0,0
GSFD-XY1,57,1,0,1.0,0,0,0,0,1,0,0
GSFD-XY1,177,1,0,1.0,0,0,0,0,0,0,0
LV7S-9QZ,33,1,0,1.0,0,0,1,0,0,0,0
LV7S-9QZ,168,0,0,1.0,1,0,0,0,0,0,0
LYDJ-27L,50,1,0,1.0,0,0,0,0,0,0,0
LYDJ-27L,57,1,0,1.0,0,0,0,0,1,0,0
LYDJ-27L,58,1,0,1.0,0,0,0,0,1,0,0
LYDJ-27L,87,1,0,1.0,0,0,0,0,0,0,0
K4NM-YNJ,62,1,0,1.0,0,0,1,0,0,0,0
K4NM-YNJ,179,1,0,1.0,0,0,1,0,0,0,0
K4NM-YNJ,180,1,0,1.0,0,0,1,0,0,0,0
K4NM-YNJ,337,1,0,1.0,0,0,0,0,0,0,1
L67Q-Q37,85,1,0,1.0,0,0,0,1,0,0,0
L67Q-Q37,130,0,0,1.0,0,0,0,1,0,0,0
L67Q-Q37,216,1,0,1.0,0,0,0,0,0,1,0
GSNV-7K1,5,0,0,1.0,1,0,0,0,0,0,0
GSNV-7K1,27,1,0,1.0,0,0,0,0,1,0,0
GSNV-7K1,32,1,0,1.0,0,0,0,1,0,0,0
GSNV-7K1,49,1,0,1.0,0,0,0,0,0,0,0
GSNV-7K1,59,1,0,1.0,0,0,0,0,1,0,0
GSNV-7K1,82,1,0,1.0,0,0,0,0,0,0,0
GSNV-7K1,87,1,0,1.0,0,0,0,0,0,0,0
GSNV-7K1,100,0,1,1.0,0,0,0,0,0,0,0
GSNV-7K1,151,1,0,1.0,1,0,1,0,0,0,0
GSNV-7K1,168,0,0,1.0,1,0,0,0,0,0,0
GSNV-7K1,177,1,0,1.0,0,0,0,0,0,0,0
GSNV-7K1,193,0,0,1.0,1,0,0,0,0,0,0
GSNV-7K1,214,0,0,1.0,1,0,0,0,0,0,0
L1TL-GYZ,192,0,0,1.0,1,0,0,0,0,0,0
98PW-4ML,168,0,0,1.0,1,0,0,0,0,0,0
GSF8-KDD,188,1,0,1.0,0,0,0,0,0,0,0
GSF8-2QP,46,1,0,1.0,0,0,0,0,0,0,0
GSF8-2QP,85,1,0,1.0,0,0,0,1,0,0,0
GSF8-2QP,87,1,0,1.0,0,0,0,0,0,0,0
GSF8-2QP,194,0,0,1.0,1,0,0,0,0,0,0
GSF8-2QP,198,0,0,1.0,1,0,0,0,0,0,0
GSFK-Z11,7,0,1,1.0,1,0,0,0,0,0,0
GSFK-Z11,20,0,0,1.0,1,0,0,0,0,0,0
GSFK-Z11,74,0,1,1.0,0,0,0,0,0,0,0
GSFK-Z11,161,1,0,1.0,0,0,0,0,0,0,0
GSFK-Z11,170,1,0,1.0,0,0,0,0,0,0,0
GSFK-Z11,208,1,1,1.0,0,0,0,0,0,0,0
LKTM-52W,87,1,0,1.0,0,0,0,0,0,0,0
LKTM-52W,193,0,0,1.0,1,0,0,0,0,0,0
GSFK-D2M,9,0,0,1.0,1,0,0,0,0,0,0
GSFK-D2M,19,0,0,1.0,1,0,0,0,0,0,0
GSFK-D2M,175,0,0,1.0,1,0,0,0,0,0,0
GSFK-D2M,223,0,0,1.0,1,0,0,0,0,0,0
K817-M4N,190,0,0,1.0,1,0,0,0,0,0,0
K817-M4N,298,1,0,1.0,0,0,1,0,0,0,0
LVGB-6KX,16,0,0,1.0,0,1,0,0,0,0,0
LVGB-6KX,59,1,0,1.0,0,0,0,0,1,0,0
LVGB-6KX,83,0,0,1.0,0,1,0,0,0,0,0
LVGB-6KX,168,0,0,1.0,1,0,0,0,0,0,0
LVGB-6KX,189,0,0,1.0,0,1,0,0,0,0,0
L5BN-2GB,41,1,0,1.0,0,0,0,0,0,0,0
L5BN-2GB,59,1,0,1.0,0,0,0,0,1,0,0
L5BN-2GB,87,1,0,1.0,0,0,0,0,0,0,0
GSFN-1QY,85,1,0,1.0,0,0,0,1,0,0,0
G9W6-9F6,5,0,0,1.0,1,0,0,0,0,0,0
G9W6-9F6,16,0,0,1.0,0,1,0,0,0,0,0
G9W6-9F6,50,1,0,1.0,0,0,0,0,0,0,0
G9W6-9F6,58,1,0,1.0,0,0,0,0,1,0,0
G9W6-9F6,59,1,0,1.0,0,0,0,0,1,0,0
G9W6-9F6,87,1,0,1.0,0,0,0,0,0,0,0
G9W6-9F6,168,0,0,1.0,1,0,0,0,0,0,0
G9W6-9F6,177,1,0,1.0,0,0,0,0,0,0,0
G9W6-9F6,219,1,0,1.0,0,0,1,0,0,0,0
G9W6-9F6,248,0,0,1.0,1,0,0,0,0,0,0
GM6N-TWY,169,1,0,1.0,0,0,0,1,0,0,0
LYHY-Z5J,6,0,0,1.0,1,0,0,0,0,0,0
LYHY-Z5J,190,0,0,1.0,1,0,0,0,0,0,0
GSF8-35L,169,1,0,1.0,0,0,0,1,0,0,0
LBGF-CJV,188,1,0,1.0,0,0,0,0,0,0,0
LBGF-CJV,191,0,0,1.0,1,0,0,0,0,0,0
LZJM-8BC,49,1,0,1.0,0,0,0,0,0,0,0
LZJM-8BC,87,1,0,1.0,0,0,0,0,0,0,0
LZJM-8BC,275,1,0,1.0,0,0,0,0,0,0,0
G9VC-8CD,25,1,0,1.0,0,0,0,0,0,0,0
G9VC-8CD,170,1,0,1.0,0,0,0,0,0,0,0
L1QN-M2T,82,1,0,1.0,0,0,0,0,0,0,0
L1QN-M2T,85,1,0,1.0,0,0,0,1,0,0,0
L1QN-M2T,216,1,0,1.0,0,0,0,0,0,1,0
L1QN-M2T,244,1,0,1.0,0,0,1,0,0,0,0
GSFV-NGM,3,0,0,1.0,1,0,0,0,0,0,0
GSFV-NGM,66,0,0,1.0,1,0,0,0,0,0,0
GSFV-NGM,69,0,1,1.0,0,0,0,0,0,0,1
GSFV-NGM,74,0,1,1.0,0,0,0,0,0,0,0
GSFV-NGM,175,0,0,1.0,1,0,0,0,0,0,0
GSFV-NGM,190,0,0,1.0,1,0,0,0,0,0,0
GSN8-PX3,46,1,0,1.0,0,0,0,0,0,0,0
GSN8-PX3,87,1,0,1.0,0,0,0,0,0,0,0
GSN8-PX3,189,0,0,1.0,0,1,0,0,0,0,0
94S1-TJ5,5,0,0,1.0,1,0,0,0,0,0,0
94S1-TJ5,32,1,0,1.0,0,0,0,1,0,0,0
94S1-TJ5,36,1,0,1.0,0,0,0,0,1,0,0
94S1-TJ5,59,1,0,1.0,0,0,0,0,1,0,0
94S1-TJ5,168,0,0,1.0,1,0,0,0,0,0,0
94S1-TJ5,177,1,0,1.0,0,0,0,0,0,0,0
94S1-TJ5,215,1,0,1.0,0,0,0,0,1,0,0
LYBT-N5Z,8,0,0,1.0,1,0,0,0,0,0,0
LYBT-N5Z,11,0,0,1.0,1,0,0,0,0,0,0
LYBT-N5Z,19,0,0,1.0,1,0,0,0,0,0,0
LYBT-N5Z,61,0,0,1.0,1,0,0,0,0,0,0
LYBT-N5Z,92,0,0,1.0,1,0,0,0,0,0,0
LYBT-N5Z,107,0,0,1.0,1,0,0,0,0,0,0
LYBT-N5Z,175,0,0,1.0,1,0,0,0,0,0,0
LYBT-N5Z,188,1,0,1.0,0,0,0,0,0,0,0
LYBT-N5Z,194,0,0,1.0,1,0,0,0,0,0,0
GMTS-67M,63,0,0,1.0,1,0,0,0,0,0,0
GMTS-67M,69,0,1,1.0,0,0,0,0,0,0,1
GMTS-67M,186,0,0,1.0,1,0,0,0,0,0,0
GSFZ-4RW,33,1,0,1.0,0,0,1,0,0,0,0
GSFZ-4RW,62,1,0,1.0,0,0,1,0,0,0,0
GSFZ-4RW,82,1,0,1.0,0,0,0,0,0,0,0
GSFZ-4RW,168,0,0,1.0,1,0,0,0,0,0,0
GSFV-YMT,32,1,0,1.0,0,0,0,1,0,0,0
GSFV-YMT,193,0,0,1.0,1,0,0,0,0,0,0
GSFV-YMT,254,1,0,1.0,0,0,1,0,0,0,0
GSFV-YMT,288,1,0,1.0,0,0,1,0,0,0,0
GSNV-VY4,55,0,0,1.0,1,0,0,0,0,0,0
GSNV-VY4,193,0,0,1.0,1,0,0,0,0,0,0
GSN5-1P7,10,0,0,1.0,1,0,0,0,0,0,0
GSN5-1P7,24,0,0,1.0,1,0,0,0,0,0,0
GSN5-1P7,186,0,0,1.0,1,0,0,0,0,0,0
GSN5-1P7,190,0,0,1.0,1,0,0,0,0,0,0
GSF8-86N,214,0,0,1.0,1,0,0,0,0,0,0
G9L2-83H,1,1,0,,0,0,1,0,0,0,0
G9L2-83H,46,1,0,1.0,0,0,0,0,0,0,0
G9L2-83H,85,1,0,1.0,0,0,0,1,0,0,0
G9L2-83H,87,1,0,1.0,0,0,0,0,0,0,0
GSFZ-D2B,19,0,0,1.0,1,0,0,0,0,0,0
GSFZ-D2B,21,0,0,1.0,1,0,0,0,0,0,0
GSFZ-D2B,59,1,0,1.0,0,0,0,0,1,0,0
GSFZ-D2B,175,0,0,1.0,1,0,0,0,0,0,0
GSFZ-D2B,330,1,0,1.0,0,0,0,0,0,0,1
GMTG-HXB,32,1,0,1.0,0,0,0,1,0,0,0
GMTG-HXB,41,1,0,1.0,0,0,0,0,0,0,0
GMTG-HXB,87,1,0,1.0,0,0,0,0,0,0,0
GMTG-HXB,342,1,0,1.0,0,0,0,0,0,0,1
GSND-NPC,85,1,0,1.0,0,0,0,1,0,0,0
GSND-NPC,142,1,0,1.0,0,0,0,0,1,0,0
GSND-NPC,168,0,0,1.0,1,0,0,0,0,0,0
GSND-NPC,169,1,0,1.0,0,0,0,1,0,0,0
LR2M-LL9,16,0,0,1.0,0,1,0,0,0,0,0
GSFZ-1D9,142,1,0,1.0,0,0,0,0,1,0,0
GSFZ-1D9,169,1,0,1.0,0,0,0,1,0,0,0
GSN8-G55,32,1,0,1.0,0,0,0,1,0,0,0
GSN8-G55,38,1,0,1.0,0,0,1,0,0,0,0
GSN8-G55,46,1,0,1.0,0,0,0,0,0,0,0
GSN8-G55,87,1,0,1.0,0,0,0,0,0,0,0
GSF8-9YY,87,1,0,1.0,0,0,0,0,0,0,0
GSF8-9YY,175,0,0,1.0,1,0,0,0,0,0,0
GSF8-9YY,224,0,0,1.0,1,0,0,0,0,0,0
LYB9-H22,32,1,0,1.0,0,0,0,1,0,0,0
LYB9-H22,132,0,0,1.0,0,0,0,0,0,0,0
LYB9-H22,208,1,1,1.0,0,0,0,0,0,0,0
LTNH-C8T,4,0,0,1.0,1,0,0,0,0,0,0
LTNH-C8T,22,0,0,1.0,1,0,0,0,0,0,0
LTNH-C8T,175,0,0,1.0,1,0,0,0,0,0,0
LTNH-C8T,186,0,0,1.0,1,0,0,0,0,0,0
LTG7-66D,25,1,0,1.0,0,0,0,0,0,0,0
LTG7-66D,74,0,1,1.0,0,0,0,0,0,0,0
LTG7-66D,107,0,0,1.0,1,0,0,0,0,0,0
LTG7-66D,170,1,0,1.0,0,0,0,0,0,0,0
LTG7-66D,175,0,0,1.0,1,0,0,0,0,0,0
GSFD-7KJ,5,0,0,1.0,1,0,0,0,0,0,0
GSFD-7KJ,168,0,0,1.0,1,0,0,0,0,0,0
GSF2-HZ1,8,0,0,1.0,1,0,0,0,0,0,0
GSF2-HZ1,11,0,0,1.0,1,0,0,0,0,0,0
GSF2-HZ1,19,0,0,1.0,1,0,0,0,0,0,0
