PID,code,social,honorary_or_political,obs15,professional,professional,gent_club,country_club,frat_order,hereditary,undergrad_club
KC9K-NV8,6,0,0,1.0,1,0,0,0,0,0,0
KC9K-NV8,74,0,1,1.0,0,0,0,0,0,0,0
KC9K-NV8,190,0,0,1.0,1,0,0,0,0,0,0
GS8H-2V5,23,0,0,1.0,1,0,0,0,0,0,0
GS8H-2V5,193,0,0,1.0,1,0,0,0,0,0,0
LYDN-S8N,9,0,0,1.0,1,0,0,0,0,0,0
LYDN-S8N,19,0,0,1.0,1,0,0,0,0,0,0
LYDN-S8N,59,1,0,1.0,0,0,0,0,1,0,0
LYDN-S8N,61,0,0,1.0,1,0,0,0,0,0,0
LYDN-S8N,160,0,0,1.0,0,1,0,0,0,0,0
LYDN-S8N,175,0,0,1.0,1,0,0,0,0,0,0
LYDN-S8N,189,0,0,1.0,0,1,0,0,0,0,0
LHZ7-MFG,33,1,0,1.0,0,0,1,0,0,0,0
LHZ7-MFG,41,1,0,1.0,0,0,0,0,0,0,0
LHZ7-MFG,46,1,0,1.0,0,0,0,0,0,0,0
LHZ7-MFG,87,1,0,1.0,0,0,0,0,0,0,0
LHZ7-MFG,128,1,0,1.0,0,0,0,1,0,0,0
LHZ7-MFG,168,0,0,1.0,1,0,0,0,0,0,0
GS84-QBC,194,0,0,1.0,1,0,0,0,0,0,0
L5R5-M16,87,1,0,1.0,0,0,0,0,0,0,0
GS87-8LQ,87,1,0,1.0,0,0,0,0,0,0,0
GS87-8LQ,138,0,0,1.0,0,0,0,0,0,0,0
GS8D-XDT,85,1,0,1.0,0,0,0,1,0,0,0
LRBX-XH6,32,1,0,1.0,0,0,0,1,0,0,0
LRBX-XH6,46,1,0,1.0,0,0,0,0,0,0,0
LRBX-XH6,87,1,0,1.0,0,0,0,0,0,0,0
LRBX-XH6,169,1,0,1.0,0,0,0,1,0,0,0
LTSR-GM1,82,1,0,1.0,0,0,0,0,0,0,0
LTSR-GM1,207,1,0,1.0,0,0,0,0,0,0,0
L2FW-C8H,85,1,0,1.0,0,0,0,1,0,0,0
L2FW-C8H,118,1,0,1.0,0,0,0,1,0,0,0
L2FW-C8H,172,1,0,1.0,0,0,0,0,0,0,0
L2FW-C8H,342,1,0,1.0,0,0,0,0,0,0,1
L2LQ-D6B,7,0,1,1.0,1,0,0,0,0,0,0
L2LQ-D6B,32,1,0,1.0,0,0,0,1,0,0,0
L2LQ-D6B,46,1,0,1.0,0,0,0,0,0,0,0
L2LQ-D6B,76,1,0,1.0,0,0,1,0,0,0,0
L2LQ-D6B,87,1,0,1.0,0,0,0,0,0,0,0
L2LQ-D6B,169,1,0,1.0,0,0,0,1,0,0,0
L2LQ-D6B,208,1,1,1.0,0,0,0,0,0,0,0
L2LQ-D6B,285,1,0,1.0,0,0,1,0,0,0,0
LRSW-28Y,6,0,0,1.0,1,0,0,0,0,0,0
LRSW-28Y,190,0,0,1.0,1,0,0,0,0,0,0
L2NL-21Q,5,0,0,1.0,1,0,0,0,0,0,0
L2NL-21Q,28,0,0,1.0,1,0,0,0,0,0,0
L2NL-21Q,60,0,0,1.0,1,0,0,0,0,0,0
L2NL-21Q,168,0,0,1.0,1,0,0,0,0,0,0
KNXR-4N8,5,0,0,1.0,1,0,0,0,0,0,0
KNXR-4N8,109,0,0,1.0,1,0,0,0,0,0,0
KNXR-4N8,153,0,0,1.0,1,0,0,0,0,0,0
KNXR-4N8,168,0,0,1.0,1,0,0,0,0,0,0
KNXR-4N8,191,0,0,1.0,1,0,0,0,0,0,0
LR7G-DHF,190,0,0,1.0,1,0,0,0,0,0,0
GSZX-HPQ,170,1,0,1.0,0,0,0,0,0,0,0
GSZX-HPQ,188,1,0,1.0,0,0,0,0,0,0,0
L5LS-Q4D,85,1,0,1.0,0,0,0,1,0,0,0
L12C-B86,19,0,0,1.0,1,0,0,0,0,0,0
L12C-B86,87,1,0,1.0,0,0,0,0,0,0,0
L12C-B86,175,0,0,1.0,1,0,0,0,0,0,0
L12C-B86,177,1,0,1.0,0,0,0,0,0,0,0
LBJ7-W43,28,0,0,1.0,1,0,0,0,0,0,0
LBJ7-W43,77,1,0,1.0,0,0,1,0,0,0,0
LBJ7-W43,81,1,0,1.0,0,0,1,0,0,0,0
LBJ7-W43,84,1,0,1.0,0,0,0,1,0,0,0
LBJ7-W43,168,0,0,1.0,1,0,0,0,0,0,0
LBJ7-W43,169,1,0,1.0,0,0,0,1,0,0,0
GS8Q-1ST,5,0,0,1.0,1,0,0,0,0,0,0
GS8Q-1ST,26,0,0,1.0,1,0,0,0,0,0,0
GS8Q-1ST,33,1,0,1.0,0,0,1,0,0,0,0
GS8Q-1ST,46,1,0,1.0,0,0,0,0,0,0,0
GS8Q-1ST,87,1,0,1.0,0,0,0,0,0,0,0
GS8Q-1ST,153,0,0,1.0,1,0,0,0,0,0,0
GS8Q-1ST,168,0,0,1.0,1,0,0,0,0,0,0
GS8Q-1ST,169,1,0,1.0,0,0,0,1,0,0,0
GS8Q-1ST,204,1,0,1.0,0,1,1,0,0,0,0
GS8Q-1ST,232,1,0,1.0,0,0,0,1,0,0,0
KWVQ-4H8,32,1,0,1.0,0,0,0,1,0,0,0
KWVQ-4H8,166,1,0,1.0,0,0,0,1,0,0,0
KWVQ-4H8,333,1,0,1.0,0,0,0,0,0,0,1
9HXT-VQM,41,1,0,1.0,0,0,0,0,0,0,0
9HXT-VQM,87,1,0,1.0,0,0,0,0,0,0,0
GS8Q-B8P,85,1,0,1.0,0,0,0,1,0,0,0
LT1K-K61,41,1,0,1.0,0,0,0,0,0,0,0
LT1K-K61,46,1,0,1.0,0,0,0,0,0,0,0
LT1K-K61,87,1,0,1.0,0,0,0,0,0,0,0
9ZH6-179,64,0,0,1.0,1,0,0,0,0,0,0
9ZH6-179,196,0,0,1.0,1,0,0,0,0,0,0
LDBR-XRZ,46,1,0,1.0,0,0,0,0,0,0,0
LDBR-XRZ,73,1,0,1.0,0,0,0,0,1,0,0
LDBR-XRZ,87,1,0,1.0,0,0,0,0,0,0,0
LDBR-XRZ,169,1,0,1.0,0,0,0,1,0,0,0
LDBR-XRZ,332,1,0,1.0,0,0,0,0,0,0,1
LNDP-VX1,4,0,0,1.0,1,0,0,0,0,0,0
LNDP-VX1,12,0,0,1.0,1,0,0,0,0,0,0
LNDP-VX1,186,0,0,1.0,1,0,0,0,0,0,0
LNDP-VX1,201,1,0,1.0,0,0,0,0,0,0,0
LNDP-VX1,208,1,1,1.0,0,0,0,0,0,0,0
GSZ6-46R,32,1,0,1.0,0,0,0,1,0,0,0
GSZ6-46R,41,1,0,1.0,0,0,0,0,0,0,0
GSZ6-46R,62,1,0,1.0,0,0,1,0,0,0,0
GSZ6-46R,85,1,0,1.0,0,0,0,1,0,0,0
GSZ6-46R,87,1,0,1.0,0,0,0,0,0,0,0
GSZ6-46R,130,0,0,1.0,0,0,0,1,0,0,0
GS86-4C6,32,1,0,1.0,0,0,0,1,0,0,0
GS86-4C6,44,1,0,1.0,0,0,0,0,0,0,0
GS86-4C6,87,1,0,1.0,0,0,0,0,0,0,0
GS86-4C6,97,0,0,1.0,1,0,0,0,0,0,0
GS86-4C6,194,0,0,1.0,1,0,0,0,0,0,0
GS86-4C6,196,0,0,1.0,1,0,0,0,0,0,0
GS83-TL4,170,1,0,1.0,0,0,0,0,0,0,0
GS83-TL4,190,0,0,1.0,1,0,0,0,0,0,0
GS83-ZZK,4,0,0,1.0,1,0,0,0,0,0,0
GS83-ZZK,132,0,0,1.0,0,0,0,0,0,0,0
GS83-ZZK,186,0,0,1.0,1,0,0,0,0,0,0
G93P-HDX,65,0,0,1.0,1,0,0,0,0,0,0
G93P-HDX,186,0,0,1.0,1,0,0,0,0,0,0
K25G-D3C,7,0,1,1.0,1,0,0,0,0,0,0
K25G-D3C,87,1,0,1.0,0,0,0,0,0,0,0
K25G-D3C,137,0,0,1.0,0,0,0,0,0,0,0
K25G-D3C,191,0,0,1.0,1,0,0,0,0,0,0
K25G-D3C,208,1,1,1.0,0,0,0,0,0,0,0
K25G-D3C,310,1,0,1.0,0,0,1,0,0,0,0
G9FW-K94,73,1,0,1.0,0,0,0,0,1,0,0
G9FW-K94,82,1,0,1.0,0,0,0,0,0,0,0
G9FW-K94,87,1,0,1.0,0,0,0,0,0,0,0
G9FW-K94,137,0,0,1.0,0,0,0,0,0,0,0
G9FW-K94,164,1,0,1.0,0,0,0,0,1,0,0
G9FW-K94,174,1,0,1.0,0,0,0,0,0,0,0
G9FW-K94,177,1,0,1.0,0,0,0,0,0,0,0
G9FW-K94,216,1,0,1.0,0,0,0,0,0,1,0
LJK4-V4W,59,1,0,1.0,0,0,0,0,1,0,0
LJK4-V4W,73,1,0,1.0,0,0,0,0,1,0,0
L1GV-V7N,46,1,0,1.0,0,0,0,0,0,0,0
L1GV-V7N,87,1,0,1.0,0,0,0,0,0,0,0
L1GV-V7N,280,1,0,1.0,0,0,1,0,0,0,0
2WSW-KB8,32,1,0,1.0,0,0,0,1,0,0,0
2WSW-KB8,169,1,0,1.0,0,0,0,1,0,0,0
G9SM-BZX,46,1,0,1.0,0,0,0,0,0,0,0
G9SM-BZX,87,1,0,1.0,0,0,0,0,0,0,0
LB71-R74,21,0,0,1.0,1,0,0,0,0,0,0
LB71-R74,41,1,0,1.0,0,0,0,0,0,0,0
LB71-R74,87,1,0,1.0,0,0,0,0,0,0,0
LB71-R74,175,0,0,1.0,1,0,0,0,0,0,0
LH7Z-LZJ,59,1,0,1.0,0,0,0,0,1,0,0
LH7Z-LZJ,70,0,1,1.0,0,0,0,0,0,0,0
LH7Z-LZJ,186,0,0,1.0,1,0,0,0,0,0,0
LKYT-7P3,5,0,0,1.0,1,0,0,0,0,0,0
LKYT-7P3,26,0,0,1.0,1,0,0,0,0,0,0
LKYT-7P3,46,1,0,1.0,0,0,0,0,0,0,0
LKYT-7P3,49,1,0,1.0,0,0,0,0,0,0,0
LKYT-7P3,59,1,0,1.0,0,0,0,0,1,0,0
LKYT-7P3,69,0,1,1.0,0,0,0,0,0,0,1
LKYT-7P3,82,1,0,1.0,0,0,0,0,0,0,0
LKYT-7P3,87,1,0,1.0,0,0,0,0,0,0,0
LKYT-7P3,153,0,0,1.0,1,0,0,0,0,0,0
LKYT-7P3,168,0,0,1.0,1,0,0,0,0,0,0
LKYT-7P3,208,1,1,1.0,0,0,0,0,0,0,0
LKYT-7P3,225,0,0,1.0,0,0,0,0,0,0,0
LKYT-7P3,270,1,0,1.0,0,0,0,0,0,0,0
LKYT-7P3,332,1,0,1.0,0,0,0,0,0,0,1
LHWD-58K,41,1,0,1.0,0,0,0,0,0,0,0
LHWD-58K,87,1,0,1.0,0,0,0,0,0,0,0
9K6C-3MX,32,1,0,1.0,0,0,0,1,0,0,0
9K6C-3MX,166,1,0,1.0,0,0,0,1,0,0,0
2SX7-CR2,33,1,0,1.0,0,0,1,0,0,0,0
2SX7-CR2,169,1,0,1.0,0,0,0,1,0,0,0
GS8Q-5KX,299,1,0,1.0,0,1,1,0,0,0,0
LCJH-YTG,13,0,0,1.0,1,0,0,0,0,0,0
LCJH-YTG,192,0,0,1.0,1,0,0,0,0,0,0
GS87-4TL,4,0,0,1.0,1,0,0,0,0,0,0
GS87-4TL,186,0,0,1.0,1,0,0,0,0,0,0
GS87-4TL,191,0,0,1.0,1,0,0,0,0,0,0
GS87-4TL,203,0,0,1.0,1,0,0,0,0,0,0
9JVY-6ZW,41,1,0,1.0,0,0,0,0,0,0,0
9JVY-6ZW,46,1,0,1.0,0,0,0,0,0,0,0
9JVY-6ZW,87,1,0,1.0,0,0,0,0,0,0,0
9JVY-6ZW,199,0,0,1.0,1,0,0,0,0,0,0
LLMG-8WL,32,1,0,1.0,0,0,0,1,0,0,0
LLMG-8WL,171,1,0,1.0,0,0,0,0,0,0,0
LLMG-8WL,256,1,0,1.0,0,0,1,0,0,0,0
GS8W-FGJ,49,1,0,1.0,0,0,0,0,0,0,0
GS8W-FGJ,87,1,0,1.0,0,0,0,0,0,0,0
L6RT-CFD,186,0,0,1.0,1,0,0,0,0,0,0
G94B-RQ6,146,1,0,1.0,0,0,0,1,0,0,0
G94B-RQ6,169,1,0,1.0,0,0,0,1,0,0,0
G94B-RQ6,197,0,0,1.0,1,0,0,0,0,0,0
GS87-DCQ,168,0,0,1.0,1,0,0,0,0,0,0
GS8Q-3Z7,58,1,0,1.0,0,0,0,0,1,0,0
GS8Q-3Z7,177,1,0,1.0,0,0,0,0,0,0,0
GS8Q-S43,175,0,0,1.0,1,0,0,0,0,0,0
GS8Q-S43,185,0,0,1.0,1,0,0,0,0,0,0
L89T-SLN,4,0,0,1.0,1,0,0,0,0,0,0
L89T-SLN,12,0,0,1.0,1,0,0,0,0,0,0
L89T-SLN,186,0,0,1.0,1,0,0,0,0,0,0
L89T-SLN,201,1,0,1.0,0,0,0,0,0,0,0
LVMQ-S92,32,1,0,1.0,0,0,0,1,0,0,0
LVMQ-S92,87,1,0,1.0,0,0,0,0,0,0,0
LVMQ-S92,119,1,0,1.0,0,0,0,1,0,0,0
LVMQ-S92,169,1,0,1.0,0,0,0,1,0,0,0
LVMQ-S92,282,1,0,1.0,0,0,0,1,0,0,0
L8XN-BCT,32,1,0,1.0,0,0,0,1,0,0,0
L8XN-BCT,77,1,0,1.0,0,0,1,0,0,0,0
L8XN-BCT,131,1,0,1.0,0,0,0,1,0,0,0
L8XN-BCT,168,0,0,1.0,1,0,0,0,0,0,0
GS8H-FJL,190,0,0,1.0,1,0,0,0,0,0,0
L6SM-Z41,9,0,0,1.0,1,0,0,0,0,0,0
L6SM-Z41,61,0,0,1.0,1,0,0,0,0,0,0
L6SM-Z41,175,0,0,1.0,1,0,0,0,0,0,0
L183-S29,47,1,0,1.0,0,0,0,0,0,0,0
L183-S29,73,1,0,1.0,0,0,0,0,1,0,0
L183-S29,87,1,0,1.0,0,0,0,0,0,0,0
L183-S29,168,0,0,1.0,1,0,0,0,0,0,0
GS8W-THR,69,0,1,1.0,0,0,0,0,0,0,1
LJYY-Q92,2,0,1,1.0,1,0,0,0,0,0,0
LJYY-Q92,18,0,0,1.0,1,0,0,0,0,0,0
LJYY-Q92,42,1,0,1.0,0,0,0,0,0,0,0
LJYY-Q92,69,0,1,1.0,0,0,0,0,0,0,1
LJYY-Q92,74,0,1,1.0,0,0,0,0,0,0,0
LJYY-Q92,87,1,0,1.0,0,0,0,0,0,0,0
LJYY-Q92,145,0,0,1.0,1,0,0,0,0,0,0
LJYY-Q92,185,0,0,1.0,1,0,0,0,0,0,0
LJYY-Q92,188,1,0,1.0,0,0,0,0,0,0,0
LTLV-GJT,46,1,0,1.0,0,0,0,0,0,0,0
LTLV-GJT,85,1,0,1.0,0,0,0,1,0,0,0
LTLV-GJT,87,1,0,1.0,0,0,0,0,0,0,0
LTLV-GJT,124,1,0,1.0,0,0,0,1,0,0,0
LTLV-GJT,169,1,0,1.0,0,0,0,1,0,0,0
LTLV-GJT,284,1,0,1.0,0,0,1,0,0,0,0
KLJB-9WR,46,1,0,1.0,0,0,0,0,0,0,0
KLJB-9WR,59,1,0,1.0,0,0,0,0,1,0,0
KLJB-9WR,87,1,0,1.0,0,0,0,0,0,0,0
KLJB-9WR,169,1,0,1.0,0,0,0,1,0,0,0
L81G-FDG,32,1,0,1.0,0,0,0,1,0,0,0
L81G-FDG,177,1,0,1.0,0,0,0,0,0,0,0
L81G-FDG,186,0,0,1.0,1,0,0,0,0,0,0
L81G-FDG,223,0,0,1.0,1,0,0,0,0,0,0
LHXC-DT7,46,1,0,1.0,0,0,0,0,0,0,0
LHXC-DT7,68,0,0,1.0,1,0,0,0,0,0,0
LHXC-DT7,87,1,0,1.0,0,0,0,0,0,0,0
LHXC-DT7,194,0,0,1.0,1,0,0,0,0,0,0
LHXC-DT7,241,1,0,1.0,0,0,1,0,0,0,0
L1ZX-MB1,47,1,0,1.0,0,0,0,0,0,0,0
L1ZX-MB1,87,1,0,1.0,0,0,0,0,0,0,0
L1ZX-MB1,301,1,0,1.0,0,0,1,0,0,0,0
LBBC-WDX,32,1,0,1.0,0,0,0,1,0,0,0
LBBC-WDX,41,1,0,1.0,0,0,0,0,0,0,0
LBBC-WDX,87,1,0,1.0,0,0,0,0,0,0,0
LBBC-WDX,119,1,0,1.0,0,0,0,1,0,0,0
GS87-7NB,188,1,0,1.0,0,0,0,0,0,0,0
GS87-7NB,192,0,0,1.0,1,0,0,0,0,0,0
L4ST-WTV,81,1,0,1.0,0,0,1,0,0,0,0
L4ST-WTV,169,1,0,1.0,0,0,0,1,0,0,0
L4ST-WTV,216,1,0,1.0,0,0,0,0,0,1,0
GS8D-YTV,36,1,0,1.0,0,0,0,0,1,0,0
GS8D-YTV,59,1,0,1.0,0,0,0,0,1,0,0
GS8D-YTV,169,1,0,1.0,0,0,0,1,0,0,0
GS8D-2Q7,7,0,1,1.0,1,0,0,0,0,0,0
GS8D-2Q7,32,1,0,1.0,0,0,0,1,0,0,0
GS8D-2Q7,47,1,0,1.0,0,0,0,0,0,0,0
GS8D-2Q7,87,1,0,1.0,0,0,0,0,0,0,0
GS8D-2Q7,157,1,0,1.0,0,0,1,0,0,0,0
GS8D-2Q7,169,1,0,1.0,0,0,0,1,0,0,0
GS8D-2Q7,189,0,0,1.0,0,1,0,0,0,0,0
GS8D-2Q7,190,0,0,1.0,1,0,0,0,0,0,0
GS8D-2Q7,208,1,1,1.0,0,0,0,0,0,0,0
G9X6-CCP,32,1,0,1.0,0,0,0,1,0,0,0
G9X6-CCP,59,1,0,1.0,0,0,0,0,1,0,0
G9X6-CCP,87,1,0,1.0,0,0,0,0,0,0,0
G9X6-CCP,170,1,0,1.0,0,0,0,0,0,0,0
G9X6-CCP,188,1,0,1.0,0,0,0,0,0,0,0
G9X6-CCP,189,0,0,1.0,0,1,0,0,0,0,0
G9X6-CCP,194,0,0,1.0,1,0,0,0,0,0,0
G9X6-CCP,197,0,0,1.0,1,0,0,0,0,0,0
G9X6-CCP,225,0,0,1.0,0,0,0,0,0,0,0
G9X6-CCP,284,1,0,1.0,0,0,1,0,0,0,0
GS8H-VYK,59,1,0,1.0,0,0,0,0,1,0,0
GS8H-VYK,70,0,1,1.0,0,0,0,0,0,0,0
GS8H-VYK,161,1,0,1.0,0,0,0,0,0,0,0
GS8H-VYK,170,1,0,1.0,0,0,0,0,0,0,0
LBNX-D3P,46,1,0,1.0,0,0,0,0,0,0,0
LBNX-D3P,87,1,0,1.0,0,0,0,0,0,0,0
LBNX-D3P,169,1,0,1.0,0,0,0,1,0,0,0
GS83-WJ9,48,1,0,1.0,0,0,0,0,0,0,0
GS83-WJ9,69,0,1,1.0,0,0,0,0,0,0,1
GS83-WJ9,87,1,0,1.0,0,0,0,0,0,0,0
L6PG-Q26,77,1,0,1.0,0,0,1,0,0,0,0
L6PG-Q26,267,1,0,1.0,0,0,1,0,0,0,0
LBQP-92B,26,0,0,1.0,1,0,0,0,0,0,0
LBQP-92B,32,1,0,1.0,0,0,0,1,0,0,0
LBQP-92B,46,1,0,1.0,0,0,0,0,0,0,0
LBQP-92B,87,1,0,1.0,0,0,0,0,0,0,0
LBQP-92B,168,0,0,1.0,1,0,0,0,0,0,0
GMBM-KQ6,87,1,0,1.0,0,0,0,0,0,0,0
GMBM-KQ6,186,0,0,1.0,1,0,0,0,0,0,0
MWRR-CPK,59,1,0,1.0,0,0,0,0,1,0,0
MWRR-CPK,76,1,0,1.0,0,0,1,0,0,0,0
MWRR-CPK,127,0,0,1.0,1,0,0,0,0,0,0
MWRR-CPK,155,0,0,1.0,1,0,0,0,0,0,0
MWRR-CPK,171,1,0,1.0,0,0,0,0,0,0,0
MWRR-CPK,188,1,0,1.0,0,0,0,0,0,0,0
MWRR-CPK,189,0,0,1.0,0,1,0,0,0,0,0
MWRR-CPK,191,0,0,1.0,1,0,0,0,0,0,0
MWRR-CPK,201,1,0,1.0,0,0,0,0,0,0,0
MWRR-CPK,202,1,0,1.0,0,0,1,0,0,0,0
L51Q-ZB8,59,1,0,1.0,0,0,0,0,1,0,0
L51Q-ZB8,63,0,0,1.0,1,0,0,0,0,0,0
L51Q-ZB8,186,0,0,1.0,1,0,0,0,0,0,0
LX3F-NMV,173,1,0,1.0,0,0,1,0,0,0,0
LX3F-NMV,188,1,0,1.0,0,0,0,0,0,0,0
LX3F-NMV,273,1,0,1.0,0,0,0,0,1,0,0
LWYL-K3M,31,1,0,1.0,0,0,0,1,0,0,0
LWYL-K3M,32,1,0,1.0,0,0,0,1,0,0,0
LWYL-K3M,46,1,0,1.0,0,0,0,0,0,0,0
LWYL-K3M,87,1,0,1.0,0,0,0,0,0,0,0
LWYL-K3M,343,1,0,1.0,0,0,0,0,0,0,1
LVLX-BBQ,46,1,0,1.0,0,0,0,0,0,0,0
LVLX-BBQ,87,1,0,1.0,0,0,0,0,0,0,0
LVLX-BBQ,156,0,1,1.0,1,0,0,0,0,0,0
LVLX-BBQ,169,1,0,1.0,0,0,0,1,0,0,0
LT79-SSC,207,1,0,1.0,0,0,0,0,0,0,0
LT79-SSC,211,1,0,1.0,0,0,1,0,0,0,0
MZZ8-Q65,267,1,0,1.0,0,0,1,0,0,0,0
GS8D-Z7S,168,0,0,1.0,1,0,0,0,0,0,0
GS8D-Z7S,172,1,0,1.0,0,0,0,0,0,0,0
GS8D-Z7S,296,1,0,1.0,0,0,1,0,0,0,0
KH59-74X,59,1,0,1.0,0,0,0,0,1,0,0
KH59-74X,73,1,0,1.0,0,0,0,0,1,0,0
KH59-74X,121,0,0,1.0,1,0,0,0,0,0,0
L19L-YN5,59,1,0,1.0,0,0,0,0,1,0,0
L19L-YN5,286,1,0,1.0,0,0,0,0,1,0,0
L6HT-QK6,73,1,0,1.0,0,0,0,0,1,0,0
L4C1-8VY,25,1,0,1.0,0,0,0,0,0,0,0
L4C1-8VY,30,1,0,1.0,0,0,1,0,0,0,0
L4C1-8VY,46,1,0,1.0,0,0,0,0,0,0,0
L4C1-8VY,66,0,0,1.0,1,0,0,0,0,0,0
L4C1-8VY,87,1,0,1.0,0,0,0,0,0,0,0
L4C1-8VY,96,0,0,1.0,1,0,0,0,0,0,0
L4C1-8VY,170,1,0,1.0,0,0,0,0,0,0,0
L4C1-8VY,190,0,0,1.0,1,0,0,0,0,0,0
L4C1-8VY,208,1,1,1.0,0,0,0,0,0,0,0
L4C1-8VY,263,0,0,1.0,1,0,0,0,0,0,0
L4C1-8VY,275,1,0,1.0,0,0,0,0,0,0,0
LK9T-32P,164,1,0,1.0,0,0,0,0,1,0,0
LK9T-32P,190,0,0,1.0,1,0,0,0,0,0,0
LK9T-32P,216,1,0,1.0,0,0,0,0,0,1,0
KZ3Y-C6F,193,0,0,1.0,1,0,0,0,0,0,0
K2R8-HK1,41,1,0,1.0,0,0,0,0,0,0,0
K2R8-HK1,87,1,0,1.0,0,0,0,0,0,0,0
L13X-7J4,87,1,0,1.0,0,0,0,0,0,0,0
L13X-7J4,139,0,0,1.0,0,0,0,0,0,0,0
L13X-7J4,201,1,0,1.0,0,0,0,0,0,0,0
L13X-7J4,288,1,0,1.0,0,0,1,0,0,0,0
GMDC-ZP7,196,0,0,1.0,1,0,0,0,0,0,0
KJLX-DG1,32,1,0,1.0,0,0,0,1,0,0,0
KJLX-DG1,36,1,0,1.0,0,0,0,0,1,0,0
KJLX-DG1,142,1,0,1.0,0,0,0,0,1,0,0
9MLN-N2N,142,1,0,1.0,0,0,0,0,1,0,0
GMNZ-G63,188,1,0,1.0,0,0,0,0,0,0,0
GMNZ-G63,214,0,0,1.0,1,0,0,0,0,0,0
LBG6-LH6,16,0,0,1.0,0,1,0,0,0,0,0
LBG6-LH6,32,1,0,1.0,0,0,0,1,0,0,0
LBG6-LH6,46,1,0,1.0,0,0,0,0,0,0,0
LBG6-LH6,87,1,0,1.0,0,0,0,0,0,0,0
LBG6-LH6,173,1,0,1.0,0,0,1,0,0,0,0
LBG6-LH6,188,1,0,1.0,0,0,0,0,0,0,0
LBG6-LH6,189,0,0,1.0,0,1,0,0,0,0,0
LBG6-LH6,191,0,0,1.0,1,0,0,0,0,0,0
LBG6-LH6,223,0,0,1.0,1,0,0,0,0,0,0
LXWC-NP2,201,1,0,1.0,0,0,0,0,0,0,0
LLW9-DS5,80,1,0,1.0,0,0,0,1,0,0,0
LLW9-DS5,85,1,0,1.0,0,0,0,1,0,0,0
LLW9-DS5,169,1,0,1.0,0,0,0,1,0,0,0
LLW9-DS5,186,0,0,1.0,1,0,0,0,0,0,0
LLW9-DS5,239,1,0,1.0,0,0,1,0,0,0,0
LLW9-DS5,268,1,0,1.0,0,0,0,0,0,0,0
LD9Z-YNK,246,1,0,1.0,0,0,1,0,0,0,0
LD9Z-YNK,258,1,0,1.0,0,0,1,0,0,0,0
GS84-559,5,0,0,1.0,1,0,0,0,0,0,0
GS84-559,46,1,0,1.0,0,0,0,0,0,0,0
GS84-559,87,1,0,1.0,0,0,0,0,0,0,0
GS84-559,168,0,0,1.0,1,0,0,0,0,0,0
GS84-559,189,0,0,1.0,0,1,0,0,0,0,0
LYSG-74L,73,1,0,1.0,0,0,0,0,1,0,0
LYSG-74L,168,0,0,1.0,1,0,0,0,0,0,0
LYSG-74L,177,1,0,1.0,0,0,0,0,0,0,0
LVG7-5KZ,32,1,0,1.0,0,0,0,1,0,0,0
LVG7-5KZ,82,1,0,1.0,0,0,0,0,0,0,0
LVG7-5KZ,87,1,0,1.0,0,0,0,0,0,0,0
LVG7-5KZ,133,0,0,1.0,0,0,0,0,0,0,0
LVG7-5KZ,169,1,0,1.0,0,0,0,1,0,0,0
LVG7-5KZ,195,0,0,1.0,1,0,0,0,0,0,0
K2RN-4Z4,194,0,0,1.0,1,0,0,0,0,0,0
GS8D-TCY,46,1,0,1.0,0,0,0,0,0,0,0
GS8D-TCY,87,1,0,1.0,0,0,0,0,0,0,0
L8S8-RY2,85,1,0,1.0,0,0,0,1,0,0,0
L8S8-RY2,125,1,0,1.0,0,0,0,1,0,0,0
L8S8-RY2,128,1,0,1.0,0,0,0,1,0,0,0
GS8D-MFV,34,1,0,1.0,0,0,1,0,0,0,0
GS8D-MFV,169,1,0,1.0,0,0,0,1,0,0,0
LVYB-6JM,4,0,0,1.0,1,0,0,0,0,0,0
LVYB-6JM,18,0,0,1.0,1,0,0,0,0,0,0
LVYB-6JM,24,0,0,1.0,1,0,0,0,0,0,0
LVYB-6JM,186,0,0,1.0,1,0,0,0,0,0,0
LVYB-6JM,190,0,0,1.0,1,0,0,0,0,0,0
K657-PG5,20,0,0,1.0,1,0,0,0,0,0,0
K657-PG5,74,0,1,1.0,0,0,0,0,0,0,0
L8S8-CYC,8,0,0,1.0,1,0,0,0,0,0,0
L8S8-CYC,19,0,0,1.0,1,0,0,0,0,0,0
L8S8-CYC,59,1,0,1.0,0,0,0,0,1,0,0
L8S8-CYC,81,1,0,1.0,0,0,1,0,0,0,0
L8S8-CYC,175,0,0,1.0,1,0,0,0,0,0,0
LRGD-F75,59,1,0,1.0,0,0,0,0,1,0,0
LRGD-F75,172,1,0,1.0,0,0,0,0,0,0,0
GS8K-24D,4,0,0,1.0,1,0,0,0,0,0,0
GS8K-24D,7,0,1,1.0,1,0,0,0,0,0,0
GS8K-24D,63,0,0,1.0,1,0,0,0,0,0,0
GS8K-24D,186,0,0,1.0,1,0,0,0,0,0,0
GS86-K8M,19,0,0,1.0,1,0,0,0,0,0,0
GS86-K8M,61,0,0,1.0,1,0,0,0,0,0,0
GS86-K8M,175,0,0,1.0,1,0,0,0,0,0,0
GS86-K8M,185,0,0,1.0,1,0,0,0,0,0,0
LRW8-JNN,65,0,0,1.0,1,0,0,0,0,0,0
LRW8-JNN,170,1,0,1.0,0,0,0,0,0,0,0
