unitid,line,efrace15,efrace16,fteptr,fteptc
"206437","9","9","3","0","0"
"206437","11","0","1","0","0"
"206437","12","0","1","0","0"
"206437","14","346","306","0","0"
"206437","15","122","351","205","156"
"206437","16","32","56","38","29"
"206437","17","90","295","167","127"
"206437","21","18","23","17","14"
"206437","22","9","9","8","6"
"206437","23","9","14","9","8"
"206437","25","24","79","39","34"
"206437","26","9","21","11","10"
"206437","27","15","58","28","24"
"206437","28","164","453","261","204"
"206437","29","510","759","0","0"
"206491","1","310","471","0","0"
"206491","2","96","158","0","0"
"206491","3","61","67","0","0"
"206491","4","68","108","0","0"
"206491","5","38","78","0","0"
"206491","6","47","60","0","0"
"206491","14","310","471","0","0"
"206491","15","0","7","3","2"
"206491","16","0","1","0","0"
"206491","17","0","6","3","2"
"206491","28","0","7","3","2"
"206491","29","310","478","0","0"
"206507","1","847","307","0","0"
"206507","2","193","88","0","0"
"206507","3","222","16","0","0"
"206507","4","188","68","0","0"
"206507","5","137","75","0","0"
"206507","6","107","60","0","0"
"206507","14","847","307","0","0"
"206507","15","30","38","27","22"
"206507","16","1","3","1","1"
"206507","17","29","35","26","21"
"206507","21","4","30","8","11"
"206507","22","4","30","8","11"
"206507","28","34","68","35","33"
"206507","29","881","375","0","0"
"206525","1","965","1042","0","0"
"206525","2","260","309","0","0"
"206525","3","16","7","0","0"
"206525","4","258","291","0","0"
"206525","5","227","225","0","0"
"206525","6","204","210","0","0"
"206525","7","3","2","0","0"
"206525","8","3","2","0","0"
"206525","14","968","1044","0","0"
"206525","15","9","6","5","5"
"206525","17","9","6","5","5"
"206525","21","22","68","39","30"
"206525","22","22","68","39","30"
"206525","28","31","74","44","35"
"206525","29","999","1118","0","0"
"206622","1","1170","1085","0","0"
"206622","2","235","283","0","0"
"206622","3","55","62","0","0"
"206622","4","298","246","0","0"
"206622","5","325","273","0","0"
"206622","6","257","221","0","0"
"206622","7","117","124","0","0"
"206622","8","114","119","0","0"
"206622","9","3","5","0","0"
"206622","11","100","88","0","0"
"206622","12","48","38","0","0"
"206622","13","52","50","0","0"
"206622","14","1387","1297","0","0"
"206622","15","250","468","254","237"
"206622","16","81","122","58","67"
"206622","17","169","346","196","170"
"206622","21","189","502","223","228"
"206622","22","118","291","129","135"
"206622","23","71","211","94","93"
"206622","25","1210","934","769","708"
"206622","26","223","216","151","145"
"206622","27","987","718","618","563"
"206622","28","1649","1904","1246","1173"
"206622","29","3036","3201","0","0"
"206695","1","5039","4496","0","0"
"206695","2","919","982","0","0"
"206695","3","1088","1098","0","0"
"206695","4","1083","1056","0","0"
"206695","5","981","747","0","0"
"206695","6","968","613","0","0"
"206695","11","57","33","0","0"
"206695","12","29","10","0","0"
"206695","13","28","23","0","0"
"206695","14","5096","4529","0","0"
"206695","15","2206","2148","1277","1437"
"206695","16","125","165","85","96"
"206695","17","2081","1983","1192","1341"
"206695","25","409","638","301","346"
"206695","26","75","128","58","67"
"206695","27","334","510","243","279"
"206695","28","2615","2786","1578","1783"
"206695","29","7711","7315","0","0"
"208035","1","196","236","0","0"
"208035","2","114","116","0","0"
"208035","3","82","120","0","0"
"208035","7","89","108","0","0"
"208035","14","285","344","0","0"
"208035","15","206","273","171","158"
"208035","16","135","135","91","89"
"208035","17","71","138","80","69"
"208035","21","474","595","352","353"
"208035","28","680","868","523","511"
"208035","29","965","1212","0","0"
"206817","1","101","230","0","0"
"206817","2","56","79","0","0"
"206817","3","45","151","0","0"
"206817","7","1","1","0","0"
"206817","14","102","231","0","0"
"206817","15","15","77","51","30"
"206817","16","6","21","15","9"
"206817","17","9","56","36","21"
"206817","21","14","23","10","12"
"206817","28","29","100","61","42"
"206817","29","131","331","0","0"
"206862","1","389","488","0","0"
"206862","2","89","140","0","0"
"206862","3","24","41","0","0"
"206862","4","101","105","0","0"
"206862","5","93","100","0","0"
"206862","6","82","102","0","0"
"206862","7","4","4","0","0"
"206862","9","4","4","0","0"
"206862","11","14","10","0","0"
"206862","12","2","1","0","0"
"206862","13","12","9","0","0"
"206862","14","407","502","0","0"
"206862","15","70","78","86","49"
"206862","16","12","13","15","8"
"206862","17","58","65","71","41"
"206862","21","20","24","14","14"
"206862","22","13","15","6","9"
"206862","23","7","9","8","5"
"206862","25","33","41","37","25"
"206862","26","10","1","5","4"
"206862","27","23","40","32","21"
"206862","28","123","143","137","88"
"206862","29","530","645","0","0"
"206914","1","1310","1215","0","0"
"206914","2","307","285","0","0"
"206914","3","197","165","0","0"
"206914","4","362","293","0","0"
"206914","5","197","212","0","0"
"206914","6","247","260","0","0"
"206914","7","104","119","0","0"
"206914","8","104","119","0","0"
"206914","14","1414","1334","0","0"
"206914","15","943","786","832","570"
"206914","16","233","156","148","128"
"206914","17","710","630","684","442"
"206914","21","303","333","235","210"
"206914","22","303","333","235","210"
"206914","28","1246","1119","1067","780"
"206914","29","2660","2453","0","0"
"206835","1","127","130","0","0"
"206835","2","30","23","0","0"
"206835","3","18","18","0","0"
"206835","4","30","35","0","0"
"206835","5","24","31","0","0"
"206835","6","25","23","0","0"
"206835","7","1","2","0","0"
"206835","8","1","2","0","0"
"206835","14","128","132","0","0"
"206835","15","76","125","90","67"
"206835","16","7","13","7","7"
"206835","17","69","112","83","60"
"206835","21","27","28","17","18"
"206835","22","27","28","17","18"
"206835","28","103","153","107","85"
"206835","29","231","285","0","0"
"206941","1","2910","2992","0","0"
"206941","2","468","542","0","0"
"206941","3","562","561","0","0"
"206941","4","597","648","0","0"
"206941","5","683","651","0","0"
"206941","6","600","590","0","0"
"206941","11","415","323","0","0"
"206941","12","161","108","0","0"
"206941","13","254","215","0","0"
"206941","14","3325","3315","0","0"
"206941","15","1558","2142","1919","1221"
"206941","16","97","171","141","88"
"206941","17","1461","1971","1778","1133"
"206941","21","103","166","66","89"
"206941","23","103","166","66","89"
"206941","25","919","1691","1140","861"
"206941","26","210","333","246","179"
"206941","27","709","1358","894","682"
"206941","28","2580","3999","3125","2171"
"206941","29","5905","7314","0","0"
"206996","1","377","530","0","0"
"206996","2","167","249","0","0"
"206996","3","210","281","0","0"
"206996","7","2","15","0","0"
"206996","14","379","545","0","0"
"206996","15","125","359","182","160"
"206996","16","55","145","70","66"
"206996","17","70","214","112","94"
"206996","21","11","26","12","12"
"206996","28","136","385","194","172"
"206996","29","515","930","0","0"
"207041","1","1333","1609","0","0"
"207041","2","318","375","0","0"
"207041","3","209","227","0","0"
"207041","4","261","327","0","0"
"207041","5","259","339","0","0"
"207041","6","286","341","0","0"
"207041","7","11","15","0","0"
"207041","9","11","15","0","0"
"207041","11","32","59","0","0"
"207041","12","12","25","0","0"
"207041","13","20","34","0","0"
"207041","14","1376","1683","0","0"
"207041","15","154","331","258","160"
"207041","16","10","26","21","12"
"207041","17","144","305","237","148"
"207041","21","7","15","11","7"
"207041","23","7","15","11","7"
"207041","25","177","432","240","201"
"207041","26","33","109","58","47"
"207041","27","144","323","182","154"
"207041","28","338","778","509","368"
"207041","29","1714","2461","0","0"
"207050","1","412","414","0","0"
"207050","2","194","202","0","0"
"207050","3","218","212","0","0"
"207050","7","22","27","0","0"
"207050","14","434","441","0","0"
"207050","15","262","444","228","233"
"207050","16","160","215","106","124"
"207050","17","102","229","122","109"
"207050","21","166","201","71","121"
"207050","28","428","645","299","354"
"207050","29","862","1086","0","0"
"207069","1","307","237","0","0"
"207069","2","139","102","0","0"
"207069","3","168","135","0","0"
"207069","14","307","237","0","0"
"207069","15","436","435","282","287"
"207069","16","254","204","117","151"
"207069","17","182","231","165","136"
"207069","21","33","122","21","51"
"207069","28","469","557","303","338"
"207069","29","776","794","0","0"
"204866","25","84","221","40","101"
"204866","26","54","175","31","76"
"204866","27","30","46","9","25"
"204866","28","231","553","196","258"
"204866","29","429","921","0","0"
"204909","1","656","648","0","0"
"204909","2","160","176","0","0"
"204909","3","23","21","0","0"
"204909","4","181","187","0","0"
"204909","5","151","115","0","0"
"204909","6","141","149","0","0"
"204909","14","656","648","0","0"
"204909","15","14","31","15","15"
"204909","16","5","12","6","6"
"204909","17","9","19","9","9"
"204909","28","14","31","15","15"
"204909","29","670","679","0","0"
"204936","1","489","628","0","0"
"204936","2","145","189","0","0"
"204936","3","58","47","0","0"
"204936","4","113","150","0","0"
"204936","5","98","140","0","0"
"204936","6","75","102","0","0"
"204936","7","13","12","0","0"
"204936","8","13","12","0","0"
"204936","14","502","640","0","0"
"204936","15","13","12","12","8"
"204936","17","13","12","12","8"
"204936","21","125","383","254","168"
"204936","22","125","383","254","168"
"204936","28","138","395","266","176"
"204936","29","640","1035","0","0"
"205027","1","104","0","0","0"
"205027","2","22","0","0","0"
"205027","4","36","0","0","0"
"205027","5","30","0","0","0"
"205027","6","16","0","0","0"
"205027","11","74","3","0","0"
"205027","12","24","2","0","0"
"205027","13","50","1","0","0"
"205027","14","178","3","0","0"
"205027","15","1","0","0","0"
"205027","17","1","0","0","0"
"205027","25","2","9","4","4"
"205027","27","2","9","4","4"
"205027","28","3","9","4","4"
"205027","29","181","12","0","0"
"205124","1","98","0","0","0"
"205124","2","8","0","0","0"
"205124","3","22","0","0","0"
"205124","4","25","0","0","0"
"205124","5","18","0","0","0"
"205124","6","25","0","0","0"
"205124","11","60","0","0","0"
"205124","12","10","0","0","0"
"205124","13","50","0","0","0"
"205124","14","158","0","0","0"
"205124","29","158","0","0","0"
"205203","1","607","714","0","0"
"205203","2","212","209","0","0"
"205203","3","114","119","0","0"
"205203","4","130","172","0","0"
"205203","5","76","106","0","0"
"205203","6","75","108","0","0"
"205203","14","607","714","0","0"
"205203","15","47","87","37","44"
"205203","16","4","17","6","7"
"205203","17","43","70","31","37"
"205203","21","64","84","42","49"
"205203","22","64","84","42","49"
"205203","28","111","171","79","93"
"205203","29","718","885","0","0"
"205470","1","1462","2298","0","0"
"205470","2","435","617","0","0"
"205470","3","1027","1681","0","0"
"205470","14","1462","2298","0","0"
"205470","15","4203","6520","4405","3538"
"205470","16","1088","1689","1140","916"
"205470","17","3115","4831","3265","2622"
"205470","28","4203","6520","4405","3538"
"205470","29","5665","8818","0","0"
"206048","1","257","188","0","0"
"206048","2","143","76","0","0"
"206048","3","15","14","0","0"
"206048","4","54","64","0","0"
"206048","5","25","19","0","0"
"206048","6","20","15","0","0"
"206048","14","257","188","0","0"
"206048","15","79","101","86","59"
"206048","16","6","12","9","6"
"206048","17","73","89","77","53"
"206048","21","21","50","20","23"
"206048","22","21","50","20","23"
"206048","28","100","151","106","82"
"206048","29","357","339","0","0"
"206288","10","136","68","0","0"
"206288","11","7","12","0","0"
"206288","12","4","11","0","0"
"206288","13","3","1","0","0"
"206288","14","143","80","0","0"
"206288","24","7","2","3","3"
"206288","25","39","6","23","15"
"206288","26","10","2","6","4"
"206288","27","29","4","17","11"
"206288","28","46","8","26","18"
"206288","29","189","88","0","0"
"200800","1","6999","6408","0","0"
"200800","2","1416","1433","0","0"
"200800","3","1504","1293","0","0"
"200800","4","1563","1398","0","0"
"200800","5","1369","1161","0","0"
"200800","6","1147","1123","0","0"
"200800","7","79","90","0","0"
"200800","8","27","14","0","0"
"200800","9","52","76","0","0"
"200800","10","324","190","0","0"
"200800","11","517","400","0","0"
"200800","12","223","197","0","0"
"200800","13","294","203","0","0"
"200800","14","7919","7088","0","0"
"200800","15","3559","4086","3078","2523"
"200800","16","467","564","430","340"
"200800","17","3092","3522","2648","2183"
"200800","21","578","753","317","439"
"200800","22","174","244","68","138"
"200800","23","404","509","249","301"
"200800","24","39","20","27","19"
"200800","25","869","1114","522","655"
"200800","26","484","649","294","374"
"200800","27","385","465","228","281"
"200800","28","5045","5973","3944","3636"
"200800","29","12964","13061","0","0"
"201885","1","7871","6619","0","0"
"201885","2","1928","1718","0","0"
"201885","3","1410","1242","0","0"
"201885","4","1849","1534","0","0"
"201885","5","1560","1256","0","0"
"201885","6","1124","869","0","0"
"201885","7","417","267","0","0"
"201885","8","401","247","0","0"
"201885","9","16","20","0","0"
"201885","10","724","428","0","0"
"201885","11","1289","1059","0","0"
"201885","12","347","321","0","0"
"201885","13","942","738","0","0"
"201885","14","10301","8373","0","0"
"201885","15","2664","2173","1382","1596"
"201885","16","70","82","52","50"
"201885","17","2594","2091","1330","1546"
"201885","21","2241","2457","1238","1550"
"201885","22","2058","2100","1104","1372"
"201885","23","183","357","134","178"
"201885","24","14","10","8","8"
"201885","25","991","981","430","651"
"201885","26","138","190","92","108"
"201885","27","853","791","338","543"
"201885","28","5910","5621","3058","3805"
"201885","29","16211","13994","0","0"
"202480","1","3480","2823","0","0"
"202480","2","988","822","0","0"
"202480","3","240","164","0","0"
"202480","4","895","718","0","0"
"202480","5","718","573","0","0"
"202480","6","639","546","0","0"
"202480","7","81","34","0","0"
"202480","8","4","1","0","0"
"202480","9","77","33","0","0"
"202480","10","232","114","0","0"
"202480","11","426","214","0","0"
"202480","12","188","94","0","0"
"202480","13","238","120","0","0"
"202480","14","4219","3185","0","0"
"202480","15","406","241","199","214"
"202480","16","12","12","9","8"
"202480","17","394","229","190","206"
"202480","21","412","569","463","324"
"202480","22","67","87","37","51"
"202480","23","345","482","426","273"
"202480","24","3","1","1","1"
"202480","25","630","634","669","417"
"202480","26","247","211","239","151"
"202480","27","383","423","430","266"
"202480","28","1451","1445","1332","956"
"202480","29","5670","4630","0","0"
"206084","1","6142","5455","0","0"
"206084","2","1312","1385","0","0"
"206084","3","1393","1176","0","0"
"206084","4","1345","1329","0","0"
"206084","5","1046","753","0","0"
"206084","6","1046","812","0","0"
"206084","7","66","50","0","0"
"206084","8","66","50","0","0"
"206084","10","292","147","0","0"
"206084","11","346","227","0","0"
"206084","12","154","132","0","0"
"206084","13","192","95","0","0"
"206084","14","6846","5879","0","0"
"206084","15","2616","3359","2503","1971"
"206084","16","183","306","202","161"
"206084","17","2433","3053","2301","1810"
"206084","21","219","264","160","159"
"206084","22","219","264","160","159"
"206084","24","169","97","152","88"
"206084","25","802","987","577","591"
"206084","26","557","593","383","380"
"206084","27","245","394","194","211"
"206084","28","3806","4707","3392","2809"
"206084","29","10652","10586","0","0"
"206330","1","321","178","0","0"
"206330","2","111","38","0","0"
"206330","3","66","31","0","0"
"206330","4","55","48","0","0"
"206330","5","50","35","0","0"
"206330","6","39","26","0","0"
"206330","14","321","178","0","0"
"206330","15","42","59","42","33"
"206330","16","1","2","1","1"
"206330","17","41","57","41","32"
"206330","21","3","3","2","2"
"206330","22","3","3","2","2"
"206330","28","45","62","44","35"
"206330","29","366","240","0","0"
"206349","1","25","580","0","0"
"206349","2","2","83","0","0"
"206349","3","1","32","0","0"
"206349","4","7","123","0","0"
"206349","5","8","173","0","0"
"206349","6","7","169","0","0"
"206349","7","0","10","0","0"
"206349","9","0","10","0","0"
"206349","14","25","590","0","0"
"206349","15","33","658","228","228"
"206349","16","0","3","1","1"
"206349","17","33","655","227","227"
"206349","21","12","177","62","62"
"206349","22","8","93","33","33"
"206349","23","4","84","29","29"
"206349","25","4","15","7","7"
"206349","26","0","2","1","1"
"206349","27","4","13","6","6"
"206349","28","49","850","297","297"
"206349","29","74","1440","0","0"
"206437","1","337","302","0","0"
"206437","2","104","105","0","0"
"206437","3","27","16","0","0"
"206437","4","89","81","0","0"
"206437","5","64","56","0","0"
"206437","6","53","44","0","0"
"206437","7","9","3","0","0"
"204264","9","2","1","0","0"
"204264","14","538","458","0","0"
"204264","21","10","19","10","10"
"204264","22","10","19","10","10"
"204264","28","10","19","10","10"
"204264","29","548","477","0","0"
"204468","1","0","361","0","0"
"204468","2","0","57","0","0"
"204468","3","0","87","0","0"
"204468","4","0","75","0","0"
"204468","5","0","79","0","0"
"204468","6","0","63","0","0"
"204468","7","0","7","0","0"
"204468","9","0","7","0","0"
"204468","14","0","368","0","0"
"204468","15","0","73","24","24"
"204468","16","0","3","1","1"
"204468","17","0","70","23","23"
"204468","21","1","306","101","102"
"204468","22","0","287","94","95"
"204468","23","1","19","7","7"
"204468","28","1","379","125","126"
"204468","29","1","747","0","0"
"204501","1","1259","1361","0","0"
"204501","2","337","377","0","0"
"204501","3","63","41","0","0"
"204501","4","368","379","0","0"
"204501","5","275","342","0","0"
"204501","6","216","222","0","0"
"204501","7","1","3","0","0"
"204501","8","1","3","0","0"
"204501","14","1260","1364","0","0"
"204501","15","43","49","62","30"
"204501","16","8","8","11","5"
"204501","17","35","41","51","25"
"204501","21","20","33","35","17"
"204501","22","20","33","35","17"
"204501","25","2","4","4","2"
"204501","26","1","3","3","1"
"204501","27","1","1","1","1"
"204501","28","65","86","101","49"
"204501","29","1325","1450","0","0"
"204547","10","434","128","0","0"
"204547","14","434","128","0","0"
"204547","29","434","128","0","0"
"204635","1","1107","815","0","0"
"204635","2","263","210","0","0"
"204635","3","66","34","0","0"
"204635","4","253","196","0","0"
"204635","5","239","153","0","0"
"204635","6","286","222","0","0"
"204635","7","4","4","0","0"
"204635","8","4","4","0","0"
"204635","10","322","106","0","0"
"204635","14","1433","925","0","0"
"204635","15","15","24","17","13"
"204635","17","15","24","17","13"
"204635","21","5","17","5","7"
"204635","22","5","17","5","7"
"204635","24","2","1","2","1"
"204635","28","22","42","24","21"
"204635","29","1455","967","0","0"
"204671","1","330","424","0","0"
"204671","2","164","166","0","0"
"204671","3","83","85","0","0"
"204671","4","50","80","0","0"
"204671","5","16","35","0","0"
"204671","6","17","58","0","0"
"204671","11","0","3","0","0"
"204671","12","0","3","0","0"
"204671","14","330","427","0","0"
"204671","15","119","170","138","95"
"204671","16","27","28","30","18"
"204671","17","92","142","108","77"
"204671","25","1","31","7","10"
"204671","26","1","9","2","3"
"204671","27","0","22","5","7"
"204671","28","120","201","145","105"
"204671","29","450","628","0","0"
"204680","1","291","400","0","0"
"204680","2","127","142","0","0"
"204680","3","62","75","0","0"
"204680","4","53","85","0","0"
"204680","5","14","39","0","0"
"204680","6","35","59","0","0"
"204680","11","1","4","0","0"
"204680","12","1","1","0","0"
"204680","13","0","3","0","0"
"204680","14","292","404","0","0"
"204680","15","121","200","145","106"
"204680","16","27","33","33","20"
"204680","17","94","167","112","86"
"204680","25","7","51","13","20"
"204680","26","3","23","6","9"
"204680","27","4","28","7","11"
"204680","28","128","251","158","126"
"204680","29","420","655","0","0"
"204699","1","217","286","0","0"
"204699","2","80","113","0","0"
"204699","3","34","48","0","0"
"204699","4","38","48","0","0"
"204699","5","12","19","0","0"
"204699","6","53","58","0","0"
"204699","11","0","2","0","0"
"204699","12","0","1","0","0"
"204699","13","0","1","0","0"
"204699","14","217","288","0","0"
"204699","15","111","175","119","94"
"204699","16","20","36","27","18"
"204699","17","91","139","92","76"
"204699","25","11","41","12","17"
"204699","26","3","13","4","5"
"204699","27","8","28","8","12"
"204699","28","122","216","131","111"
"204699","29","339","504","0","0"
"204705","1","276","298","0","0"
"204705","2","142","134","0","0"
"204705","3","59","53","0","0"
"204705","4","38","49","0","0"
"204705","5","13","27","0","0"
"204705","6","24","35","0","0"
"204705","11","1","3","0","0"
"204705","12","0","1","0","0"
"204705","13","1","2","0","0"
"204705","14","277","301","0","0"
"204705","15","136","205","144","112"
"204705","16","23","30","24","17"
"204705","17","113","175","120","95"
"204705","25","3","38","10","14"
"204705","26","2","21","5","8"
"204705","27","1","17","5","6"
"204705","28","139","243","154","126"
"204705","29","416","544","0","0"
"202541","1","2697","364","0","0"
"202541","2","1155","142","0","0"
"202541","3","112","10","0","0"
"202541","4","578","73","0","0"
"202541","5","398","54","0","0"
"202541","6","454","85","0","0"
"202541","14","2697","364","0","0"
"202541","15","167","16","91","60"
"202541","16","31","0","15","10"
"202541","17","136","16","76","50"
"202541","28","167","16","91","60"
"202541","29","2864","380","0","0"
"204857","1","6222","5405","0","0"
"204857","2","1559","1565","0","0"
"204857","3","582","446","0","0"
"204857","4","1351","1141","0","0"
"204857","5","1226","1017","0","0"
"204857","6","1504","1236","0","0"
"204857","7","9","7","0","0"
"204857","8","9","7","0","0"
"204857","10","278","97","0","0"
"204857","11","1054","701","0","0"
"204857","12","438","330","0","0"
"204857","13","616","371","0","0"
"204857","14","7563","6210","0","0"
"204857","15","442","420","411","284"
"204857","16","38","24","40","20"
"204857","17","404","396","371","264"
"204857","21","42","71","37","37"
"204857","22","42","71","37","37"
"204857","24","0","2","1","1"
"204857","25","201","266","109","154"
"204857","26","50","109","46","52"
"204857","27","151","157","63","102"
"204857","28","685","759","558","476"
"204857","29","8248","6969","0","0"
"204802","1","164","224","0","0"
"204802","2","59","81","0","0"
"204802","3","27","34","0","0"
"204802","4","40","45","0","0"
"204802","5","18","27","0","0"
"204802","6","20","37","0","0"
"204802","7","3","2","0","0"
"204802","8","3","2","0","0"
"204802","11","1","5","0","0"
"204802","12","0","1","0","0"
"204802","13","1","4","0","0"
"204802","14","168","231","0","0"
"204802","15","143","266","101","135"
"204802","16","3","6","4","3"
"204802","17","140","260","97","132"
"204802","21","10","12","5","7"
"204802","22","10","12","5","7"
"204802","25","19","31","10","16"
"204802","26","14","26","8","13"
"204802","27","5","5","2","3"
"204802","28","172","309","116","158"
"204802","29","340","540","0","0"
"204820","1","304","344","0","0"
"204820","2","108","105","0","0"
"204820","3","68","74","0","0"
"204820","4","63","89","0","0"
"204820","5","43","29","0","0"
"204820","6","22","47","0","0"
"204820","7","2","4","0","0"
"204820","8","2","4","0","0"
"204820","11","2","0","0","0"
"204820","12","2","0","0","0"
"204820","14","308","348","0","0"
"204820","15","139","235","146","123"
"204820","16","24","34","24","19"
"204820","17","115","201","122","104"
"204820","21","28","28","15","18"
"204820","22","28","28","15","18"
"204820","25","37","76","37","37"
"204820","26","27","68","31","31"
"204820","27","10","8","6","6"
"204820","28","204","339","198","178"
"204820","29","512","687","0","0"
"204848","1","412","325","0","0"
"204848","2","205","127","0","0"
"204848","3","97","66","0","0"
"204848","4","55","72","0","0"
"204848","5","26","29","0","0"
"204848","6","29","31","0","0"
"204848","7","3","2","0","0"
"204848","8","3","2","0","0"
"204848","11","47","9","0","0"
"204848","12","24","3","0","0"
"204848","13","23","6","0","0"
"204848","14","462","336","0","0"
"204848","15","245","368","217","202"
"204848","16","22","54","33","25"
"204848","17","223","314","184","177"
"204848","21","85","55","43","46"
"204848","22","85","55","43","46"
"204848","25","26","20","13","15"
"204848","26","16","18","10","11"
"204848","27","10","2","3","4"
"204848","28","356","443","273","263"
"204848","29","818","779","0","0"
"204866","1","183","346","0","0"
"204866","2","60","111","0","0"
"204866","3","44","59","0","0"
"204866","4","38","93","0","0"
"204866","5","24","50","0","0"
"204866","6","17","33","0","0"
"204866","11","15","22","0","0"
"204866","12","10","20","0","0"
"204866","13","5","2","0","0"
"204866","14","198","368","0","0"
"204866","15","129","273","140","132"
"204866","16","12","34","21","15"
"204866","17","117","239","119","117"
"204866","21","18","59","16","25"
"204866","22","18","59","16","25"
"203517","2","1630","2022","0","0"
"203517","3","669","723","0","0"
"203517","4","1243","1632","0","0"
"203517","5","1141","1368","0","0"
"203517","6","1258","1554","0","0"
"203517","7","74","100","0","0"
"203517","8","56","58","0","0"
"203517","9","18","42","0","0"
"203517","11","510","680","0","0"
"203517","12","160","185","0","0"
"203517","13","350","495","0","0"
"203517","14","6525","8079","0","0"
"203517","15","1245","1450","1058","890"
"203517","16","202","239","142","146"
"203517","17","1043","1211","916","744"
"203517","21","403","754","285","382"
"203517","22","175","227","123","133"
"203517","23","228","527","162","249"
"203517","25","812","1138","592","643"
"203517","26","98","145","74","80"
"203517","27","714","993","518","563"
"203517","28","2460","3342","1935","1915"
"203517","29","8985","11421","0","0"
"203447","1","113","241","0","0"
"203447","2","44","114","0","0"
"203447","3","69","127","0","0"
"203447","14","113","241","0","0"
"203447","15","148","265","166","136"
"203447","16","44","72","49","38"
"203447","17","104","193","117","98"
"203447","21","11","22","10","11"
"203447","28","159","287","176","147"
"203447","29","272","528","0","0"
"203465","1","267","316","0","0"
"203465","2","120","149","0","0"
"203465","3","147","167","0","0"
"203465","7","0","2","0","0"
"203465","14","267","318","0","0"
"203465","15","316","550","315","286"
"203465","16","93","143","83","78"
"203465","17","223","407","232","208"
"203465","21","30","40","17","23"
"203465","28","346","590","332","309"
"203465","29","613","908","0","0"
"203456","1","103","201","0","0"
"203456","2","38","80","0","0"
"203456","3","65","121","0","0"
"203456","7","2","0","0","0"
"203456","14","105","201","0","0"
"203456","15","65","185","101","83"
"203456","16","11","33","15","15"
"203456","17","54","152","86","68"
"203456","21","20","23","10","14"
"203456","28","85","208","111","97"
"203456","29","190","409","0","0"
"203492","1","108","155","0","0"
"203492","2","55","76","0","0"
"203492","3","53","79","0","0"
"203492","14","108","155","0","0"
"203492","15","124","178","116","99"
"203492","16","50","69","49","39"
"203492","17","74","109","67","60"
"203492","21","10","17","6","9"
"203492","28","134","195","122","108"
"203492","29","242","350","0","0"
"203483","1","162","224","0","0"
"203483","2","90","102","0","0"
"203483","3","72","122","0","0"
"203483","14","162","224","0","0"
"203483","15","182","296","191","158"
"203483","16","42","64","40","35"
"203483","17","140","232","151","123"
"203483","21","16","29","12","15"
"203483","28","198","325","203","173"
"203483","29","360","549","0","0"
"203474","1","228","352","0","0"
"203474","2","103","156","0","0"
"203474","3","125","196","0","0"
"203474","7","2","0","0","0"
"203474","14","230","352","0","0"
"203474","15","421","562","362","325"
"203474","16","154","169","121","107"
"203474","17","267","393","241","218"
"203474","21","25","21","14","15"
"203474","28","446","583","376","340"
"203474","29","676","935","0","0"
"203535","1","768","700","0","0"
"203535","2","224","245","0","0"
"203535","3","4","1","0","0"
"203535","4","231","182","0","0"
"203535","5","140","124","0","0"
"203535","6","169","148","0","0"
"203535","7","2","1","0","0"
"203535","8","2","1","0","0"
"203535","14","770","701","0","0"
"203535","15","2","0","1","1"
"203535","17","2","0","1","1"
"203535","21","9","11","5","7"
"203535","22","9","11","5","7"
"203535","28","11","11","6","8"
"203535","29","781","712","0","0"
"203580","1","56","291","0","0"
"203580","2","4","69","0","0"
"203580","3","3","7","0","0"
"203580","4","4","67","0","0"
"203580","5","8","68","0","0"
"203580","6","37","80","0","0"
"203580","7","0","1","0","0"
"203580","8","0","1","0","0"
"203580","11","53","26","0","0"
"203580","12","20","12","0","0"
"203580","13","33","14","0","0"
"203580","14","109","318","0","0"
"203580","15","91","133","99","74"
"203580","16","0","2","1","1"
"203580","17","91","131","98","73"
"203580","21","6","16","9","7"
"203580","22","6","9","6","5"
"203580","23","0","7","3","2"
"203580","25","17","18","17","12"
"203580","26","6","3","4","3"
"203580","27","11","15","13","9"
"203580","28","114","167","125","93"
"203580","29","223","485","0","0"
"203748","1","945","1072","0","0"
"203748","2","331","424","0","0"
"203748","3","614","648","0","0"
"203748","14","945","1072","0","0"
"203748","15","1490","2634","1547","1361"
"203748","16","370","645","363","335"
"203748","17","1120","1989","1184","1026"
"203748","28","1490","2634","1547","1361"
"203748","29","2435","3706","0","0"
"203757","1","32","143","0","0"
"203757","2","8","60","0","0"
"203757","3","9","26","0","0"
"203757","4","7","30","0","0"
"203757","5","4","19","0","0"
"203757","6","4","8","0","0"
"203757","7","6","13","0","0"
"203757","8","6","13","0","0"
"203757","14","38","156","0","0"
"203757","15","47","341","152","128"
"203757","16","4","61","25","21"
"203757","17","43","280","127","107"
"203757","21","16","175","75","63"
"203757","22","16","175","75","63"
"203757","28","63","516","227","191"
"203757","29","101","672","0","0"
"203775","1","397","422","0","0"
"203775","2","100","126","0","0"
"203775","3","48","35","0","0"
"203775","4","73","115","0","0"
"203775","5","64","79","0","0"
"203775","6","112","67","0","0"
"203775","7","2","3","0","0"
"203775","8","2","3","0","0"
"203775","14","399","425","0","0"
"203775","15","42","57","31","33"
"203775","16","4","11","4","5"
"203775","17","38","46","27","28"
"203775","21","29","70","36","33"
"203775","22","29","70","36","33"
"203775","28","71","127","67","66"
"203775","29","470","552","0","0"
"203845","1","724","412","0","0"
