unitid,line,efrace15,efrace16,fteptr,fteptc
"100654","1","1485","1454","0","0"
"100654","2","361","425","0","0"
"100654","3","269","287","0","0"
"100654","4","308","283","0","0"
"100654","5","256","225","0","0"
"100654","6","291","234","0","0"
"100654","7","4","4","0","0"
"100654","8","4","4","0","0"
"100654","11","292","107","0","0"
"100654","12","21","12","0","0"
"100654","13","271","95","0","0"
"100654","14","1781","1565","0","0"
"100654","15","95","123","103","72"
"100654","16","12","29","15","14"
"100654","17","83","94","88","58"
"100654","21","27","55","38","27"
"100654","22","27","55","38","27"
"100654","25","235","340","288","190"
"100654","26","11","34","23","15"
"100654","27","224","306","265","175"
"100654","28","357","518","429","289"
"100654","29","2138","2083","0","0"
"101189","1","448","670","0","0"
"101189","2","89","198","0","0"
"101189","3","127","237","0","0"
"101189","4","178","189","0","0"
"101189","5","30","27","0","0"
"101189","6","24","19","0","0"
"101189","14","448","670","0","0"
"101189","15","98","181","121","92"
"101189","16","16","44","16","20"
"101189","17","82","137","105","72"
"101189","21","14","21","10","12"
"101189","22","14","21","10","12"
"101189","28","112","202","131","104"
"101189","29","560","872","0","0"
"101709","1","725","1285","0","0"
"101709","2","169","379","0","0"
"101709","3","129","158","0","0"
"101709","4","162","252","0","0"
"101709","5","127","240","0","0"
"101709","6","138","256","0","0"
"101709","7","13","18","0","0"
"101709","8","7","9","0","0"
"101709","9","6","9","0","0"
"101709","11","5","29","0","0"
"101709","12","2","17","0","0"
"101709","13","3","12","0","0"
"101709","14","743","1332","0","0"
"101709","15","77","123","113","66"
"101709","16","4","8","8","4"
"101709","17","73","115","105","62"
"101709","21","29","69","33","33"
"101709","22","15","35","15","17"
"101709","23","14","34","18","16"
"101709","25","47","149","58","65"
"101709","26","11","47","18","19"
"101709","27","36","102","40","46"
"101709","28","153","341","204","164"
"101709","29","896","1673","0","0"
"100724","1","1323","1561","0","0"
"100724","2","342","386","0","0"
"100724","3","273","283","0","0"
"100724","4","246","316","0","0"
"100724","5","238","293","0","0"
"100724","6","224","283","0","0"
"100724","7","73","68","0","0"
"100724","8","52","35","0","0"
"100724","9","21","33","0","0"
"100724","11","39","80","0","0"
"100724","12","10","11","0","0"
"100724","13","29","69","0","0"
"100724","14","1435","1709","0","0"
"100724","15","128","145","192","90"
"100724","16","7","13","15","7"
"100724","17","121","132","177","83"
"100724","21","40","57","41","32"
"100724","22","22","20","22","14"
"100724","23","18","37","19","18"
"100724","25","23","76","51","33"
"100724","26","2","6","4","3"
"100724","27","21","70","47","30"
"100724","28","191","278","284","155"
"100724","29","1626","1987","0","0"
"100760","1","276","380","0","0"
"100760","2","93","135","0","0"
"100760","3","183","245","0","0"
"100760","7","1","0","0","0"
"100760","14","277","380","0","0"
"100760","15","210","215","206","141"
"100760","16","99","94","91","64"
"100760","17","111","121","115","77"
"100760","21","12","18","9","10"
"100760","28","222","233","215","151"
"100760","29","499","613","0","0"
"100812","1","178","320","0","0"
"100812","5","93","178","0","0"
"100812","6","85","142","0","0"
"100812","7","10","20","0","0"
"100812","8","10","20","0","0"
"100812","14","188","340","0","0"
"100812","15","328","306","334","209"
"100812","17","328","306","334","209"
"100812","21","105","125","95","76"
"100812","22","105","125","95","76"
"100812","28","433","431","429","285"
"100812","29","621","771","0","0"
"100858","1","8761","6631","0","0"
"100858","2","1452","1377","0","0"
"100858","3","823","608","0","0"
"100858","4","2285","1555","0","0"
"100858","5","1953","1527","0","0"
"100858","6","2248","1564","0","0"
"100858","7","70","40","0","0"
"100858","8","53","32","0","0"
"100858","9","17","8","0","0"
"100858","10","216","149","0","0"
"100858","11","428","288","0","0"
"100858","12","171","109","0","0"
"100858","13","257","179","0","0"
"100858","14","9475","7108","0","0"
"100858","15","831","376","576","399"
"100858","16","30","20","31","17"
"100858","17","801","356","545","382"
"100858","21","113","119","79","77"
"100858","22","81","61","43","47"
"100858","23","32","58","36","30"
"100858","25","626","408","378","341"
"100858","26","65","50","58","38"
"100858","27","561","358","320","303"
"100858","28","1570","903","1033","817"
"100858","29","11045","8011","0","0"
"100937","1","682","700","0","0"
"100937","2","183","165","0","0"
"100937","3","28","32","0","0"
"100937","4","147","165","0","0"
"100937","5","162","141","0","0"
"100937","6","162","197","0","0"
"100937","7","3","17","0","0"
"100937","8","3","17","0","0"
"100937","11","22","26","0","0"
"100937","12","1","5","0","0"
"100937","13","21","21","0","0"
"100937","14","707","743","0","0"
"100937","15","32","95","66","42"
"100937","16","2","11","4","4"
"100937","17","30","84","62","38"
"100937","21","7","39","21","15"
"100937","22","7","39","21","15"
"100937","25","16","17","17","11"
"100937","26","2","4","4","2"
"100937","27","14","13","13","9"
"100937","28","55","151","104","68"
"100937","29","762","894","0","0"
"101514","1","1134","1345","0","0"
"101514","2","317","405","0","0"
"101514","3","817","940","0","0"
"101514","7","30","23","0","0"
"101514","14","1164","1368","0","0"
"101514","15","1506","1540","1530","1005"
"101514","16","340","341","311","225"
"101514","17","1166","1199","1219","780"
"101514","21","59","58","53","39"
"101514","28","1565","1598","1583","1044"
"101514","29","2729","2966","0","0"
"101143","1","449","649","0","0"
"101143","2","330","462","0","0"
"101143","3","119","187","0","0"
"101143","14","449","649","0","0"
"101143","15","652","526","453","389"
"101143","16","588","414","375","331"
"101143","17","64","112","78","58"
"101143","28","652","526","453","389"
"101143","29","1101","1175","0","0"
"101879","1","1653","2037","0","0"
"101879","2","337","363","0","0"
"101879","3","293","329","0","0"
"101879","4","391","425","0","0"
"101879","5","329","495","0","0"
"101879","6","303","425","0","0"
"101879","7","16","19","0","0"
"101879","8","16","19","0","0"
"101879","11","9","14","0","0"
"101879","12","6","10","0","0"
"101879","13","3","4","0","0"
"101879","14","1678","2070","0","0"
"101879","15","321","365","309","226"
"101879","16","65","60","72","41"
"101879","17","256","305","237","185"
"101879","21","85","127","57","70"
"101879","22","85","127","57","70"
"101879","25","138","387","180","173"
"101879","26","26","78","36","34"
"101879","27","112","309","144","139"
"101879","28","544","879","546","469"
"101879","29","2222","2949","0","0"
"101240","1","874","1057","0","0"
"101240","2","324","417","0","0"
"101240","3","550","640","0","0"
"101240","7","91","0","0","0"
"101240","14","965","1057","0","0"
"101240","15","625","688","633","433"
"101240","16","349","258","309","200"
"101240","17","276","430","324","233"
"101240","21","4","6","7","3"
"101240","28","629","694","640","436"
"101240","29","1594","1751","0","0"
"101286","1","673","870","0","0"
"101286","2","258","276","0","0"
"101286","3","415","594","0","0"
"101286","7","2","2","0","0"
"101286","14","675","872","0","0"
"101286","15","684","729","616","466"
"101286","16","128","185","115","103"
"101286","17","556","544","501","363"
"101286","21","2","15","5","6"
"101286","28","686","744","621","472"
"101286","29","1361","1616","0","0"
"101435","1","264","344","0","0"
"101435","2","87","98","0","0"
"101435","3","9","8","0","0"
"101435","4","75","90","0","0"
"101435","5","46","77","0","0"
"101435","6","47","71","0","0"
"101435","7","2","0","0","0"
"101435","8","2","0","0","0"
"101435","14","266","344","0","0"
"101435","15","31","102","64","44"
"101435","16","3","11","6","5"
"101435","17","28","91","58","39"
"101435","21","3","16","4","6"
"101435","22","3","16","4","6"
"101435","28","34","118","68","50"
"101435","29","300","462","0","0"
"101480","1","2220","2546","0","0"
"101480","2","490","562","0","0"
"101480","3","419","415","0","0"
"101480","4","461","517","0","0"
"101480","5","453","496","0","0"
"101480","6","397","556","0","0"
"101480","7","34","45","0","0"
"101480","8","34","45","0","0"
"101480","11","68","62","0","0"
"101480","12","68","62","0","0"
"101480","14","2322","2653","0","0"
"101480","15","522","612","681","375"
"101480","16","55","41","58","32"
"101480","17","467","571","623","343"
"101480","21","160","102","157","86"
"101480","22","160","102","157","86"
"101480","25","261","388","433","214"
"101480","26","261","388","433","214"
"101480","28","943","1102","1271","675"
"101480","29","3265","3755","0","0"
"101499","1","261","374","0","0"
"101499","2","103","151","0","0"
"101499","3","158","223","0","0"
"101499","7","2","4","0","0"
"101499","14","263","378","0","0"
"101499","15","96","56","77","50"
"101499","16","22","9","23","10"
"101499","17","74","47","54","40"
"101499","21","21","41","19","20"
"101499","28","117","97","96","70"
"101499","29","380","475","0","0"
"101505","1","1194","1686","0","0"
"101505","2","446","645","0","0"
"101505","3","748","1041","0","0"
"101505","14","1194","1686","0","0"
"101505","15","1217","1708","1338","965"
"101505","16","196","335","232","175"
"101505","17","1021","1373","1106","790"
"101505","28","1217","1708","1338","965"
"101505","29","2411","3394","0","0"
"101541","1","0","272","0","0"
"101541","2","0","135","0","0"
"101541","3","0","17","0","0"
"101541","4","0","46","0","0"
"101541","5","0","12","0","0"
"101541","6","0","62","0","0"
"101541","7","0","3","0","0"
"101541","9","0","3","0","0"
"101541","14","0","275","0","0"
"101541","15","0","30","10","10"
"101541","16","0","2","1","1"
"101541","17","0","28","9","9"
"101541","28","0","30","10","10"
"101541","29","0","305","0","0"
"101587","1","544","615","0","0"
"101587","2","142","126","0","0"
"101587","3","93","108","0","0"
"101587","4","125","152","0","0"
"101587","5","121","140","0","0"
"101587","6","63","89","0","0"
"101587","7","2","10","0","0"
"101587","8","2","10","0","0"
"101587","11","8","38","0","0"
"101587","12","2","6","0","0"
"101587","13","6","32","0","0"
"101587","14","554","663","0","0"
"101587","15","44","56","57","33"
"101587","16","16","22","23","13"
"101587","17","28","34","34","20"
"101587","21","7","11","3","6"
"101587","22","7","11","3","6"
"101587","25","30","122","76","50"
"101587","26","2","20","11","7"
"101587","27","28","102","65","43"
"101587","28","81","189","136","89"
"101587","29","635","852","0","0"
"101648","1","321","9","0","0"
"101648","2","205","5","0","0"
"101648","3","116","4","0","0"
"101648","14","321","9","0","0"
"101648","29","321","9","0","0"
"101675","1","210","203","0","0"
"101675","2","53","55","0","0"
"101675","3","24","19","0","0"
"101675","4","59","51","0","0"
"101675","5","37","53","0","0"
"101675","6","37","25","0","0"
"101675","7","5","2","0","0"
"101675","8","5","2","0","0"
"101675","14","215","205","0","0"
"101675","15","20","30","28","17"
"101675","16","3","2","3","2"
"101675","17","17","28","25","15"
"101675","21","13","34","16","16"
"101675","22","13","34","16","16"
"101675","28","33","64","44","33"
"101675","29","248","269","0","0"
"101693","1","213","364","0","0"
"101693","2","35","53","0","0"
"101693","3","23","54","0","0"
"101693","4","58","78","0","0"
"101693","5","48","73","0","0"
"101693","6","49","106","0","0"
"101693","7","4","10","0","0"
"101693","8","4","10","0","0"
"101693","11","0","1","0","0"
"101693","12","0","1","0","0"
"101693","14","217","375","0","0"
"101693","15","42","99","80","47"
"101693","16","3","9","7","4"
"101693","17","39","90","73","43"
"101693","21","10","24","13","11"
"101693","22","10","24","13","11"
"101693","25","4","33","11","13"
"101693","26","4","10","4","5"
"101693","27","0","23","7","8"
"101693","28","56","156","104","71"
"101693","29","273","531","0","0"
"102030","1","278","759","0","0"
"102030","2","112","242","0","0"
"102030","3","166","517","0","0"
"102030","7","28","43","0","0"
"102030","14","306","802","0","0"
"102030","15","66","230","124","98"
"102030","16","51","95","45","48"
"102030","17","15","135","79","50"
"102030","21","103","79","68","60"
"102030","28","169","309","192","158"
"102030","29","475","1111","0","0"
"101897","1","326","551","0","0"
"101897","2","124","201","0","0"
"101897","3","202","350","0","0"
"101897","7","1","4","0","0"
"101897","14","327","555","0","0"
"101897","15","278","516","380","262"
"101897","16","69","79","68","49"
"101897","17","209","437","312","213"
"101897","21","49","57","39","35"
"101897","28","327","573","419","297"
"101897","29","654","1128","0","0"
"101903","1","303","487","0","0"
"101903","2","146","179","0","0"
"101903","3","157","308","0","0"
"101903","14","303","487","0","0"
"101903","15","114","275","181","128"
"101903","16","43","93","45","45"
"101903","17","71","182","136","83"
"101903","28","114","275","181","128"
"101903","29","417","762","0","0"
"101912","1","502","575","0","0"
"101912","2","117","187","0","0"
"101912","3","58","57","0","0"
"101912","4","123","153","0","0"
"101912","5","99","85","0","0"
"101912","6","105","93","0","0"
"101912","7","0","1","0","0"
"101912","8","0","1","0","0"
"101912","14","502","576","0","0"
"101912","15","26","37","21","21"
"101912","16","0","2","1","1"
"101912","17","26","35","20","20"
"101912","28","26","37","21","21"
"101912","29","528","613","0","0"
"101949","1","172","307","0","0"
"101949","2","79","128","0","0"
"101949","3","93","179","0","0"
"101949","7","3","3","0","0"
"101949","14","175","310","0","0"
"101949","15","42","129","80","57"
"101949","16","6","36","20","14"
"101949","17","36","93","60","43"
"101949","21","13","19","11","11"
"101949","28","55","148","91","68"
"101949","29","230","458","0","0"
"102049","1","919","1099","0","0"
"102049","2","195","229","0","0"
"102049","3","168","143","0","0"
"102049","4","167","223","0","0"
"102049","5","187","214","0","0"
"102049","6","202","290","0","0"
"102049","7","2","3","0","0"
"102049","8","2","3","0","0"
"102049","10","503","163","0","0"
"102049","11","7","8","0","0"
"102049","12","2","3","0","0"
"102049","13","5","5","0","0"
"102049","14","1431","1273","0","0"
"102049","15","241","445","333","226"
"102049","16","8","19","11","9"
"102049","17","233","426","322","217"
"102049","21","6","23","14","10"
"102049","22","2","15","9","6"
"102049","23","4","8","5","4"
"102049","24","2","0","1","1"
"102049","25","128","120","105","82"
"102049","26","24","26","22","17"
"102049","27","104","94","83","65"
"102049","28","377","588","453","319"
"102049","29","1808","1861","0","0"
"102058","1","127","92","0","0"
"102058","2","57","23","0","0"
"102058","3","9","21","0","0"
"102058","4","41","43","0","0"
"102058","5","18","4","0","0"
"102058","6","2","1","0","0"
"102058","7","5","7","0","0"
"102058","8","5","7","0","0"
"102058","14","132","99","0","0"
"102058","15","53","22","24","24"
"102058","16","49","19","22","22"
"102058","17","4","3","2","2"
"102058","28","53","22","24","24"
"102058","29","185","121","0","0"
"102076","1","325","428","0","0"
"102076","2","145","189","0","0"
"102076","3","180","239","0","0"
"102076","14","325","428","0","0"
"102076","15","159","200","168","119"
"102076","16","36","51","39","29"
"102076","17","123","149","129","90"
"102076","21","5","13","6","6"
"102076","28","164","213","174","125"
"102076","29","489","641","0","0"
"102261","1","48","29","0","0"
"102261","2","5","5","0","0"
"102261","3","7","7","0","0"
"102261","4","11","5","0","0"
"102261","5","16","6","0","0"
"102261","6","9","6","0","0"
"102261","11","4","0","0","0"
"102261","13","4","0","0","0"
"102261","14","52","29","0","0"
"102261","15","17","6","13","7"
"102261","16","1","0","0","0"
"102261","17","16","6","13","7"
"102261","21","11","10","7","7"
"102261","22","10","9","6","6"
"102261","23","1","1","1","1"
"102261","25","15","0","8","5"
"102261","26","8","0","4","3"
"102261","27","7","0","4","2"
"102261","28","43","16","28","19"
"102261","29","95","45","0","0"
"251260","1","463","503","0","0"
"251260","2","237","245","0","0"
"251260","3","226","258","0","0"
"251260","14","463","503","0","0"
"251260","15","265","475","389","244"
"251260","16","96","157","127","83"
"251260","17","169","318","262","161"
"251260","28","265","475","389","244"
"251260","29","728","978","0","0"
"102234","1","477","427","0","0"
"102234","2","105","123","0","0"
"102234","3","63","36","0","0"
"102234","4","114","93","0","0"
"102234","5","113","90","0","0"
"102234","6","82","85","0","0"
"102234","7","1","3","0","0"
"102234","8","1","3","0","0"
"102234","14","478","430","0","0"
"102234","15","14","63","26","25"
"102234","17","14","63","26","25"
"102234","21","9","50","20","19"
"102234","22","9","50","20","19"
"102234","25","4","32","12","12"
"102234","26","1","3","1","1"
"102234","27","3","29","11","11"
"102234","28","27","145","58","56"
"102234","29","505","575","0","0"
"102270","1","300","412","0","0"
"102270","2","82","125","0","0"
"102270","3","53","76","0","0"
"102270","4","67","108","0","0"
"102270","5","57","68","0","0"
"102270","6","41","35","0","0"
"102270","7","1","5","0","0"
"102270","8","1","5","0","0"
"102270","14","301","417","0","0"
"102270","15","1","11","5","4"
"102270","17","1","11","5","4"
"102270","21","5","10","10","5"
"102270","22","4","9","8","4"
"102270","23","1","1","2","1"
"102270","28","6","21","15","9"
"102270","29","307","438","0","0"
"102298","1","141","316","0","0"
"102298","2","52","130","0","0"
"102298","3","8","13","0","0"
"102298","4","31","57","0","0"
"102298","5","24","53","0","0"
"102298","6","26","63","0","0"
"102298","7","17","32","0","0"
"102298","8","17","32","0","0"
"102298","14","158","348","0","0"
"102298","15","32","4","21","12"
"102298","16","24","4","16","9"
"102298","17","8","0","5","3"
"102298","21","1","5","2","2"
"102298","22","1","5","2","2"
"102298","28","33","9","23","14"
"102298","29","191","357","0","0"
"102368","1","1913","1889","0","0"
"102368","2","417","410","0","0"
"102368","3","271","205","0","0"
"102368","4","379","397","0","0"
"102368","5","370","398","0","0"
"102368","6","476","479","0","0"
"102368","7","9","22","0","0"
"102368","9","9","22","0","0"
"102368","11","207","112","0","0"
"102368","12","53","26","0","0"
"102368","13","154","86","0","0"
"102368","14","2129","2023","0","0"
"102368","15","1336","789","1276","701"
"102368","16","233","100","184","110"
"102368","17","1103","689","1092","591"
"102368","21","9","17","12","9"
"102368","23","9","17","12","9"
"102368","25","339","255","292","196"
"102368","26","60","54","58","38"
"102368","27","279","201","234","158"
"102368","28","1684","1061","1580","906"
"102368","29","3813","3084","0","0"
"102322","1","148","261","0","0"
"102322","2","19","32","0","0"
"102322","3","11","16","0","0"
"102322","4","22","36","0","0"
"102322","5","65","103","0","0"
"102322","6","31","74","0","0"
"102322","7","1","6","0","0"
"102322","9","1","6","0","0"
"102322","11","83","72","0","0"
"102322","12","16","7","0","0"
"102322","13","67","65","0","0"
"102322","14","232","339","0","0"
"102322","15","341","306","413","214"
"102322","17","303","278","373","192"
"102322","21","15","27","22","14"
"102322","23","15","27","22","14"
"102322","25","154","222","192","124"
"102322","26","12","51","32","21"
"102322","27","142","171","160","103"
"102322","28","510","555","627","352"
"102322","29","742","894","0","0"
"102359","1","159","122","0","0"
"102359","2","23","25","0","0"
"102359","3","32","33","0","0"
"102359","4","31","24","0","0"
"102359","5","34","21","0","0"
"102359","6","39","19","0","0"
"102359","7","7","2","0","0"
"102359","9","7","2","0","0"
"102359","11","134","68","0","0"
"102359","12","63","32","0","0"
"102359","13","71","36","0","0"
"102359","14","300","192","0","0"
"102359","15","588","556","720","377"
"102359","16","113","145","157","85"
"102359","17","475","411","563","292"
"102359","21","45","31","37","25"
"102359","23","45","31","37","25"
"102359","25","136","153","143","95"
"102359","26","55","60","56","38"
"102359","27","81","93","87","57"
"102359","28","769","740","900","497"
"102359","29","1069","932","0","0"
"102377","1","1348","1456","0","0"
"102377","2","293","347","0","0"
"102377","3","134","147","0","0"
"102377","4","323","367","0","0"
"102377","5","299","304","0","0"
"102377","6","299","291","0","0"
"102377","7","6","2","0","0"
"102377","8","6","2","0","0"
"102377","10","128","114","0","0"
"102377","11","69","42","0","0"
"102377","12","15","7","0","0"
"102377","13","54","35","0","0"
"102377","14","1551","1614","0","0"
"102377","15","24","30","18","18"
"102377","16","3","3","2","2"
"102377","17","21","27","16","16"
"102377","21","2","4","2","2"
"102377","22","2","4","2","2"
"102377","24","0","3","1","1"
"102377","25","38","34","24","24"
"102377","27","38","34","24","24"
"102377","28","64","71","45","45"
"102377","29","1615","1685","0","0"
"100751","1","5848","5373","0","0"
"100751","2","1161","1182","0","0"
"100751","3","1315","1112","0","0"
"100751","4","931","948","0","0"
"100751","5","1130","994","0","0"
"100751","6","1311","1137","0","0"
"100751","10","329","177","0","0"
"100751","11","597","472","0","0"
"100751","12","95","85","0","0"
"100751","13","502","387","0","0"
"100751","14","6774","6022","0","0"
"100751","15","751","627","490","455"
"100751","16","37","30","24","22"
"100751","17","714","597","466","433"
"100751","24","19","1","8","7"
"100751","25","622","761","599","457"
"100751","26","68","86","52","51"
"100751","27","554","675","547","406"
"100751","28","1392","1389","1097","919"
"100751","29","8166","7411","0","0"
"100663","1","2177","3058","0","0"
"100663","2","340","441","0","0"
"100663","3","287","279","0","0"
"100663","4","452","719","0","0"
"100663","5","493","667","0","0"
"100663","6","605","952","0","0"
"100663","7","340","326","0","0"
"100663","8","273","229","0","0"
"100663","9","67","97","0","0"
"100663","10","672","235","0","0"
"100663","11","414","505","0","0"
"100663","12","149","210","0","0"
"100663","13","265","295","0","0"
"100663","14","3603","4124","0","0"
"100663","15","1628","1753","1407","1116"
"100663","16","114","107","105","73"
"100663","17","1514","1646","1302","1043"
"100663","21","644","808","549","480"
"100663","22","528","513","395","344"
"100663","23","116","295","154","136"
"100663","25","322","629","355","314"
"100663","26","69","136","80","68"
"100663","27","253","493","275","246"
"100663","28","2594","3190","2311","1910"
"100663","29","6197","7314","0","0"
"100706","1","1318","1261","0","0"
"100706","2","216","165","0","0"
"100706","3","209","182","0","0"
"100706","4","288","267","0","0"
"100706","5","331","391","0","0"
"100706","6","274","256","0","0"
"100706","7","35","41","0","0"
"100706","9","35","41","0","0"
"100706","10","29","19","0","0"
"100706","11","167","104","0","0"
"100706","12","35","33","0","0"
"100706","13","132","71","0","0"
"100706","14","1549","1425","0","0"
"100706","15","1013","923","1142","638"
"100706","16","82","92","121","57"
"100706","17","931","831","1021","581"
"100706","21","216","180","178","131"
"100706","23","216","180","178","131"
"100706","25","469","211","322","224"
"100706","26","112","55","83","55"
"100706","27","357","156","239","169"
"100706","28","1698","1314","1642","993"
"100706","29","3247","2739","0","0"
"102094","1","2718","3130","0","0"
"102094","2","457","522","0","0"
"102094","3","521","604","0","0"
"102094","4","560","683","0","0"
"102094","5","579","639","0","0"
"102094","6","601","682","0","0"
"102094","7","21","22","0","0"
"102094","8","21","22","0","0"
"102094","10","183","77","0","0"
"102094","11","133","210","0","0"
"102094","12","20","30","0","0"
"102094","13","113","180","0","0"
"102094","14","3055","3439","0","0"
"102094","15","896","1143","1516","673"
"102094","16","54","43","76","32"
"102094","17","842","1100","1440","641"
"102094","21","58","120","73","59"
"102094","22","58","120","73","59"
"102094","25","159","448","362","200"
"102094","26","17","48","47","21"
"102094","27","142","400","315","179"
"102094","28","1113","1711","1951","932"
"102094","29","4168","5150","0","0"
"102410","1","181","249","0","0"
"102410","2","95","114","0","0"
"102410","3","86","135","0","0"
"102410","14","181","249","0","0"
"102410","15","114","177","152","96"
"102410","16","34","43","39","25"
"102410","17","80","134","113","71"
"102410","28","114","177","152","96"
"102410","29","295","426","0","0"
"101569","1","469","744","0","0"
"101569","2","138","276","0","0"
"101569","3","331","468","0","0"
"101569","7","1","16","0","0"
"101569","14","470","760","0","0"
"101569","15","111","156","125","88"
"101569","16","28","58","39","28"
"101569","17","83","98","86","60"
"101569","21","198","4","101","67"
"101569","28","309","160","226","155"
"101569","29","779","920","0","0"
"101161","1","461","683","0","0"
"101161","2","170","270","0","0"
"101161","3","291","413","0","0"
"101161","7","1","2","0","0"
"101161","14","462","685","0","0"
"101161","15","149","396","224","180"
"101161","16","20","98","45","39"
"101161","17","129","298","179","141"
"101161","21","4","12","5","5"
"101161","28","153","408","229","185"
"101161","29","615","1093","0","0"
"102669","1","65","131","0","0"
"102322","16","38","28","40","22"
"102669","2","14","40","0","0"
"102669","3","16","23","0","0"
"102669","4","16","31","0","0"
"102669","5","12","23","0","0"
"102669","6","7","14","0","0"
"102669","7","15","34","0","0"
"102669","8","12","31","0","0"
"102669","9","3","3","0","0"
"102669","11","21","38","0","0"
"102669","12","5","9","0","0"
"102669","13","16","29","0","0"
"102669","14","101","203","0","0"
"102669","15","15","19","15","12"
"102669","16","6","5","5","4"
"102669","17","9","14","10","8"
"102669","21","67","239","74","101"
"102669","22","30","103","34","44"
"102669","23","37","136","40","57"
"102669","25","21","34","26","18"
"102669","26","2","2","2","1"
"102669","27","19","32","24","17"
"102669","28","103","292","115","131"
"102669","29","204","495","0","0"
"103440","1","97","90","0","0"
"103440","2","24","31","0","0"
"103440","3","33","15","0","0"
"103440","4","26","25","0","0"
"103440","5","13","15","0","0"
"103440","6","1","4","0","0"
"103440","7","0","1","0","0"
"103440","9","0","1","0","0"
"103440","14","97","91","0","0"
"103440","15","0","4","1","1"
"103440","16","0","1","0","0"
"103440","17","0","3","1","1"
"103440","21","5","11","4","6"
"103440","22","1","7","2","3"
"103440","23","4","4","2","3"
"103440","28","5","15","5","7"
"103440","29","102","106","0","0"
"102614","1","1546","1310","0","0"
"102614","2","275","272","0","0"
"102614","3","215","211","0","0"
"102614","4","281","243","0","0"
"102614","5","344","264","0","0"
"102614","6","431","320","0","0"
"102614","7","56","54","0","0"
"102614","8","52","52","0","0"
"102614","9","4","2","0","0"
"102614","11","165","95","0","0"
"102614","12","53","16","0","0"
"102614","13","112","79","0","0"
"102614","14","1767","1459","0","0"
"102614","15","129","210","142","112"
"102614","16","12","11","11","8"
"102614","17","117","199","131","104"
"102614","21","303","419","182","238"
"102614","22","301","415","181","236"
"102614","23","2","4","1","2"
"102614","25","147","95","65","80"
"102614","26","3","4","3","2"
"102614","27","144","91","62","78"
"102614","28","579","724","389","430"
"102614","29","2346","2183","0","0"
"102757","1","672","699","0","0"
"102757","2","43","68","0","0"
"102757","3","629","631","0","0"
"102757","7","241","244","0","0"
"102757","14","913","943","0","0"
"102757","15","848","1187","689","672"
"102757","16","14","34","20","16"
"102757","17","834","1153","669","656"
"102757","21","2225","3274","1464","1815"
"102757","28","3073","4461","2153","2487"
"102757","29","3986","5404","0","0"
"103097","1","67","109","0","0"
"103097","2","3","7","0","0"
"103097","3","64","102","0","0"
"103097","7","99","139","0","0"
"103097","14","166","248","0","0"
"103097","15","46","82","37","42"
"103097","16","2","2","2","1"
"103097","17","44","80","35","41"
"103097","21","226","591","201","270"
"103097","28","272","673","238","312"
"103097","29","438","921","0","0"
"103103","1","18","30","0","0"
"103103","2","0","1","0","0"
"103103","3","18","29","0","0"
"103103","7","17","21","0","0"
"103103","14","35","51","0","0"
"103103","15","69","184","50","83"
"103103","17","69","184","50","83"
"103103","21","64","102","33","55"
"103103","28","133","286","83","138"
"103103","29","168","337","0","0"
"103176","1","32","36","0","0"
"103176","3","32","36","0","0"
"103176","7","85","85","0","0"
"103176","14","117","121","0","0"
"103176","15","16","38","19","18"
"103176","17","16","38","19","18"
"103176","21","258","485","186","245"
"103176","28","274","523","205","263"
"103176","29","391","644","0","0"
"103079","1","17","18","0","0"
"103079","2","6","3","0","0"
"103079","3","11","15","0","0"
"103079","7","6","5","0","0"
"103079","14","23","23","0","0"
"103079","15","57","126","38","60"
"103079","16","17","20","8","12"
"103079","17","40","106","30","48"
"103079","21","62","129","39","63"
"103079","28","119","255","77","123"
"103079","29","142","278","0","0"
"103778","11","771","394","0","0"
"103778","12","729","390","0","0"
"103778","13","42","4","0","0"
"103778","14","771","394","0","0"
"103778","29","771","394","0","0"
"104160","1","443","494","0","0"
"104160","2","136","152","0","0"
"104160","3","307","342","0","0"
"104160","7","41","121","0","0"
"104160","14","484","615","0","0"
"104160","15","334","373","268","234"
"104160","16","12","23","14","12"
"104160","17","322","350","254","222"
"104160","21","824","1294","491","699"
"104160","28","1158","1667","759","933"
"104160","29","1642","2282","0","0"
"104425","1","627","588","0","0"
"104425","2","184","237","0","0"
"104425","3","443","351","0","0"
"104425","14","627","588","0","0"
"104425","15","1373","1799","933","1047"
"104425","16","601","759","400","449"
"104425","17","772","1040","533","598"
"104425","28","1373","1799","933","1047"
"104425","29","2000","2387","0","0"
"104577","1","572","486","0","0"
"104577","2","229","202","0","0"
"104577","3","343","284","0","0"
"104577","14","572","486","0","0"
"104577","15","944","1690","609","869"
"104577","16","304","457","178","251"
"104577","17","640","1233","431","618"
"104577","28","944","1690","609","869"
"104577","29","1516","2176","0","0"
"104717","1","437","624","0","0"
"104717","2","115","160","0","0"
"104717","3","39","32","0","0"
"104717","4","101","143","0","0"
"104717","5","89","141","0","0"
"104717","6","93","148","0","0"
"104717","7","27","32","0","0"
"104717","8","27","32","0","0"
"104717","14","464","656","0","0"
"104717","15","102","168","107","89"
"104717","16","12","18","9","10"
"104717","17","90","150","98","79"
"104717","21","52","73","40","41"
"104717","22","52","73","40","41"
"104717","28","154","241","147","130"
"104717","29","618","897","0","0"
"104708","1","1755","1578","0","0"
"104708","2","1172","1061","0","0"
"104708","3","583","517","0","0"
