unitid,section,"lstudy",line,efrace15,efrace16
"206215","0","","29","154","95"
"206224","1","A","1","5","5"
"206224","1","A","7","3","6"
"206224","1","A","8","8","11"
"206224","0","","29","8","11"
"206279","1","A","2","54","74"
"206279","1","A","3","131","66"
"206279","1","A","4","12","26"
"206279","1","A","5","4","14"
"206279","1","A","8","201","180"
"206279","1","C","11","40","48"
"206279","1","C","12","324","433"
"206279","1","D","14","364","481"
"206279","0","","29","565","661"
"206288","1","B","9","26","37"
"206288","1","B","10","73","56"
"206288","1","C","11","7","9"
"206288","1","C","12","16","17"
"206288","1","D","14","122","119"
"206288","2","C","25","50","4"
"206288","2","C","26","92","16"
"206288","2","C","27","19","36"
"206288","2","D","28","161","56"
"206288","0","","29","283","175"
"206297","1","A","2","1","6"
"206297","1","A","3","1","6"
"206297","1","A","8","2","12"
"206297","0","","29","2","12"
"206303","1","A","5","","7"
"206303","1","A","8","","7"
"206303","0","","29","","7"
"206321","0","","29","147","180"
"206330","1","A","1","85","57"
"206330","1","A","2","102","59"
"206330","1","A","3","79","53"
"206330","1","A","4","93","42"
"206330","1","A","5","54","30"
"206330","1","A","6","1","2"
"206330","1","A","8","414","243"
"206330","2","A","15","2","8"
"206330","2","A","16","9","25"
"206330","2","A","17","4","18"
"206330","2","A","18","9","22"
"206330","2","A","19","24","20"
"206330","2","A","20","4","19"
"206330","2","A","22","52","112"
"206330","0","","29","466","355"
"206349","1","A","1","1","95"
"206349","1","A","2","0","67"
"206349","1","A","3","3","145"
"206349","1","A","4","5","146"
"206349","1","A","5","6","101"
"206349","1","A","8","15","554"
"206349","1","C","11","0","3"
"206349","1","C","12","0","7"
"206349","1","D","14","0","10"
"206349","2","A","15","0","21"
"206349","2","A","16","2","140"
"206349","2","A","17","5","213"
"206349","2","A","18","12","227"
"206349","2","A","19","7","153"
"206349","2","A","20","2","26"
"206349","2","A","21","6","77"
"206349","2","A","22","34","857"
"206349","2","C","25","1","12"
"206349","2","C","26","3","40"
"206349","2","C","27","0","21"
"206349","2","D","28","4","73"
"206349","0","","29","53","1494"
"206385","1","A","1","2","28"
"206385","1","A","8","2","28"
"206385","0","","29","2","28"
"206394","1","A","1","9","25"
"206394","1","A","2","11","58"
"206394","1","A","8","20","83"
"206394","2","A","15","0","10"
"206394","2","A","16","17","52"
"206394","2","A","22","17","62"
"206394","0","","29","37","145"
"206437","1","A","1","81","93"
"206437","1","A","2","64","76"
"206437","1","A","3","82","95"
"206437","1","A","4","58","86"
"206437","1","A","5","55","62"
"206437","1","A","7","2","5"
"206437","1","A","8","342","417"
"206437","1","C","11","0","1"
"206437","1","C","12","4","5"
"206437","1","D","14","4","6"
"206437","2","A","15","6","38"
"206437","2","A","16","18","124"
"206437","2","A","17","13","106"
"206437","2","A","18","17","56"
"206437","2","A","19","25","54"
"206437","2","A","21","37","38"
"206437","2","A","22","116","416"
"206437","2","C","25","5","31"
"206437","2","C","26","21","86"
"206437","2","D","28","26","117"
"206437","0","","29","488","956"
"206446","1","A","1","71","136"
"206446","1","A","2","63","100"
"206446","1","A","3","85","108"
"206446","1","A","7","23","12"
"206446","1","A","8","242","356"
"206446","2","A","15","21","23"
"206446","2","A","16","37","47"
"206446","2","A","17","22","53"
"206446","2","A","21","252","352"
"206446","2","A","22","332","475"
"206446","0","","29","574","831"
"206455","0","","29","3","27"
"206473","0","","29","332","9"
"206491","1","A","1","72","154"
"206491","1","A","2","57","97"
"206491","1","A","3","46","83"
"206491","1","A","4","59","85"
"206491","1","A","5","35","85"
"206491","1","A","6","0","1"
"206491","1","A","7","1","0"
"206491","1","A","8","270","505"
"206491","2","A","18","0","1"
"206491","2","A","19","1","0"
"206491","2","A","20","0","1"
"206491","2","A","21","1","0"
"206491","2","A","22","2","2"
"206491","0","","29","272","507"
"206507","1","A","1","245","95"
"206507","1","A","2","173","31"
"206507","1","A","3","210","112"
"206507","1","A","4","177","91"
"206507","1","A","5","109","64"
"206507","1","A","7","","3"
"206507","1","A","8","914","396"
"206507","2","A","15","52","47"
"206507","2","A","16","17","35"
"206507","2","A","17","16","22"
"206507","2","A","18","17","15"
"206507","2","A","19","31","29"
"206507","2","A","20","33","44"
"206507","2","A","21","0","3"
"206507","2","A","22","166","195"
"206507","0","","29","1080","591"
"206516","1","A","7","4","1"
"206516","1","A","8","4","1"
"206516","1","B","9","5","1"
"206516","1","B","10","9","1"
"206516","1","D","14","14","2"
"206516","2","A","21","4","2"
"206516","2","A","22","4","2"
"206516","0","","29","22","5"
"206525","1","A","1","279","379"
"206525","1","A","2","49","35"
"206525","1","A","3","287","317"
"206525","1","A","4","228","275"
"206525","1","A","5","148","225"
"206525","1","A","6","4","15"
"206525","1","A","8","995","1246"
"206525","2","A","17","1",""
"206525","2","A","19","2","1"
"206525","2","A","20","19","65"
"206525","2","A","21","11","21"
"206525","2","A","22","33","87"
"206525","0","","29","1028","1333"
"206570","1","A","2","9","7"
"206570","1","A","3","4","5"
"206570","1","A","8","13","12"
"206570","0","","29","13","12"
"206589","1","A","1","250","274"
"206589","1","A","3","228","278"
"206589","1","A","4","244","228"
"206589","1","A","5","199","190"
"206589","1","A","8","921","970"
"206589","0","","29","921","970"
"206604","1","A","1","1063","1145"
"206604","1","A","2","773","641"
"206604","1","A","3","862","887"
"206604","1","A","4","831","864"
"206604","1","A","5","933","1057"
"206604","1","A","7","78","51"
"206604","1","A","8","4540","4645"
"206604","1","B","9","61","29"
"206604","1","B","10","150","105"
"206604","1","C","11","105","104"
"206604","1","C","12","188","200"
"206604","1","C","13","14","24"
"206604","1","D","14","518","462"
"206604","2","A","15","70","72"
"206604","2","A","16","193","208"
"206604","2","A","17","254","309"
"206604","2","A","18","340","431"
"206604","2","A","19","648","603"
"206604","2","A","21","345","384"
"206604","2","A","22","1850","2007"
"206604","2","B","24","","1"
"206604","2","C","25","120","233"
"206604","2","C","26","578","860"
"206604","2","C","27","213","489"
"206604","2","D","28","911","1583"
"206604","0","","29","7819","8697"
"206613","1","A","1","60","68"
"206613","1","A","2","28","42"
"206613","1","A","3","49","83"
"206613","1","A","7","13","18"
"206613","1","A","8","150","211"
"206613","2","A","15","15","17"
"206613","2","A","16","39","55"
"206613","2","A","17","65","78"
"206613","2","A","21","76","104"
"206613","2","A","22","195","254"
"206613","0","","29","345","465"
"206622","1","A","1","342","390"
"206622","1","A","2","77","97"
"206622","1","A","3","373","387"
"206622","1","A","4","343","355"
"206622","1","A","5","218","218"
"206622","1","A","8","1353","1447"
"206622","1","C","11","40","42"
"206622","1","C","12","62","85"
"206622","1","D","14","102","127"
"206622","2","A","15","104","174"
"206622","2","A","16","107","161"
"206622","2","A","17","38","78"
"206622","2","A","18","70","127"
"206622","2","A","19","111","142"
"206622","2","A","22","430","682"
"206622","2","C","25","169","215"
"206622","2","C","26","942","1010"
"206622","2","D","28","1111","1225"
"206622","0","","29","2996","3481"
"206631","1","A","1","155","140"
"206631","1","A","2","0","108"
"206631","1","A","3","125","109"
"206631","1","A","8","280","357"
"206631","0","","29","280","357"
"206659","1","A","1","5","0"
"206659","1","A","2","10","0"
"206659","1","A","3","4","0"
"206659","1","A","8","19","0"
"206659","2","A","15","3","1"
"206659","2","A","16","2","1"
"206659","2","A","22","5","2"
"206659","0","","29","24","2"
"206695","1","A","1","914","959"
"206695","1","A","2","1078","1206"
"206695","1","A","3","945","1025"
"206695","1","A","4","823","816"
"206695","1","A","5","870","861"
"206695","1","A","8","4630","4867"
"206695","1","C","11","25","22"
"206695","1","C","12","35","42"
"206695","1","D","14","60","64"
"206695","2","A","15","117","198"
"206695","2","A","16","411","597"
"206695","2","A","17","361","438"
"206695","2","A","18","349","392"
"206695","2","A","19","665","622"
"206695","2","A","22","1903","2247"
"206695","2","C","25","57","84"
"206695","2","C","26","351","601"
"206695","2","D","28","408","685"
"206695","0","","29","7001","7863"
"206817","1","A","1","56","87"
"206817","1","A","2","30","81"
"206817","1","A","3","38","62"
"206817","1","A","8","124","230"
"206817","2","A","15","8","18"
"206817","2","A","16","6","20"
"206817","2","A","17","12","45"
"206817","2","A","22","26","83"
"206817","0","","29","150","313"
"206835","1","A","1","31","40"
"206835","1","A","2","19","18"
"206835","1","A","3","24","36"
"206835","1","A","4","18","28"
"206835","1","A","5","21","27"
"206835","1","A","6","1","3"
"206835","1","A","8","114","152"
"206835","2","A","15","9","27"
"206835","2","A","16","4","14"
"206835","2","A","17","5","9"
"206835","2","A","18","9","15"
"206835","2","A","19","8","24"
"206835","2","A","20","7","30"
"206835","2","A","22","42","119"
"206835","0","","29","156","271"
"206862","1","A","2","178","179"
"206862","1","A","3","103","103"
"206862","1","A","4","84","98"
"206862","1","A","5","143","136"
"206862","1","A","6","0","2"
"206862","1","A","8","508","518"
"206862","1","C","12","49","23"
"206862","1","C","13","4","5"
"206862","1","D","14","53","28"
"206862","2","A","16","17","20"
"206862","2","A","17","5","14"
"206862","2","A","18","6","10"
"206862","2","A","19","29","24"
"206862","2","A","20","20","33"
"206862","2","A","22","77","101"
"206862","2","C","26","41","45"
"206862","2","C","27","7","15"
"206862","2","D","28","48","60"
"206862","0","","29","686","707"
"206905","0","","29","87","107"
"206914","1","A","1","23","34"
"206914","1","A","2","323","426"
"206914","1","A","3","366","450"
"206914","1","A","4","219","255"
"206914","1","A","5","364","415"
"206914","1","A","6","152","173"
"206914","1","A","8","1447","1753"
"206914","1","C","11","13","14"
"206914","1","C","12","13","14"
"206914","1","D","14","26","28"
"206914","2","A","15","23","29"
"206914","2","A","16","324","260"
"206914","2","A","17","250","211"
"206914","2","A","18","86","98"
"206914","2","A","19","194","141"
"206914","2","A","20","356","346"
"206914","2","A","22","1233","1085"
"206914","2","C","25","16","33"
"206914","2","C","26","41","115"
"206914","2","D","28","57","148"
"206914","0","","29","2763","3014"
"206923","1","A","1","131","124"
"206923","1","A","2","63","90"
"206923","1","A","3","101","120"
"206923","1","A","8","295","334"
"206923","2","A","15","69","141"
"206923","2","A","16","48","143"
"206923","2","A","17","140","309"
"206923","2","A","22","257","593"
"206923","0","","29","552","927"
"206941","1","A","1","553","662"
"206941","1","A","2","630","653"
"206941","1","A","3","649","673"
"206941","1","A","4","663","756"
"206941","1","A","5","592","701"
"206941","1","A","8","3087","3445"
"206941","1","C","11","89","106"
"206941","1","C","12","243","248"
"206941","1","C","13","1","3"
"206941","1","D","14","333","357"
"206941","2","A","15","151","251"
"206941","2","A","16","326","559"
"206941","2","A","17","360","516"
"206941","2","A","18","435","617"
"206941","2","A","19","562","547"
"206941","2","A","22","1834","2490"
"206941","2","C","25","248","389"
"206941","2","C","26","710","1333"
"206941","2","C","27","15","28"
"206941","2","D","28","973","1750"
"206941","0","","29","6227","8042"
"206987","1","B","9","28","14"
"206987","1","B","10","38","33"
"206987","1","C","12","2","1"
"206987","1","C","13","1","2"
"206987","1","D","14","69","50"
"206987","2","B","23","3","0"
"206987","2","B","24","20","21"
"206987","2","C","25","11","1"
"206987","2","C","26","70","5"
"206987","2","D","28","104","27"
"206987","0","","29","173","77"
"206996","1","A","1","166","280"
"206996","1","A","2","91","150"
"206996","1","A","3","146","250"
"206996","1","A","8","403","680"
"206996","2","A","15","38","131"
"206996","2","A","16","77","219"
"206996","2","A","17","51","141"
"206996","2","A","22","166","491"
"206996","0","","29","569","1171"
"207041","1","A","1","246","303"
"207041","1","A","2","297","332"
"207041","1","A","3","293","366"
"207041","1","A","4","255","371"
"207041","1","A","5","274","376"
"207041","1","A","8","1365","1748"
"207041","1","C","11","4","8"
"207041","1","C","12","31","66"
"207041","1","C","13","22","32"
"207041","1","D","14","57","106"
"207041","2","A","15","10","19"
"207041","2","A","16","44","50"
"207041","2","A","17","31","47"
"207041","2","A","18","23","51"
"207041","2","A","19","50","60"
"207041","2","A","20","15","4"
"207041","2","A","22","173","231"
"207041","2","C","25","24","45"
"207041","2","C","26","143","326"
"207041","2","C","27","11","15"
"207041","2","D","28","178","386"
"207041","0","","29","1773","2471"
"207050","1","A","1","169","144"
"207050","1","A","2","180","199"
"207050","1","A","3","100","134"
"207050","1","A","8","449","477"
"207050","2","A","15","99","197"
"207050","2","A","16","85","255"
"207050","2","A","17","67","143"
"207050","2","A","22","251","595"
"207050","0","","29","700","1072"
"207069","1","A","1","109","107"
"207069","1","A","2","81","83"
"207069","1","A","3","62","74"
"207069","1","A","8","252","264"
"207069","2","A","15","119","205"
"207069","2","A","16","116","187"
"207069","2","A","17","66","119"
"207069","2","A","22","301","511"
"207069","0","","29","553","775"
"207120","1","A","1","5","15"
"207120","1","A","2","6","17"
"207120","1","A","3","2","24"
"207120","1","A","4","0","5"
"207120","1","A","5","4","12"
"207120","1","A","8","17","73"
"207120","2","A","15","3","9"
"207120","2","A","16","3","12"
"207120","2","A","17","0","3"
"207120","2","A","19","0","2"
"207120","2","A","22","6","26"
"207120","0","","29","23","99"
"207157","1","A","1","19","24"
"207157","1","A","2","10","5"
"207157","1","A","3","7","11"
"207157","1","A","4","11","1"
"207157","1","A","5","7","1"
"207157","1","A","8","54","42"
"207157","2","A","15","1","1"
"207157","2","A","16","2","3"
"207157","2","A","17","2","1"
"207157","2","A","18","1","0"
"207157","2","A","19","4","2"
"207157","2","A","20","2","0"
"207157","2","A","22","12","7"
"207157","0","","29","66","49"
"207209","1","A","1","195","192"
"207209","1","A","2","161","157"
"207209","1","A","3","102","128"
"207209","1","A","4","121","169"
"207209","1","A","5","107","136"
"207209","1","A","6","6","17"
"207209","1","A","8","692","799"
"207209","2","A","15","5","11"
"207209","2","A","16","15","11"
"207209","2","A","17","3","5"
"207209","2","A","18","143","287"
"207209","2","A","19","105","119"
"207209","2","A","20","42","71"
"207209","2","A","22","313","504"
"207209","0","","29","1005","1303"
"207236","1","A","1","166","193"
"207236","1","A","2","67","119"
"207236","1","A","3","80","111"
"207236","1","A","8","313","423"
"207236","2","A","15","117","224"
"207236","2","A","16","31","110"
"207236","2","A","17","57","126"
"207236","2","A","22","205","460"
"207236","0","","29","518","883"
"207254","1","A","1","901","26"
"207254","1","A","2","314","15"
"207254","1","A","3","848","19"
"207254","1","A","8","2063","60"
"207254","2","A","15","57","1"
"207254","2","A","16","28","1"
"207254","2","A","17","82","1"
"207254","2","A","22","167","3"
"207254","0","","29","2230","63"
"207263","1","A","1","357","470"
"207263","1","A","2","438","482"
"207263","1","A","3","393","503"
"207263","1","A","4","469","706"
"207263","1","A","5","602","803"
"207263","1","A","6","44","41"
"207263","1","A","8","2303","3005"
"207263","1","B","9","16","7"
"207263","1","B","10","41","31"
"207263","1","C","11","46","71"
"207263","1","C","12","66","110"
"207263","1","D","14","169","219"
"207263","2","A","15","40","69"
"207263","2","A","16","82","122"
"207263","2","A","17","59","91"
"207263","2","A","18","101","191"
"207263","2","A","19","224","315"
"207263","2","A","20","101","171"
"207263","2","A","22","607","959"
"207263","2","C","25","111","243"
"207263","2","C","26","355","771"
"207263","2","D","28","466","1014"
"207263","0","","29","3545","5197"
"207281","1","A","1","185","268"
"207281","1","A","2","99","139"
"207281","1","A","3","141","195"
"207281","1","A","8","425","602"
"207281","2","A","15","46","140"
"207281","2","A","16","46","90"
"207281","2","A","17","168","380"
"207281","2","A","22","260","610"
"207281","0","","29","685","1212"
"207290","1","A","1","285","198"
"207290","1","A","2","358","342"
"207290","1","A","3","386","360"
"207290","1","A","8","1029","900"
"207290","2","A","15","51","87"
"207290","2","A","16","15","38"
"207290","2","A","17","119","230"
"207290","2","A","22","185","355"
"207290","0","","29","1214","1255"
"207306","1","A","1","144","152"
"207306","1","A","2","116","99"
"207306","1","A","3","108","133"
"207306","1","A","4","109","123"
"207306","1","A","5","103","110"
"207306","1","A","6","3","2"
"207306","1","A","8","583","619"
"207306","1","C","11","11","8"
"207306","1","C","12","6","6"
"207306","1","C","13","7","14"
"207306","1","D","14","24","28"
"207306","2","A","15","26","24"
"207306","2","A","16","13","23"
"207306","2","A","17","8","36"
"207306","2","A","18","12","21"
"207306","2","A","19","18","34"
"207306","2","A","20","7","17"
"207306","2","A","22","84","155"
"207306","2","C","25","9","27"
"207306","2","C","26","36","63"
"207306","2","C","27","39","84"
"207306","2","D","28","84","174"
"207306","0","","29","775","976"
"207315","1","B","9","37","26"
"207315","1","B","10","147","59"
"207315","1","D","14","184","85"
"207315","0","","29","184","85"
"207324","1","A","2","315","318"
"207324","1","A","3","171","127"
"207324","1","A","4","142","148"
"207324","1","A","5","107","92"
"207324","1","A","8","735","685"
"207324","1","C","12","1","0"
"207324","1","D","14","1","0"
"207324","2","A","16","24","16"
"207324","2","A","17","18","16"
"207324","2","A","18","20","8"
"207324","2","A","19","52","27"
"207324","2","A","22","114","67"
"207324","2","C","26","15","0"
"207324","2","D","28","15","0"
"207324","0","","29","865","752"
"207333","1","A","1","52","82"
"207333","1","A","2","34","58"
"207333","1","A","3","37","118"
"207333","1","A","8","123","258"
"207333","2","A","15","74","132"
"207333","2","A","16","345","705"
"207333","2","A","17","155","311"
"207333","2","A","22","574","1148"
"207333","0","","29","697","1406"
"207342","1","A","4","86","327"
"207342","1","A","5","94","230"
"207342","1","A","6","2","5"
"207342","1","A","8","182","562"
"207342","1","B","9","123","59"
"207342","1","B","10","404","148"
"207342","1","C","11","43","70"
"207342","1","C","12","45","118"
"207342","1","C","13","1","0"
"207342","1","D","14","616","395"
"207342","2","A","18","9","33"
"207342","2","A","19","18","71"
"207342","2","A","20","3","6"
"207342","2","A","22","30","110"
"207342","2","B","24","4","2"
"207342","2","C","25","60","120"
"207342","2","C","26","131","232"
"207342","2","C","27","6","9"
"207342","2","D","28","201","363"
"207342","0","","29","1029","1430"
"207351","1","A","1","82","75"
"207351","1","A","2","23","35"
"207351","1","A","3","94","88"
"207351","1","A","4","80","92"
"207351","1","A","5","97","91"
"207351","1","A","6","2","3"
"207351","1","A","8","378","384"
"207351","2","A","15","21","30"
"207351","2","A","16","6","14"
"207351","2","A","17","6","11"
"207351","2","A","18","9","13"
"207351","2","A","19","15","20"
"207351","2","A","20","57","176"
"207351","2","A","22","114","264"
"207351","0","","29","492","648"
"207388","1","A","1","1521","1446"
"207388","1","A","2","500","362"
"207388","1","A","3","1879","1668"
"207388","1","A","4","1930","1518"
"207388","1","A","5","2278","1620"
"207388","1","A","8","8108","6614"
"207388","1","B","9","36","33"
"207388","1","B","10","112","94"
"207388","1","C","11","284","145"
"207388","1","C","12","721","355"
"207388","1","C","13","31","29"
"207388","1","D","14","1184","656"
"207388","2","A","15","42","86"
"207388","2","A","16","72","119"
"207388","2","A","17","120","162"
"207388","2","A","18","166","162"
"207388","2","A","19","351","268"
"207388","2","A","20","5","3"
"207388","2","A","22","756","800"
"207388","2","C","25","263","329"
"207388","2","C","26","909","791"
"207388","2","C","27","274","574"
"207388","2","D","28","1446","1694"
"207388","0","","29","11494","9764"
"207397","1","A","1","57","51"
"207397","1","A","2","153","121"
"207397","1","A","3","215","186"
"207397","1","A","8","425","358"
"207397","2","A","15","119","171"
"207397","2","A","16","347","373"
"207397","2","A","17","709","788"
"207397","2","A","22","1175","1332"
"207397","0","","29","1600","1690"
"207403","1","A","1","136","212"
"207403","1","A","2","43","51"
"207403","1","A","3","124","141"
"207403","1","A","4","110","155"
"207403","1","A","5","94","98"
"207403","1","A","6","1","2"
"207403","1","A","8","508","659"
"207403","2","A","15","141","108"
"207403","2","A","16","32","28"
"207403","2","A","17","51","43"
"207403","2","A","18","33","20"
"207403","2","A","19","34","29"
"207403","2","A","20","102","59"
"207403","2","A","22","393","287"
"207403","0","","29","901","946"
"207449","1","A","1","134","193"
"207449","1","A","2","116","180"
"207449","1","A","3","309","373"
"207449","1","A","8","559","746"
"207449","2","A","15","475","850"
"207449","2","A","16","522","938"
"207449","2","A","17","1744","2677"
"207449","2","A","22","2741","4465"
"207449","0","","29","3300","5211"
"207458","1","A","1","154","200"
"207458","1","A","2","4","4"
"207458","1","A","3","118","156"
"207458","1","A","4","105","100"
"207458","1","A","5","88","124"
"207458","1","A","6","2","6"
"207458","1","A","8","471","590"
"207458","1","B","9","72","43"
"207458","1","B","10","106","69"
"207458","1","C","11","148","92"
"207458","1","C","12","233","105"
"207458","1","D","14","559","309"
"207458","2","A","15","49","50"
"207458","2","A","16","3","6"
"207458","2","A","17","17","21"
"207458","2","A","18","42","37"
"207458","2","A","19","85","55"
"207458","2","A","20","21","26"
"207458","2","A","22","217","195"
"207458","2","B","23","45","23"
"207458","2","B","24","102","49"
"207458","2","C","25","107","71"
"207458","2","C","26","132","87"
"207458","2","D","28","386","230"
"207458","0","","29","1633","1324"
"207494","1","A","1","1","2"
"207494","1","A","2","5","3"
"207494","1","A","3","4","1"
"207494","1","A","4","4","2"
"207494","1","A","5","8","0"
"207494","1","A","8","22","8"
"207494","2","A","15","9","14"
"207494","2","A","16","14","28"
"207494","2","A","17","7","14"
"207494","2","A","18","8","17"
"207494","2","A","19","14","6"
"207494","2","A","20","3","3"
"207494","2","A","22","55","82"
"207494","0","","29","77","90"
"207500","1","A","1","1560","1444"
"207500","1","A","2","808","621"
"207500","1","A","3","1778","1526"
"207500","1","A","4","1542","1235"
"207500","1","A","5","1822","1348"
"207500","1","A","6","24","32"
"207500","1","A","8","7534","6206"
"207500","1","B","9","117","94"
"207500","1","B","10","269","170"
"207500","1","C","11","202","139"
"207500","1","C","12","565","324"
"207500","1","C","13","81","88"
"207500","1","D","14","1234","815"
"207500","2","A","15","68","78"
"207500","2","A","16","180","180"
"207500","2","A","17","284","256"
"207500","2","A","18","278","223"
"207500","2","A","19","587","352"
"207500","2","A","20","127","111"
"207500","2","A","22","1524","1200"
"207500","2","B","24","3","3"
"207500","2","C","25","225","213"
"207500","2","C","26","1267","1057"
"207500","2","C","27","503","441"
"207500","2","D","28","1998","1714"
"207500","0","","29","12290","9935"
"207564","1","A","1","368","158"
"207564","1","A","2","479","198"
"207564","1","A","3","426","129"
"207564","1","A","8","1273","485"
"207564","2","A","15","3","5"
"207564","2","A","16","31","35"
"207564","2","A","17","152","134"
"207564","2","A","22","186","174"
"207564","0","","29","1459","659"
"207573","0","","29","9","10"
"207582","1","A","1","309","401"
"207582","1","A","2","143","209"
"207582","1","A","3","409","417"
"207582","1","A","4","299","408"
"207582","1","A","5","357","388"
"207582","1","A","6","1","1"
"207582","1","A","8","1518","1824"
"207582","1","B","9","37","12"
"207582","1","B","10","213","56"
"207582","1","C","11","28","38"
"207582","1","C","12","43","45"
"207582","1","D","14","321","151"
"207582","2","A","15","11","19"
"207582","2","A","16","10","8"
"207582","2","A","17","10","10"
"207582","2","A","18","10","12"
"207582","2","A","19","42","46"
"207582","2","A","20","9","6"
"207582","2","A","22","92","101"
"207582","2","B","23","17","2"
"207582","2","B","24","42","4"
"207582","2","C","25","15","14"
"207582","2","C","26","26","21"
"207582","2","D","28","100","41"
"207582","0","","29","2031","2117"
"207607","0","","29","0","6"
"207616","1","A","1","51","74"
"207616","1","A","2","25","39"
"207616","1","A","3","61","87"
"207616","1","A","4","55","74"
"207616","1","A","5","38","52"
"207616","1","A","8","230","326"
"207616","1","C","11","14","8"
"207616","1","C","12","11","6"
"207616","1","C","13","3","1"
"207616","1","D","14","28","15"
"207616","2","A","15","9","17"
"207616","2","A","16","8","17"
"207616","2","A","17","26","33"
"207616","2","A","18","12","31"
"207616","2","A","19","24","24"
"207616","2","A","21","33","58"
"207616","2","A","22","112","180"
"207616","2","C","25","18","14"
"207616","2","C","26","31","27"
"207616","2","C","27","8","16"
"207616","2","D","28","57","57"
"207616","0","","29","427","578"
"207643","1","A","1","5","5"
"207643","1","A","7","3","6"
"207643","1","A","8","8","11"
"207643","0","","29","8","11"
"207661","1","A","1","171","259"
"207661","1","A","2","161","232"
"207661","1","A","3","161","273"
"207661","1","A","8","493","764"
"207661","2","A","15","193","310"
"207661","2","A","16","165","344"
"207661","2","A","17","280","506"
"207661","2","A","22","638","1160"
"207661","0","","29","1131","1924"
"207670","1","A","1","384","468"
"207670","1","A","2","554","547"
"207670","1","A","3","392","438"
"207670","1","A","8","1330","1453"
"207670","2","A","15","329","594"
"207670","2","A","16","1168","1745"
"207670","2","A","17","1261","1580"
"207670","2","A","22","2758","3919"
"207670","0","","29","4088","5372"
"207689","1","A","1","64","64"
"207689","1","A","2","7","8"
"207689","1","A","3","42","50"
"207689","1","A","8","113","122"
"207689","2","A","15","11","19"
"207689","2","A","16","9","3"
"207689","2","A","17","13","11"
"207689","2","A","22","33","33"
"207689","0","","29","146","155"
"207722","1","A","1","49","115"
"207722","1","A","2","52","88"
"207722","1","A","3","53","96"
"207722","1","A","4","38","94"
"207722","1","A","5","61","81"
"207722","1","A","6","24","69"
"207722","1","A","8","277","543"
"207722","2","A","15","53","75"
"207722","2","A","16","10","46"
"207722","2","A","17","17","27"
"207722","2","A","18","8","26"
"207722","2","A","19","17","37"
"207722","2","A","20","75","163"
"207722","2","A","22","180","374"
"207722","0","","29","457","917"
"207740","1","A","1","98","137"
"207740","1","A","2","67","91"
"207740","1","A","3","139","242"
"207740","1","A","8","304","470"
"207740","2","A","15","54","92"
"207740","2","A","16","39","137"
"207740","2","A","17","117","273"
"207740","2","A","22","210","502"
"207740","0","","29","514","972"
"207801","1","A","5","6","2"
"207801","1","A","8","6","2"
"207801","1","B","9","6","8"
"207801","1","B","10","33","15"
"207801","1","D","14","39","23"
"207801","2","B","23","2","0"
"207801","2","B","24","4","3"
"207801","2","D","28","6","3"
"207801","0","","29","51","28"
"207847","1","A","1","208","213"
"207847","1","A","2","230","208"
"207847","1","A","3","213","277"
"207847","1","A","4","229","244"
"207847","1","A","5","250","322"
"207847","1","A","6","6","8"
"207847","1","A","8","1136","1272"
"207847","1","C","11","30","26"
"207847","1","C","12","16","35"
"207847","1","C","13","5","4"
"207847","1","D","14","51","65"
"207847","2","A","15","34","46"
"207847","2","A","16","55","66"
"207847","2","A","17","36","51"
"207847","2","A","18","48","77"
"207847","2","A","19","77","85"
"207847","2","A","20","17","15"
"207847","2","A","22","267","340"
"207847","2","C","25","55","82"
"207847","2","C","26","74","130"
"207847","2","C","27","35","56"
"207847","2","D","28","164","268"
"207847","0","","29","1618","1945"
"207856","1","A","1","7","15"
"207856","1","A","2","4","7"
"207856","1","A","3","16","6"
"207856","1","A","4","7","4"
"207856","1","A","5","8","6"
"207856","1","A","6","1","0"
"207856","1","A","8","43","38"
"207856","2","A","15","2","0"
"207856","2","A","16","2","5"
"207856","2","A","17","4","3"
"207856","2","A","18","8","3"
"207856","2","A","19","2","1"
"207856","2","A","20","7","2"
"207856","2","A","22","25","14"
"207856","0","","29","68","52"
"207865","1","A","1","344","441"
"207865","1","A","2","347","387"
"207865","1","A","3","365","471"
"207865","1","A","4","321","381"
"207865","1","A","5","385","437"
"207865","1","A","6","0","2"
"207865","1","A","8","1762","2119"
"207865","1","C","11","31","14"
"207865","1","C","12","20","20"
"207865","1","C","13","7","4"
"207865","1","D","14","58","38"
"207865","2","A","15","42","77"
"207865","2","A","16","45","128"
"207865","2","A","17","46","89"
"207865","2","A","18","35","57"
"207865","2","A","19","61","75"
"207865","2","A","20","17","74"
"207865","2","A","22","246","500"
"207865","2","C","25","33","71"
"207865","2","C","26","110","214"
"207865","2","C","27","44","114"
"207865","2","D","28","187","399"
"207865","0","","29","2253","3056"
"207892","1","A","5","1","3"
"207892","1","A","8","1","3"
"207892","0","","29","1","3"
"207935","1","A","1","503","684"
"207935","1","A","2","220","248"
"207935","1","A","3","749","1061"
"207935","1","A","8","1472","1993"
"207935","2","A","15","737","1315"
"207935","2","A","16","649","1087"
"207935","2","A","17","3636","5889"
"207935","2","A","22","5022","8291"
"207935","0","","29","6494","10284"
"207944","1","A","1","1","18"
"207944","1","A","3","1","11"
"207944","1","A","8","2","29"
"207944","0","","29","2","29"
"207971","1","A","1","227","190"
"207971","1","A","2","130","120"
"207971","1","A","3","322","305"
