unitid,section,"lstudy",line,efrace15,efrace16
"100636","1","A","3","31852","5185"
"100636","1","A","8","31852","5185"
"100636","0","","29","31852","5185"
"100654","1","A","1","480","553"
"100654","1","A","2","310","296"
"100654","1","A","3","272","340"
"100654","1","A","4","202","219"
"100654","1","A","5","163","220"
"100654","1","A","6","1","3"
"100654","1","A","8","1428","1631"
"100654","1","C","11","36","31"
"100654","1","C","12","106","100"
"100654","1","D","14","142","131"
"100654","2","A","15","24","50"
"100654","2","A","16","25","55"
"100654","2","A","17","16","26"
"100654","2","A","18","15","13"
"100654","2","A","19","21","26"
"100654","2","A","20","4","20"
"100654","2","A","22","105","190"
"100654","2","C","25","80","155"
"100654","2","C","26","247","392"
"100654","2","D","28","327","547"
"100654","0","","29","2002","2499"
"100663","1","A","1","403","517"
"100663","1","A","2","340","383"
"100663","1","A","3","477","757"
"100663","1","A","4","510","642"
"100663","1","A","5","572","881"
"100663","1","A","6","277","206"
"100663","1","A","7","9","6"
"100663","1","A","8","2588","3392"
"100663","1","B","9","188","79"
"100663","1","B","10","465","190"
"100663","1","C","11","203","237"
"100663","1","C","12","425","539"
"100663","1","C","13","61","84"
"100663","1","D","14","1342","1129"
"100663","2","A","15","140","101"
"100663","2","A","16","204","275"
"100663","2","A","17","286","422"
"100663","2","A","18","346","451"
"100663","2","A","19","593","704"
"100663","2","A","20","486","459"
"100663","2","A","21","75","94"
"100663","2","A","22","2130","2506"
"100663","2","C","25","60","154"
"100663","2","C","26","313","615"
"100663","2","C","27","147","316"
"100663","2","D","28","520","1085"
"100663","0","","29","6580","8112"
"100672","1","A","1","140","14"
"100672","1","A","2","80","12"
"100672","1","A","3","63","13"
"100672","1","A","8","283","39"
"100672","2","A","15","44","0"
"100672","2","A","16","73","6"
"100672","2","A","17","80","5"
"100672","2","A","22","197","11"
"100672","0","","29","480","50"
"100681","1","A","1","7","3"
"100681","1","A","3","11","2"
"100681","1","A","8","18","5"
"100681","2","A","21","2","1"
"100681","2","A","22","2","1"
"100681","0","","29","20","6"
"100690","1","A","6","6",""
"100690","1","A","8","6",""
"100690","1","C","11","9",""
"100690","1","C","12","6",""
"100690","1","D","14","15",""
"100690","2","A","16","","2"
"100690","2","A","17","","1"
"100690","2","A","18","26","1"
"100690","2","A","22","26","4"
"100690","2","C","25","15",""
"100690","2","C","26","9","1"
"100690","2","D","28","24","1"
"100690","0","","29","71","5"
"100706","1","A","1","244","211"
"100706","1","A","2","207","173"
"100706","1","A","3","280","236"
"100706","1","A","4","267","240"
"100706","1","A","5","391","369"
"100706","1","A","6","1","0"
"100706","1","A","7","9","12"
"100706","1","A","8","1399","1241"
"100706","1","B","10","30","14"
"100706","1","C","11","104","56"
"100706","1","C","12","228","112"
"100706","1","D","14","362","182"
"100706","2","A","15","182","244"
"100706","2","A","16","245","276"
"100706","2","A","17","174","183"
"100706","2","A","18","205","211"
"100706","2","A","19","422","310"
"100706","2","A","20","9","2"
"100706","2","A","21","550","460"
"100706","2","A","22","1787","1686"
"100706","2","C","25","214","60"
"100706","2","C","26","415","146"
"100706","2","C","27","245","345"
"100706","2","D","28","874","551"
"100706","0","","29","4422","3660"
"100724","1","A","1","574","703"
"100724","1","A","2","455","528"
"100724","1","A","3","233","380"
"100724","1","A","4","129","216"
"100724","1","A","5","125","206"
"100724","1","A","6","3","2"
"100724","1","A","8","1519","2035"
"100724","1","C","11","0","3"
"100724","1","C","12","22","52"
"100724","1","C","13","1","15"
"100724","1","D","14","23","70"
"100724","2","A","15","23","21"
"100724","2","A","16","31","83"
"100724","2","A","17","41","39"
"100724","2","A","18","27","30"
"100724","2","A","19","45","83"
"100724","2","A","21","14","33"
"100724","2","A","22","181","289"
"100724","2","C","25","2","10"
"100724","2","C","26","48","171"
"100724","2","C","27","18","90"
"100724","2","D","28","68","271"
"100724","0","","29","1791","2665"
"100751","1","A","1","1512","1675"
"100751","1","A","2","1079","1123"
"100751","1","A","3","1757","1685"
"100751","1","A","4","1393","1432"
"100751","1","A","5","1468","1471"
"100751","1","A","8","7209","7386"
"100751","1","B","9","90","52"
"100751","1","B","10","294","157"
"100751","1","C","11","151","130"
"100751","1","C","12","572","539"
"100751","1","D","14","1107","878"
"100751","2","A","15","15","17"
"100751","2","A","16","46","43"
"100751","2","A","17","95","97"
"100751","2","A","18","158","147"
"100751","2","A","19","351","346"
"100751","2","A","22","665","650"
"100751","2","B","23","1",""
"100751","2","B","24","17","7"
"100751","2","C","25","158","107"
"100751","2","C","26","425","822"
"100751","2","C","27","93","240"
"100751","2","D","28","694","1176"
"100751","0","","29","9675","10090"
"100760","1","A","1","216","250"
"100760","1","A","2","149","188"
"100760","1","A","3","170","128"
"100760","1","A","7","4","3"
"100760","1","A","8","539","569"
"100760","2","A","15","98","152"
"100760","2","A","16","173","141"
"100760","2","A","17","63","58"
"100760","2","A","21","4","3"
"100760","2","A","22","338","354"
"100760","0","","29","877","923"
"100779","1","C","11","3","3"
"100779","1","C","12","16","7"
"100779","1","D","14","19","10"
"100779","2","C","26","3","6"
"100779","2","D","28","3","6"
"100779","0","","29","22","16"
"100812","1","A","4","206","409"
"100812","1","A","5","179","306"
"100812","1","A","7","4","9"
"100812","1","A","8","389","724"
"100812","2","A","18","336","417"
"100812","2","A","19","242","184"
"100812","2","A","21","41","84"
"100812","2","A","22","619","685"
"100812","0","","29","1008","1409"
"100821","1","A","1","377","31"
"100821","1","A","7","63","11"
"100821","1","A","8","440","42"
"100821","2","A","15","61","27"
"100821","2","A","21","46","14"
"100821","2","A","22","107","41"
"100821","0","","29","547","83"
"100830","1","A","1","442","552"
"100830","1","A","2","340","425"
"100830","1","A","3","338","534"
"100830","1","A","4","297","442"
"100830","1","A","5","310","483"
"100830","1","A","6","40","73"
"100830","1","A","7","6","10"
"100830","1","A","8","1773","2519"
"100830","1","C","11","34","47"
"100830","1","C","12","87","122"
"100830","1","C","13","6","8"
"100830","1","D","14","127","177"
"100830","2","A","15","79","111"
"100830","2","A","16","62","85"
"100830","2","A","17","65","94"
"100830","2","A","18","55","56"
"100830","2","A","19","63","91"
"100830","2","A","20","70","91"
"100830","2","A","21","40","32"
"100830","2","A","22","434","560"
"100830","2","C","25","36","67"
"100830","2","C","26","92","174"
"100830","2","C","27","13","25"
"100830","2","D","28","141","266"
"100830","0","","29","2475","3522"
"100858","1","A","1","1728","1589"
"100858","1","A","2","968","783"
"100858","1","A","3","2445","1870"
"100858","1","A","4","2200","1790"
"100858","1","A","5","2264","1710"
"100858","1","A","6","19","15"
"100858","1","A","7","19","8"
"100858","1","A","8","9643","7765"
"100858","1","B","9","44","45"
"100858","1","B","10","137","125"
"100858","1","C","11","192","117"
"100858","1","C","12","508","286"
"100858","1","D","14","881","573"
"100858","2","A","15","54","38"
"100858","2","A","16","105","70"
"100858","2","A","17","226","118"
"100858","2","A","18","221","115"
"100858","2","A","19","332","200"
"100858","2","A","20","32","42"
"100858","2","A","21","17","20"
"100858","2","A","22","987","603"
"100858","2","C","25","62","45"
"100858","2","C","26","669","457"
"100858","2","C","27","7","9"
"100858","2","D","28","738","511"
"100858","0","","29","12249","9452"
"100885","1","C","11","","3"
"100885","1","D","14","","3"
"100885","0","","29","0","3"
"100919","1","A","1","166","170"
"100919","1","A","2","0","3"
"100919","1","A","3","237","282"
"100919","1","A","8","403","455"
"100919","2","A","15","187","77"
"100919","2","A","16","8","5"
"100919","2","A","17","430","65"
"100919","2","A","22","625","147"
"100919","0","","29","1028","602"
"100928","2","B","23","67","25"
"100928","2","B","24","123","71"
"100928","2","D","28","190","96"
"100928","0","","29","190","96"
"100937","1","A","1","179","218"
"100937","1","A","2","29","47"
"100937","1","A","3","178","209"
"100937","1","A","4","169","198"
"100937","1","A","5","198","204"
"100937","1","A","6","0","20"
"100937","1","A","8","753","896"
"100937","1","C","11","10","9"
"100937","1","C","12","18","18"
"100937","1","C","13","1","0"
"100937","1","D","14","29","27"
"100937","2","A","16","11","22"
"100937","2","A","17","11","30"
"100937","2","A","18","23","22"
"100937","2","A","19","13","28"
"100937","2","A","20","0","40"
"100937","2","A","22","58","142"
"100937","2","C","26","16","16"
"100937","2","D","28","16","16"
"100937","0","","29","856","1081"
"100946","1","A","1","36","23"
"100946","1","A","2","13","16"
"100946","1","A","3","20","28"
"100946","1","A","4","15","17"
"100946","1","A","5","15","18"
"100946","1","A","8","99","102"
"100946","2","A","16","1","9"
"100946","2","A","17","3","5"
"100946","2","A","18","1","6"
"100946","2","A","19","2","6"
"100946","2","A","22","7","26"
"100946","0","","29","106","128"
"100964","1","A","1","86","113"
"100964","1","A","2","68","53"
"100964","1","A","3","66","85"
"100964","1","A","7","0","1"
"100964","1","A","8","220","252"
"100964","2","A","15","33","24"
"100964","2","A","16","39","51"
"100964","2","A","17","44","69"
"100964","2","A","21","38","56"
"100964","2","A","22","154","200"
"100964","0","","29","374","452"
"100973","1","A","1","41","72"
"100973","1","A","3","76","78"
"100973","1","A","8","117","150"
"100973","2","A","15","2","2"
"100973","2","A","21","6","7"
"100973","2","A","22","8","9"
"100973","0","","29","125","159"
"100991","1","A","1","55","85"
"100991","1","A","2","38","52"
"100991","1","A","3","55","66"
"100991","1","A","8","148","203"
"100991","2","A","15","26","9"
"100991","2","A","16","21","24"
"100991","2","A","17","12","7"
"100991","2","A","22","59","40"
"100991","0","","29","207","243"
"101028","1","A","1","155","195"
"101028","1","A","2","204","277"
"101028","1","A","3","5","8"
"101028","1","A","8","364","480"
"101028","2","A","15","48","97"
"101028","2","A","16","175","328"
"101028","2","A","17","37","92"
"101028","2","A","22","260","517"
"101028","0","","29","624","997"
"101037","1","A","1","70","67"
"101037","1","A","3","76","62"
"101037","1","A","8","146","129"
"101037","2","A","15","24","25"
"101037","2","A","17","27","32"
"101037","2","A","22","51","57"
"101037","0","","29","197","186"
"101073","1","A","1","44","108"
"101073","1","A","2","22","65"
"101073","1","A","3","23","79"
"101073","1","A","8","89","252"
"101073","2","A","15","3","13"
"101073","2","A","16","3","12"
"101073","2","A","17","1","5"
"101073","2","A","22","7","30"
"101073","0","","29","96","282"
"101107","1","A","1","106","162"
"101107","1","A","2","28","68"
"101107","1","A","3","47","23"
"101107","1","A","8","181","253"
"101107","2","A","15","35","16"
"101107","2","A","16","9","7"
"101107","2","A","17","7","2"
"101107","2","A","21","24","10"
"101107","2","A","22","75","35"
"101107","0","","29","256","288"
"101116","1","A","1","2","23"
"101116","1","A","2","12","48"
"101116","1","A","3","6","38"
"101116","1","A","8","20","109"
"101116","2","A","15","0","2"
"101116","2","A","16","4","6"
"101116","2","A","17","0","6"
"101116","2","A","22","4","14"
"101116","0","","29","24","123"
"101125","1","A","1","1","8"
"101125","1","A","3","0","5"
"101125","1","A","8","1","13"
"101125","0","","29","1","13"
"101143","1","A","1","209","306"
"101143","1","A","2","104","170"
"101143","1","A","3","104","189"
"101143","1","A","7","112","113"
"101143","1","A","8","529","778"
"101143","2","A","15","58","76"
"101143","2","A","16","73","152"
"101143","2","A","17","58","116"
"101143","2","A","21","158","180"
"101143","2","A","22","347","524"
"101143","0","","29","876","1302"
"101161","1","A","1","156","214"
"101161","1","A","2","396","600"
"101161","1","A","3","264","448"
"101161","1","A","7","1",""
"101161","1","A","8","817","1262"
"101161","2","A","15","76","111"
"101161","2","A","16","161","283"
"101161","2","A","17","97","115"
"101161","2","A","22","334","509"
"101161","0","","29","1151","1771"
"101189","1","A","1","48","32"
"101189","1","A","2","16","9"
"101189","1","A","3","30","15"
"101189","1","A","4","47","16"
"101189","1","A","5","11","20"
"101189","1","A","8","152","92"
"101189","2","A","17","4","1"
"101189","2","A","18","5","1"
"101189","2","A","19","5","3"
"101189","2","A","21","5","8"
"101189","2","A","22","19","13"
"101189","0","","29","171","105"
"101198","1","A","1","0","4"
"101198","1","A","2","0","3"
"101198","1","A","3","0","1"
"101198","1","A","8","0","8"
"101198","2","A","21","0","1"
"101198","2","A","22","0","1"
"101198","0","","29","0","9"
"101204","1","A","7","5","10"
"101204","1","A","8","5","10"
"101204","0","","29","5","10"
"101213","1","A","1","1","13"
"101213","1","A","8","1","13"
"101213","0","","29","1","13"
"101240","1","A","1","525","587"
"101240","1","A","2","437","427"
"101240","1","A","3","502","547"
"101240","1","A","7","3","15"
"101240","1","A","8","1467","1576"
"101240","2","A","15","270","288"
"101240","2","A","16","323","389"
"101240","2","A","17","255","336"
"101240","2","A","21","4","4"
"101240","2","A","22","852","1017"
"101240","0","","29","2319","2593"
"101286","1","A","1","366","420"
"101286","1","A","2","109","144"
"101286","1","A","3","192","330"
"101286","1","A","7","113","127"
"101286","1","A","8","780","1021"
"101286","2","A","15","138","275"
"101286","2","A","16","83","144"
"101286","2","A","17","165","398"
"101286","2","A","21","377","424"
"101286","2","A","22","763","1241"
"101286","0","","29","1543","2262"
"101295","1","A","1","346","392"
"101295","1","A","2","257","418"
"101295","1","A","3","275","476"
"101295","1","A","7","9","21"
"101295","1","A","8","887","1307"
"101295","2","A","15","143","118"
"101295","2","A","16","91","157"
"101295","2","A","17","461","399"
"101295","2","A","21","60","112"
"101295","2","A","22","755","786"
"101295","0","","29","1642","2093"
"101301","1","A","1","138","165"
"101301","1","A","2","125","260"
"101301","1","A","3","128","290"
"101301","1","A","8","391","715"
"101301","2","A","15","40","85"
"101301","2","A","16","66","147"
"101301","2","A","17","37","117"
"101301","2","A","21","5","23"
"101301","2","A","22","148","372"
"101301","0","","29","539","1087"
"101347","1","A","1","64","83"
"101347","1","A","2","48","49"
"101347","1","A","3","102","25"
"101347","1","A","8","214","157"
"101347","2","A","15","21","12"
"101347","2","A","16","45","9"
"101347","2","A","17","32","14"
"101347","2","A","22","98","35"
"101347","0","","29","312","192"
"101365","1","A","1","32","48"
"101365","1","A","2","0","2"
"101365","1","A","3","64","69"
"101365","1","A","8","96","119"
"101365","2","A","15","11","14"
"101365","2","A","17","11","21"
"101365","2","A","21","32","21"
"101365","2","A","22","54","56"
"101365","0","","29","150","175"
"101374","1","B","9","3","0"
"101374","1","B","10","17","0"
"101374","1","C","12","2","0"
"101374","1","D","14","22","0"
"101374","2","C","26","0","2"
"101374","2","C","27","7","12"
"101374","2","D","28","7","14"
"101374","0","","29","29","14"
"101383","1","A","1","25","29"
"101383","1","A","2","18","14"
"101383","1","A","3","28","22"
"101383","1","A","7","103","195"
"101383","1","A","8","174","260"
"101383","2","A","21","43","60"
"101383","2","A","22","43","60"
"101383","0","","29","217","320"
"101408","1","A","2","2","1"
"101408","1","A","3","0","6"
"101408","1","A","8","2","7"
"101408","0","","29","2","7"
"101426","1","A","1","10","7"
"101426","1","A","2","3","17"
"101426","1","A","8","13","24"
"101426","2","A","17","","1"
"101426","2","A","22","0","1"
"101426","0","","29","13","25"
"101435","1","A","1","74","95"
"101435","1","A","2","15","6"
"101435","1","A","3","95","103"
"101435","1","A","4","74","79"
"101435","1","A","5","46","76"
"101435","1","A","7","2","5"
"101435","1","A","8","306","364"
"101435","2","A","15","1","1"
"101435","2","A","16","6","31"
"101435","2","A","17","6","20"
"101435","2","A","18","5","14"
"101435","2","A","19","7","20"
"101435","2","A","21","13","44"
"101435","2","A","22","38","130"
"101435","0","","29","344","494"
"101444","1","A","1","","10"
"101444","1","A","3","1","6"
"101444","1","A","8","1","16"
"101444","0","","29","1","16"
"101453","1","A","1","9","1"
"101453","1","A","2","15","5"
"101453","1","A","3","8","3"
"101453","1","A","4","15","2"
"101453","1","A","5","10","1"
"101453","1","A","8","57","12"
"101453","2","A","15","2","5"
"101453","2","A","16","1","13"
"101453","2","A","17","0","2"
"101453","2","A","18","2","1"
"101453","2","A","19","2","2"
"101453","2","A","22","7","23"
"101453","0","","29","64","35"
"101462","1","A","1","73","99"
"101462","1","A","2","71","42"
"101462","1","A","3","2","16"
"101462","1","A","8","146","157"
"101462","2","A","15","133","116"
"101462","2","A","16","88","24"
"101462","2","A","17","7","6"
"101462","2","A","22","228","146"
"101462","0","","29","374","303"
"101471","1","A","1","231","82"
"101471","1","A","2","461","134"
"101471","1","A","8","692","216"
"101471","2","A","15","40",""
"101471","2","A","16","125","20"
"101471","2","A","22","165","20"
"101471","0","","29","857","236"
"101480","1","A","1","645","707"
"101480","1","A","2","586","588"
"101480","1","A","3","505","643"
"101480","1","A","4","476","573"
"101480","1","A","5","465","585"
"101480","1","A","7","22","25"
"101480","1","A","8","2699","3121"
"101480","1","C","11","24","31"
"101480","1","C","12","62","70"
"101480","1","D","14","86","101"
"101480","2","A","15","22","40"
"101480","2","A","16","135","137"
"101480","2","A","17","84","130"
"101480","2","A","18","106","158"
"101480","2","A","19","203","241"
"101480","2","A","20","1","14"
"101480","2","A","21","127","54"
"101480","2","A","22","678","774"
"101480","2","C","25","99","151"
"101480","2","C","26","199","352"
"101480","2","D","28","298","503"
"101480","0","","29","3761","4499"
"101499","1","A","1","219","246"
"101499","1","A","2","7","6"
"101499","1","A","3","75","163"
"101499","1","A","8","301","415"
"101499","2","A","15","90","173"
"101499","2","A","16","5","21"
"101499","2","A","17","29","51"
"101499","2","A","22","124","245"
"101499","0","","29","425","660"
"101505","1","A","1","339","438"
"101505","1","A","2","379","473"
"101505","1","A","3","317","524"
"101505","1","A","7","437","448"
"101505","1","A","8","1472","1883"
"101505","2","A","15","75","149"
"101505","2","A","16","302","522"
"101505","2","A","17","320","431"
"101505","2","A","21","514","910"
"101505","2","A","22","1211","2012"
"101505","0","","29","2683","3895"
"101514","1","A","1","563","603"
"101514","1","A","2","621","665"
"101514","1","A","3","366","476"
"101514","1","A","7","21","27"
"101514","1","A","8","1571","1771"
"101514","2","A","15","419","476"
"101514","2","A","16","989","1096"
"101514","2","A","17","425","480"
"101514","2","A","21","133","184"
"101514","2","A","22","1966","2236"
"101514","0","","29","3537","4007"
"101523","1","A","1","44","24"
"101523","1","A","2","32","23"
"101523","1","A","3","48","18"
"101523","1","A","7","171","120"
"101523","1","A","8","295","185"
"101523","2","A","15","18","4"
"101523","2","A","16","16","13"
"101523","2","A","17","8","7"
"101523","2","A","21","57","55"
"101523","2","A","22","99","79"
"101523","0","","29","394","264"
"101541","1","A","1","","120"
"101541","1","A","2","","23"
"101541","1","A","3","","75"
"101541","1","A","4","","47"
"101541","1","A","5","","50"
"101541","1","A","8","","315"
"101541","2","A","15","","5"
"101541","2","A","16","14","15"
"101541","2","A","17","7","5"
"101541","2","A","18","","13"
"101541","2","A","19","","11"
"101541","2","A","21","4","2"
"101541","2","A","22","25","51"
"101541","0","","29","25","366"
"101569","1","A","1","73","126"
"101569","1","A","2","182","253"
"101569","1","A","3","213","378"
"101569","1","A","8","468","757"
"101569","2","A","15","36","41"
"101569","2","A","16","28","32"
"101569","2","A","17","53","55"
"101569","2","A","22","117","128"
"101569","0","","29","585","885"
"101587","1","A","1","162","193"
"101587","1","A","2","94","104"
"101587","1","A","3","154","175"
"101587","1","A","4","121","143"
"101587","1","A","5","106","151"
"101587","1","A","6","0","9"
"101587","1","A","8","637","775"
"101587","1","C","11","3","8"
"101587","1","C","12","13","40"
"101587","1","D","14","16","48"
"101587","2","A","15","1","1"
"101587","2","A","16","7","16"
"101587","2","A","17","7","15"
"101587","2","A","18","13","30"
"101587","2","A","19","22","15"
"101587","2","A","20","8","10"
"101587","2","A","22","58","87"
"101587","2","C","25","8","30"
"101587","2","C","26","19","83"
"101587","2","D","28","27","113"
"101587","0","","29","738","1023"
"101602","1","A","1","170","175"
"101602","1","A","2","75","109"
"101602","1","A","3","99","146"
"101602","1","A","8","344","430"
"101602","2","A","15","49","92"
"101602","2","A","16","25","75"
"101602","2","A","17","44","103"
"101602","2","A","22","118","270"
"101602","0","","29","462","700"
"101611","1","A","1","27","47"
"101611","1","A","2","31","73"
"101611","1","A","3","11","29"
"101611","1","A","7","2","4"
"101611","1","A","8","71","153"
"101611","2","A","15","61","152"
"101611","2","A","16","95","396"
"101611","2","A","17","37","168"
"101611","2","A","21","30","84"
"101611","2","A","22","223","800"
"101611","0","","29","294","953"
"101648","1","A","1","213","9"
"101648","1","A","3","80","10"
"101648","1","A","8","293","19"
"101648","0","","29","293","19"
"101675","1","A","1","80","58"
"101675","1","A","2","19","24"
"101675","1","A","3","31","55"
"101675","1","A","4","39","44"
"101675","1","A","5","30","49"
"101675","1","A","6","14","23"
"101675","1","A","8","213","253"
"101675","2","A","15","12","2"
"101675","2","A","16","8","11"
"101675","2","A","17","15","16"
"101675","2","A","18","11","15"
"101675","2","A","19","13","20"
"101675","2","A","20","15","12"
"101675","2","A","22","74","76"
"101675","0","","29","287","329"
"101693","1","A","1","89","130"
"101693","1","A","2","34","35"
"101693","1","A","3","78","110"
"101693","1","A","4","60","105"
"101693","1","A","5","52","107"
"101693","1","A","6","3","7"
"101693","1","A","8","316","494"
"101693","1","C","11","3","2"
"101693","1","C","12","8","14"
"101693","1","D","14","11","16"
"101693","2","A","15","7","16"
"101693","2","A","16","4","14"
"101693","2","A","17","8","38"
"101693","2","A","18","14","27"
"101693","2","A","19","25","35"
"101693","2","A","20","11","26"
"101693","2","A","22","69","156"
"101693","2","C","25","12","26"
"101693","2","C","26","42","48"
"101693","2","D","28","54","74"
"101693","0","","29","450","740"
"101709","1","A","1","183","441"
"101709","1","A","2","121","176"
"101709","1","A","3","170","321"
"101709","1","A","4","137","281"
"101709","1","A","5","153","292"
"101709","1","A","7","5","5"
"101709","1","A","8","769","1516"
"101709","1","C","11","8","35"
"101709","1","C","12","5","29"
"101709","1","C","13","3","12"
"101709","1","D","14","16","76"
"101709","2","A","15","10","17"
"101709","2","A","16","20","36"
"101709","2","A","17","26","26"
"101709","2","A","18","9","18"
"101709","2","A","19","42","49"
"101709","2","A","21","16","20"
"101709","2","A","22","123","166"
"101709","2","C","25","45","154"
"101709","2","C","26","28","124"
"101709","2","C","27","36","122"
"101709","2","D","28","109","400"
"101709","0","","29","1017","2158"
"101718","1","A","1","2","14"
"101718","1","A","8","2","14"
"101718","0","","29","2","14"
"101736","1","A","1","180","256"
"101736","1","A","2","60","117"
"101736","1","A","3","142","171"
"101736","1","A","8","382","544"
"101736","2","A","15","143","192"
"101736","2","A","16","99","90"
"101736","2","A","17","136","109"
"101736","2","A","22","378","391"
"101736","0","","29","760","935"
"101806","1","A","1","39","12"
"101806","1","A","2","0","1"
"101806","1","A","8","39","13"
"101806","0","","29","39","13"
"101879","1","A","1","315","461"
"101879","1","A","2","343","336"
"101879","1","A","3","393","463"
"101879","1","A","4","343","451"
"101879","1","A","5","345","499"
"101879","1","A","6","19","11"
"101879","1","A","8","1758","2221"
"101879","1","C","11","11","13"
"101879","1","C","12","10","39"
"101879","1","D","14","21","52"
"101879","2","A","15","45","50"
"101879","2","A","16","57","77"
"101879","2","A","17","58","78"
"101879","2","A","18","57","77"
"101879","2","A","19","98","134"
"101879","2","A","20","67","103"
"101879","2","A","22","382","519"
"101879","2","C","25","56","119"
"101879","2","C","26","106","347"
"101879","2","D","28","162","466"
"101879","0","","29","2323","3258"
"101888","1","A","1","227","244"
"101888","1","A","3","42","26"
"101888","1","A","8","269","270"
"101888","2","A","15","24","70"
"101888","2","A","22","24","70"
"101888","0","","29","293","340"
"101897","1","A","1","121","191"
"101897","1","A","2","68","222"
"101897","1","A","3","85","199"
"101897","1","A","7","2","4"
"101897","1","A","8","276","616"
"101897","2","A","15","40","60"
"101897","2","A","16","68","121"
"101897","2","A","17","55","84"
"101897","2","A","21","10","12"
"101897","2","A","22","173","277"
"101897","0","","29","449","893"
"101903","1","A","1","190","344"
"101903","1","A","2","125","216"
"101903","1","A","3","121","256"
"101903","1","A","7","1","3"
"101903","1","A","8","437","819"
"101903","2","A","15","48","86"
"101903","2","A","16","38","69"
"101903","2","A","17","23","82"
"101903","2","A","21","118","41"
"101903","2","A","22","227","278"
"101903","0","","29","664","1097"
"101912","1","A","1","145","214"
"101912","1","A","2","73","102"
"101912","1","A","3","114","165"
"101912","1","A","4","68","105"
"101912","1","A","5","81","91"
"101912","1","A","6","1","0"
"101912","1","A","8","482","677"
"101912","2","A","15","1","1"
"101912","2","A","16","6","2"
"101912","2","A","17","3","3"
"101912","2","A","18","1","2"
"101912","2","A","19","10","7"
"101912","2","A","20","8","21"
"101912","2","A","22","29","36"
"101912","0","","29","511","713"
"101921","1","A","1","80","87"
"101921","1","A","2","33","43"
"101921","1","A","3","77","32"
"101921","1","A","8","190","162"
"101921","2","A","15","47","37"
"101921","2","A","16","9","10"
"101921","2","A","17","29","10"
"101921","2","A","22","85","57"
"101921","0","","29","275","219"
"101949","1","A","1","140","138"
"101949","1","A","2","52","65"
"101949","1","A","3","75","79"
"101949","1","A","7","3","5"
"101949","1","A","8","270","287"
"101949","2","A","15","15","40"
"101949","2","A","16","34","61"
"101949","2","A","17","20","55"
"101949","2","A","21","22","40"
"101949","2","A","22","91","196"
"101949","0","","29","361","483"
"101958","1","A","2","0","18"
"101958","1","A","8","0","18"
"101958","0","","29","0","18"
"101967","1","A","1","3","21"
"101967","1","A","3","0","21"
"101967","1","A","8","3","42"
"101967","2","A","15","1","7"
"101967","2","A","17","0","4"
"101967","2","A","22","1","11"
"101967","0","","29","4","53"
"101994","1","A","1","46","33"
"101994","1","A","2","40","103"
"101994","1","A","3","34","16"
"101994","1","A","8","120","152"
"101994","2","A","15","33","21"
"101994","2","A","16","5","47"
"101994","2","A","17","18","12"
"101994","2","A","22","56","80"
"101994","0","","29","176","232"
"102030","1","A","1","129","251"
"102030","1","A","2","119","259"
"102030","1","A","3","65","272"
"102030","1","A","7","28","52"
"102030","1","A","8","341","834"
"102030","2","A","15","106","141"
"102030","2","A","16","70","181"
"102030","2","A","17","29","71"
"102030","2","A","21","28","56"
"102030","2","A","22","233","449"
"102030","0","","29","574","1283"
"102049","1","A","1","252","365"
"102049","1","A","2","154","218"
"102049","1","A","3","219","331"
"102049","1","A","4","231","292"
"102049","1","A","5","249","343"
"102049","1","A","8","1105","1549"
"102049","1","B","9","119","61"
"102049","1","B","10","322","139"
"102049","1","C","11","3","5"
"102049","1","C","12","24","16"
"102049","1","D","14","468","221"
"102049","2","A","15","15","54"
"102049","2","A","16","50","108"
"102049","2","A","17","15","43"
"102049","2","A","18","23","65"
"102049","2","A","19","72","95"
"102049","2","A","20","3","6"
"102049","2","A","22","178","371"
"102049","2","B","24","1","6"
"102049","2","C","25","38","25"
"102049","2","C","26","81","73"
"102049","2","C","27","19","24"
"102049","2","D","28","139","128"
"102049","0","","29","1890","2269"
"102058","1","A","1","34","31"
"102058","1","A","2","24","29"
"102058","1","A","3","27","34"
"102058","1","A","4","12","2"
"102058","1","A","5","","1"
"102058","1","A","8","97","97"
"102058","2","A","15","8","1"
"102058","2","A","17","12","6"
"102058","2","A","18","18",""
"102058","2","A","19","3",""
"102058","2","A","22","41","7"
"102058","0","","29","138","104"
"102067","1","A","1","257","352"
"102067","1","A","7","1136","1348"
"102067","1","A","8","1393","1700"
"102067","2","A","15","109","152"
"102067","2","A","21","298","479"
"102067","2","A","22","407","631"
"102067","0","","29","1800","2331"
"102076","1","A","1","207","301"
"102076","1","A","2","120","156"
"102076","1","A","3","109","147"
"102076","1","A","7","2","8"
"102076","1","A","8","438","612"
"102076","2","A","15","31","53"
"102076","2","A","16","81","130"
"102076","2","A","17","41","79"
"102076","2","A","21","8","14"
"102076","2","A","22","161","276"
"102076","0","","29","599","888"
"102094","1","A","1","595","651"
"102094","1","A","2","656","699"
"102094","1","A","3","680","815"
"102094","1","A","4","630","766"
"102094","1","A","5","749","849"
"102094","1","A","6","16","17"
"102094","1","A","8","3326","3797"
"102094","1","B","9","40","29"
"102094","1","B","10","116","72"
"102094","1","C","11","59","61"
"102094","1","C","12","180","281"
"102094","1","C","13","3","11"
"102094","1","D","14","398","454"
"102094","2","A","15","37","56"
"102094","2","A","16","267","459"
"102094","2","A","17","188","274"
