PID,category code,subcategory code
no_pid_2315,11,1
no_pid_2316,0,2
no_pid_2316,6,9
no_pid_2316,13,1
no_pid_2317,0,1
no_pid_2317,0,2
no_pid_2317,3,1
no_pid_2319,2,1
no_pid_2320,4,1
no_pid_2322,1,1
no_pid_2322,1,2
no_pid_2324,0,1
no_pid_2324,3,2
no_pid_2324,3,3
no_pid_2324,11,1
no_pid_2328,2,1
no_pid_2329,6,1
no_pid_2329,6,9
no_pid_2330,0,1
no_pid_2330,1,1
no_pid_2331,0,1
no_pid_2331,2,1
no_pid_2332,1,1
no_pid_2332,1,2
no_pid_2334,3,2
no_pid_2334,11,1
no_pid_2335,0,1
no_pid_2335,3,1
no_pid_2336,0,1
no_pid_2336,0,2
no_pid_2336,3,2
no_pid_2341,0,1
no_pid_2341,2,1
no_pid_2342,7,1
no_pid_2343,0,1
no_pid_2343,7,1
no_pid_2346,0,1
no_pid_2346,2,1
no_pid_2347,0,2
no_pid_2347,1,6
no_pid_2349,3,6
no_pid_2349,4,2
no_pid_2349,6,1
no_pid_2349,6,2
no_pid_2349,6,9
no_pid_2349,7,1
no_pid_2350,0,1
no_pid_2351,7,1
no_pid_2352,4,1
no_pid_2353,6,2
no_pid_2354,0,2
no_pid_2354,17,1
no_pid_2356,6,6
no_pid_2356,10,1
no_pid_2357,0,2
no_pid_2357,3,2
no_pid_2358,3,1
no_pid_2359,0,1
no_pid_2359,1,1
no_pid_2359,1,2
no_pid_2360,0,1
no_pid_2360,11,1
no_pid_2362,4,1
no_pid_2363,0,1
no_pid_2364,1,2
no_pid_2365,6,1
no_pid_2365,6,9
no_pid_2368,0,1
no_pid_2368,1,6
no_pid_2370,3,2
no_pid_2373,1,1
no_pid_2373,3,6
no_pid_2375,2,1
no_pid_2375,10,2
no_pid_2375,11,1
no_pid_2376,0,1
no_pid_2376,6,5
no_pid_2376,13,1
no_pid_2377,3,2
no_pid_2377,5,1
no_pid_2377,17,1
no_pid_2378,4,2
no_pid_2379,4,1
no_pid_2380,4,1
no_pid_2380,4,2
no_pid_2381,0,2
no_pid_2381,2,1
no_pid_2381,6,1
no_pid_2381,6,9
no_pid_2381,7,1
no_pid_2384,3,2
no_pid_2384,3,7
no_pid_2386,0,2
no_pid_2386,1,1
no_pid_2386,12,2
no_pid_2388,0,1
no_pid_2388,1,4
no_pid_2392,8,1
no_pid_2395,0,1
no_pid_2396,0,1
no_pid_2396,3,1
no_pid_2396,6,6
no_pid_2396,12,2
no_pid_2399,3,5
no_pid_2404,0,1
no_pid_2408,1,1
no_pid_2408,1,5
no_pid_2409,0,2
no_pid_2409,3,2
no_pid_2409,13,3
no_pid_2410,4,1
no_pid_2412,4,1
no_pid_2412,6,1
no_pid_2412,6,2
no_pid_2412,6,9
no_pid_2412,7,1
no_pid_2416,0,1
no_pid_2416,1,2
no_pid_2416,4,1
no_pid_2416,6,1
no_pid_2416,6,2
no_pid_2416,6,9
no_pid_2416,7,1
no_pid_2417,2,1
no_pid_2418,0,1
no_pid_2418,1,1
no_pid_2418,1,2
no_pid_2419,4,1
no_pid_2420,3,1
no_pid_2420,3,2
no_pid_2424,0,1
no_pid_2424,2,1
no_pid_2426,4,2
no_pid_2426,6,1
no_pid_2426,6,9
no_pid_2428,2,1
no_pid_2428,3,4
no_pid_2428,12,2
no_pid_2430,6,7
no_pid_2431,0,1
no_pid_2431,6,2
no_pid_2432,0,2
no_pid_2432,3,1
no_pid_2432,8,3
no_pid_2432,13,3
no_pid_2434,0,1
no_pid_2434,1,6
no_pid_2434,3,2
no_pid_2435,0,1
no_pid_2435,0,2
no_pid_2435,3,2
no_pid_2435,3,3
no_pid_2435,8,2
no_pid_2436,0,2
no_pid_2436,6,2
no_pid_2436,11,1
no_pid_2439,3,5
no_pid_2439,6,6
no_pid_2439,10,1
no_pid_2441,0,1
no_pid_2441,0,2
no_pid_2441,3,1
no_pid_2441,3,2
no_pid_2444,14,2
no_pid_2446,6,1
no_pid_2446,6,9
no_pid_2446,10,1
no_pid_2447,0,1
no_pid_2447,3,6
no_pid_2448,0,1
no_pid_2448,3,4
no_pid_2448,12,1
no_pid_2449,2,1
no_pid_2450,0,2
no_pid_2450,6,2
no_pid_2451,0,1
no_pid_2451,11,1
no_pid_2452,1,1
no_pid_2452,3,2
no_pid_2454,2,1
no_pid_2456,2,1
no_pid_2458,0,2
no_pid_2458,3,4
no_pid_2458,12,2
no_pid_2459,3,1
no_pid_2459,6,1
no_pid_2459,6,6
no_pid_2459,6,9
no_pid_2459,7,1
no_pid_2460,0,1
no_pid_2460,3,2
no_pid_2460,11,1
no_pid_2461,0,1
no_pid_2461,3,6
no_pid_2462,8,1
no_pid_2464,6,4
no_pid_2466,6,6
no_pid_2467,0,1
no_pid_2467,11,1
no_pid_2471,0,1
no_pid_2471,6,9
no_pid_2473,0,1
no_pid_2474,0,1
no_pid_2474,1,5
no_pid_2474,1,6
no_pid_2476,3,6
no_pid_2476,6,2
no_pid_2476,6,3
no_pid_2477,1,2
no_pid_2477,1,3
no_pid_2480,2,1
no_pid_2481,4,1
no_pid_2481,6,2
no_pid_2481,6,9
no_pid_2481,7,1
no_pid_2482,8,2
no_pid_2483,2,1
no_pid_2485,0,1
no_pid_2485,0,2
no_pid_2485,6,9
no_pid_2485,7,1
no_pid_2486,0,1
no_pid_2486,6,1
no_pid_2486,6,9
no_pid_2489,1,1
no_pid_2489,1,4
no_pid_2489,1,6
no_pid_2489,2,1
no_pid_2489,6,1
no_pid_2489,7,1
no_pid_2491,4,1
no_pid_2493,4,1
no_pid_2496,3,1
no_pid_2496,3,2
no_pid_2496,14,1
no_pid_2497,1,4
no_pid_2497,17,1
no_pid_2501,4,1
no_pid_2501,6,1
no_pid_2501,6,9
no_pid_2502,4,1
no_pid_2507,1,3
no_pid_2507,11,1
no_pid_2508,0,2
no_pid_2508,1,3
no_pid_2508,3,2
no_pid_2508,11,1
no_pid_2509,1,1
no_pid_2509,1,6
no_pid_2511,1,1
no_pid_2512,0,1
no_pid_2512,1,1
no_pid_2515,2,1
no_pid_2518,0,1
no_pid_2518,3,2
no_pid_2518,11,1
no_pid_2519,0,1
no_pid_2522,4,1
no_pid_2524,2,1
no_pid_2529,17,1
no_pid_2530,0,1
no_pid_2530,14,1
no_pid_2531,0,1
no_pid_2531,11,1
no_pid_2532,2,1
no_pid_2532,3,5
no_pid_2533,1,1
no_pid_2533,1,5
no_pid_2534,0,1
no_pid_2535,0,1
no_pid_2537,1,4
no_pid_2538,0,2
no_pid_2538,4,1
no_pid_2538,4,2
no_pid_2539,4,1
no_pid_2544,0,2
no_pid_2544,6,3
no_pid_2545,0,1
no_pid_2545,1,3
no_pid_2545,11,1
no_pid_2554,3,2
no_pid_2557,0,1
no_pid_2557,3,3
no_pid_2561,6,2
no_pid_2563,0,1
no_pid_2563,3,2
no_pid_2565,6,1
no_pid_2566,4,1
no_pid_2566,7,1
no_pid_2569,4,1
no_pid_2572,4,1
no_pid_2574,0,2
no_pid_2578,3,1
no_pid_2579,0,1
no_pid_2579,2,1
no_pid_2581,6,1
no_pid_2581,6,3
no_pid_2582,5,1
no_pid_2585,14,2
no_pid_2586,0,2
no_pid_2586,3,3
no_pid_2586,13,3
no_pid_2588,1,1
no_pid_2588,1,2
no_pid_2589,0,1
no_pid_2589,3,2
no_pid_2589,3,3
no_pid_2590,0,1
no_pid_2590,2,1
no_pid_2590,3,4
no_pid_2592,0,1
no_pid_2592,0,2
no_pid_2593,0,1
no_pid_2593,4,1
no_pid_2593,6,1
no_pid_2593,7,1
no_pid_2594,0,1
no_pid_2594,0,2
no_pid_2594,3,3
no_pid_2599,11,1
no_pid_2600,0,1
no_pid_2600,3,2
no_pid_2600,3,3
no_pid_2601,4,2
no_pid_2603,0,1
no_pid_2603,5,1
no_pid_2603,6,2
no_pid_2605,0,1
no_pid_2609,0,1
no_pid_2609,11,1
no_pid_2611,10,1
no_pid_2613,0,1
no_pid_2613,1,3
no_pid_2614,12,2
no_pid_2615,16,1
no_pid_2615,17,1
no_pid_2616,4,2
no_pid_2619,0,2
no_pid_2619,11,1
no_pid_2620,0,2
no_pid_2620,8,2
no_pid_2621,1,5
no_pid_2621,2,1
no_pid_2621,14,1
no_pid_2622,6,1
no_pid_2622,6,9
no_pid_2624,0,2
no_pid_2624,3,4
no_pid_2624,6,2
no_pid_2626,4,1
no_pid_2627,5,1
no_pid_2630,6,1
no_pid_2630,6,9
no_pid_2630,7,1
no_pid_2632,7,1
no_pid_2632,10,1
no_pid_2632,11,1
no_pid_2633,0,2
no_pid_2633,5,1
no_pid_2634,11,1
no_pid_2635,0,1
no_pid_2635,2,1
no_pid_2636,0,1
no_pid_2636,2,1
no_pid_2644,0,1
no_pid_2644,9,1
no_pid_2644,11,1
no_pid_2645,0,1
no_pid_2648,2,1
no_pid_2648,3,5
no_pid_2650,0,2
no_pid_2650,5,1
no_pid_2653,0,2
no_pid_2660,0,1
no_pid_2660,6,9
no_pid_2663,0,2
no_pid_2663,3,4
no_pid_2663,14,1
no_pid_2666,0,1
no_pid_2666,6,2
no_pid_2666,6,9
no_pid_2666,7,1
no_pid_2667,0,2
no_pid_2667,1,1
no_pid_2667,1,2
no_pid_2669,0,1
no_pid_2669,3,2
no_pid_2673,4,1
no_pid_2674,4,1
no_pid_2674,6,1
no_pid_2674,6,9
no_pid_2674,7,1
no_pid_115570,0,1
no_pid_115571,2,1
no_pid_115572,0,2
no_pid_115572,6,2
no_pid_115572,11,1
no_pid_115573,7,1
no_pid_115576,0,1
no_pid_115576,11,1
no_pid_115577,1,1
no_pid_115577,1,2
no_pid_115578,2,1
no_pid_115579,4,1
no_pid_115580,6,2
no_pid_115581,4,1
no_pid_115582,1,6
no_pid_115583,4,1
no_pid_115584,7,1
no_pid_115586,4,1
no_pid_115587,1,1
no_pid_115588,1,2
no_pid_115588,1,5
no_pid_115589,0,1
no_pid_115589,7,1
no_pid_115590,1,1
no_pid_115591,0,1
no_pid_115591,4,1
no_pid_115592,16,1
no_pid_115593,6,2
no_pid_115593,6,6
no_pid_115593,6,9
no_pid_115593,10,1
no_pid_115594,0,1
no_pid_115594,1,5
no_pid_115594,3,2
no_pid_115595,2,1
no_pid_115598,0,1
no_pid_115598,6,1
no_pid_115598,6,2
no_pid_115598,6,9
no_pid_115598,10,1
no_pid_115599,3,1
no_pid_115599,3,3
no_pid_115599,3,4
no_pid_115600,0,1
no_pid_115600,3,6
no_pid_115602,0,1
no_pid_115602,1,1
no_pid_115602,1,2
no_pid_115604,1,1
no_pid_115606,0,1
no_pid_115606,2,1
no_pid_115609,6,1
no_pid_115609,7,1
no_pid_115610,8,1
no_pid_115610,8,3
no_pid_115611,6,1
no_pid_115612,0,1
no_pid_115612,6,5
no_pid_115612,13,1
no_pid_115613,8,1
no_pid_115614,0,2
no_pid_115614,4,1
no_pid_115615,14,1
no_pid_115616,0,1
no_pid_115616,1,1
no_pid_115616,1,6
no_pid_115616,3,1
no_pid_115616,11,1
no_pid_115618,4,1
no_pid_115619,0,2
no_pid_115619,3,2
no_pid_115620,4,1
no_pid_115620,6,1
no_pid_115620,6,2
no_pid_115620,7,1
no_pid_115621,0,1
no_pid_115621,1,1
no_pid_115621,1,2
no_pid_115621,2,1
no_pid_115622,6,9
no_pid_115622,7,1
no_pid_115623,0,1
no_pid_115623,3,3
no_pid_115623,3,6
no_pid_115623,6,2
no_pid_115625,4,2
no_pid_115625,6,1
no_pid_115625,6,9
no_pid_115625,7,1
no_pid_115626,4,1
no_pid_115627,0,1
no_pid_115627,2,1
no_pid_115627,6,2
no_pid_115628,6,2
no_pid_115628,8,1
no_pid_115631,0,1
no_pid_115631,6,1
no_pid_115631,6,2
no_pid_115631,19,1
no_pid_115632,0,1
no_pid_115632,5,1
no_pid_115632,14,2
no_pid_115633,15,1
no_pid_115635,0,1
no_pid_115635,1,1
no_pid_115635,1,5
no_pid_115635,3,1
no_pid_115636,6,4
no_pid_115636,7,1
no_pid_115637,8,2
no_pid_115638,5,1
no_pid_115640,0,2
no_pid_115640,3,2
no_pid_115642,2,1
no_pid_115644,10,2
no_pid_115646,6,1
no_pid_115646,6,7
no_pid_115646,7,1
no_pid_115647,2,1
no_pid_115648,0,1
no_pid_115648,2,1
no_pid_115650,0,2
no_pid_115650,3,2
no_pid_115652,0,1
no_pid_115653,1,1
no_pid_115654,0,1
no_pid_115654,2,1
no_pid_115654,3,1
no_pid_115655,4,1
no_pid_115657,6,9
no_pid_115657,7,1
no_pid_115658,6,1
no_pid_115663,3,1
no_pid_115665,0,1
no_pid_115665,1,1
no_pid_115669,1,6
no_pid_115670,0,1
no_pid_115670,3,1
no_pid_115671,8,1
no_pid_115671,11,1
no_pid_115672,0,1
no_pid_115672,6,9
no_pid_115674,6,8
no_pid_115676,6,9
no_pid_115676,7,1
no_pid_115677,0,2
no_pid_115677,6,2
no_pid_115678,4,1
no_pid_115678,6,1
no_pid_115678,7,1
no_pid_115679,6,1
no_pid_115680,0,1
no_pid_115680,3,2
no_pid_115680,3,4
no_pid_115681,0,1
no_pid_115681,7,1
no_pid_115682,1,1
no_pid_115683,6,1
no_pid_115684,0,1
no_pid_115684,14,2
no_pid_115685,0,1
no_pid_115685,11,1
no_pid_115687,0,1
no_pid_115687,14,2
no_pid_115689,1,1
no_pid_115691,6,1
no_pid_115691,6,4
no_pid_115691,6,9
no_pid_115692,3,3
no_pid_115692,6,2
no_pid_115692,11,1
no_pid_115693,4,1
no_pid_115694,0,2
no_pid_115694,3,1
no_pid_115694,3,2
no_pid_115697,1,1
no_pid_115697,3,2
no_pid_115698,0,1
no_pid_115698,3,2
no_pid_115698,3,3
no_pid_115698,3,4
no_pid_115698,5,1
no_pid_115698,14,1
no_pid_115699,4,2
no_pid_115703,0,1
no_pid_115703,1,6
no_pid_115703,2,1
no_pid_115704,4,1
no_pid_115706,0,2
no_pid_115706,1,3
no_pid_115706,3,2
no_pid_115706,11,1
no_pid_115706,12,2
no_pid_115707,0,1
no_pid_115707,2,1
no_pid_115708,7,1
no_pid_115708,13,3
no_pid_115709,4,1
no_pid_115710,2,1
no_pid_115711,0,1
no_pid_115711,3,3
no_pid_115712,0,1
no_pid_115712,0,2
no_pid_115712,1,1
no_pid_115712,1,3
no_pid_115712,3,1
no_pid_115712,7,1
no_pid_115714,6,1
no_pid_115715,2,1
no_pid_115715,6,1
no_pid_115715,7,1
no_pid_115716,0,1
no_pid_115716,4,2
no_pid_115716,6,1
no_pid_115716,7,1
no_pid_115717,0,2
no_pid_115717,14,1
no_pid_115718,8,2
no_pid_115719,7,1
no_pid_115723,1,1
no_pid_115723,1,2
no_pid_115725,0,1
no_pid_115729,0,1
no_pid_115729,1,1
no_pid_115729,1,2
no_pid_115731,3,1
no_pid_115732,0,2
no_pid_115734,3,1
no_pid_115734,3,2
no_pid_115734,8,1
no_pid_115735,0,1
no_pid_115735,2,1
no_pid_115736,6,2
no_pid_115736,10,1
no_pid_115736,10,2
no_pid_115737,2,1
no_pid_115737,12,2
no_pid_115738,4,3
no_pid_115738,6,1
no_pid_115739,2,1
no_pid_115739,12,2
no_pid_115740,4,1
no_pid_115741,6,1
no_pid_115744,1,6
no_pid_115744,3,6
no_pid_115745,3,3
no_pid_115745,3,6
no_pid_115745,6,1
no_pid_115746,8,1
no_pid_115747,0,2
no_pid_115747,11,1
no_pid_115748,0,1
no_pid_115748,9,1
no_pid_115748,11,1
no_pid_115749,7,1
no_pid_115750,2,1
no_pid_115750,3,5
no_pid_115750,11,1
no_pid_115751,0,1
no_pid_115754,4,1
no_pid_115755,0,2
no_pid_115755,8,1
no_pid_115755,11,1
no_pid_115756,0,1
no_pid_115756,6,2
no_pid_115756,6,3
no_pid_115756,9,1
no_pid_115756,11,1
no_pid_115760,1,1
no_pid_115760,1,6
no_pid_115760,3,1
no_pid_115760,3,2
no_pid_115760,6,3
no_pid_115761,13,1
no_pid_115761,14,1
no_pid_115762,0,1
no_pid_115762,4,2
no_pid_115762,6,1
no_pid_115762,6,2
no_pid_115762,6,9
no_pid_115762,7,1
no_pid_115763,6,2
no_pid_115763,6,3
no_pid_115765,0,1
no_pid_115765,4,1
no_pid_115765,4,2
no_pid_115765,6,1
no_pid_115766,1,1
no_pid_115766,1,2
no_pid_115766,3,4
no_pid_115768,10,1
no_pid_115770,1,3
no_pid_115770,12,2
no_pid_115772,2,1
no_pid_115773,0,1
no_pid_115773,3,6
no_pid_115773,5,1
no_pid_115775,0,1
no_pid_115775,4,1
no_pid_115775,6,1
no_pid_115775,6,9
no_pid_115775,7,1
no_pid_115776,4,1
no_pid_115777,8,1
no_pid_115778,13,3
no_pid_115780,6,1
no_pid_115780,6,3
no_pid_115782,0,1
no_pid_115782,1,2
no_pid_115785,8,1
no_pid_115787,4,1
no_pid_115788,0,2
no_pid_115788,5,1
no_pid_115789,0,1
no_pid_115789,1,1
no_pid_115789,1,2
no_pid_115790,13,2
no_pid_115791,4,1
no_pid_115792,0,2
no_pid_115792,3,3
no_pid_115792,11,1
no_pid_115796,0,1
no_pid_115796,3,3
no_pid_115796,8,1
no_pid_115796,8,2
no_pid_115799,0,1
no_pid_115799,0,2
no_pid_115799,1,2
no_pid_115800,2,1
no_pid_115800,3,1
no_pid_115801,0,1
no_pid_115801,3,1
no_pid_115801,7,1
no_pid_115803,3,6
no_pid_115803,5,1
no_pid_115803,11,1
no_pid_115804,0,1
no_pid_115806,4,1
no_pid_115806,5,1
no_pid_115806,6,1
no_pid_115806,6,2
no_pid_115806,6,3
no_pid_115808,0,1
no_pid_115808,7,1
no_pid_115808,15,1
no_pid_115809,4,1
no_pid_115809,4,2
no_pid_115809,6,9
no_pid_115810,6,2
no_pid_115810,11,1
no_pid_115812,2,1
no_pid_115813,4,1
no_pid_115816,0,1
no_pid_115816,3,1
no_pid_115816,3,6
no_pid_115818,3,7
no_pid_115819,4,1
no_pid_115821,1,1
no_pid_115821,3,1
no_pid_115821,3,6
no_pid_115822,0,2
no_pid_115822,5,1
no_pid_115822,19,1
no_pid_115823,4,1
no_pid_115823,6,9
no_pid_115823,7,1
no_pid_115824,0,2
no_pid_115824,17,1
no_pid_115825,4,1
no_pid_115826,0,2
no_pid_115826,1,6
no_pid_115826,3,6
no_pid_115827,0,1
no_pid_115827,0,2
no_pid_115827,1,1
no_pid_115829,3,2
no_pid_115830,0,2
no_pid_115830,3,3
no_pid_115830,6,2
no_pid_115830,8,3
no_pid_115831,1,2
no_pid_115832,0,1
no_pid_115832,4,1
no_pid_115832,6,1
no_pid_115832,7,1
no_pid_115833,0,1
no_pid_115833,4,1
no_pid_115833,6,1
no_pid_115833,6,9
no_pid_115834,0,2
no_pid_115834,12,2
no_pid_115835,0,1
no_pid_115835,1,6
no_pid_115837,3,6
no_pid_115837,5,1
no_pid_115838,1,1
no_pid_115838,1,2
no_pid_115842,0,1
no_pid_115842,1,5
no_pid_115842,14,1
no_pid_115843,0,1
no_pid_115843,0,2
no_pid_115843,6,2
no_pid_115843,7,1
no_pid_115844,7,1
no_pid_115846,1,2
no_pid_115848,7,1
no_pid_115849,0,1
no_pid_115849,1,5
no_pid_115850,4,1
no_pid_115851,0,1
no_pid_115851,1,6
no_pid_115852,4,1
no_pid_115854,1,6
no_pid_115854,5,1
no_pid_115855,7,1
no_pid_115858,0,1
no_pid_115859,7,1
no_pid_115861,1,4
no_pid_115861,2,1
no_pid_115862,1,1
no_pid_115862,1,5
no_pid_115862,1,6
no_pid_115862,3,1
no_pid_115862,3,2
no_pid_115863,0,1
no_pid_115864,6,1
no_pid_115864,6,9
no_pid_115864,7,1
no_pid_115865,6,4
no_pid_115866,6,9
no_pid_115866,7,1
no_pid_115868,0,2
no_pid_115870,0,1
no_pid_115870,1,1
no_pid_115870,1,6
no_pid_115872,0,1
no_pid_115873,0,1
no_pid_115876,4,1
no_pid_115877,0,1
no_pid_115877,0,2
no_pid_115877,2,1
no_pid_115878,0,1
no_pid_115878,0,2
no_pid_115878,3,6
no_pid_115878,5,1
no_pid_115878,8,2
no_pid_115879,0,1
no_pid_115879,3,3
no_pid_115879,3,4
no_pid_115882,0,2
no_pid_115882,1,1
no_pid_115883,8,2
no_pid_115884,4,1
no_pid_115885,2,1
no_pid_115887,0,1
no_pid_115888,3,6
no_pid_115888,12,2
no_pid_115889,1,1
no_pid_115891,0,2
no_pid_115891,3,3
no_pid_115892,3,6
no_pid_115892,19,1
no_pid_115894,5,1
no_pid_115894,11,1
no_pid_115897,4,1
no_pid_115898,4,1
no_pid_115899,10,1
no_pid_115899,16,1
no_pid_115899,19,1
no_pid_115902,4,1
no_pid_115903,0,1
no_pid_115903,2,1
no_pid_115904,0,1
no_pid_115904,11,1
no_pid_115905,2,1
no_pid_115907,0,1
no_pid_115909,6,1
no_pid_115910,16,1
no_pid_115911,0,1
no_pid_115911,11,1
no_pid_115912,6,1
no_pid_115912,6,9
no_pid_115913,1,2
no_pid_115913,1,5
no_pid_115914,0,1
no_pid_115914,3,2
no_pid_115915,2,1
no_pid_115917,3,6
no_pid_115917,4,1
no_pid_115918,4,2
no_pid_115918,6,1
no_pid_115918,6,9
no_pid_115921,0,1
no_pid_115921,11,1
no_pid_115922,6,6
no_pid_115922,7,1
no_pid_115923,4,1
no_pid_115923,6,1
no_pid_115924,4,1
no_pid_115924,6,1
no_pid_115924,6,9
no_pid_115924,7,1
no_pid_115925,0,2
no_pid_115925,5,1
no_pid_115925,11,1
no_pid_115925,16,1
no_pid_115928,6,1
no_pid_115928,6,2
no_pid_115928,6,9
no_pid_115928,7,1
no_pid_115928,10,2
no_pid_115929,0,1
no_pid_115929,1,6
no_pid_115933,0,1
no_pid_115933,3,5
no_pid_115933,6,2
no_pid_115934,0,1
no_pid_115934,11,1
no_pid_115935,5,1
no_pid_115938,7,1
no_pid_115941,0,1
no_pid_115941,3,4
no_pid_115943,4,1
no_pid_115945,4,1
no_pid_115946,2,1
no_pid_115947,4,1
no_pid_115948,0,1
no_pid_115948,1,1
no_pid_115948,1,6
no_pid_115950,2,1
no_pid_115951,4,1
no_pid_115952,3,1
no_pid_115952,3,3
no_pid_115956,0,2
no_pid_115956,8,1
no_pid_115957,2,1
no_pid_115958,1,1
no_pid_115959,0,1
no_pid_115959,0,2
no_pid_115959,1,1
no_pid_115960,2,1
no_pid_115961,4,3
no_pid_115962,0,1
no_pid_115962,0,2
no_pid_115962,6,9
no_pid_115962,7,1
no_pid_115962,13,1
no_pid_115964,0,1
no_pid_115965,0,1
no_pid_115965,3,4
no_pid_115965,8,3
no_pid_115966,2,1
no_pid_115966,3,5
no_pid_115966,11,1
no_pid_115968,0,1
no_pid_115968,3,3
no_pid_115970,0,1
no_pid_115971,0,1
no_pid_115972,6,1
no_pid_115972,6,9
no_pid_115972,7,1
no_pid_115973,0,1
no_pid_115973,1,6
no_pid_115973,2,1
no_pid_115974,0,1
no_pid_115974,1,4
no_pid_115974,2,1
no_pid_115976,1,1
no_pid_115976,1,5
no_pid_115976,1,6
no_pid_115976,3,1
no_pid_115978,6,1
no_pid_115979,4,2
no_pid_115981,0,1
no_pid_115981,2,1
no_pid_115982,0,1
no_pid_115982,4,2
no_pid_115982,6,2
no_pid_115983,1,3
no_pid_115983,3,2
no_pid_115983,3,5
no_pid_115984,4,1
no_pid_115984,6,2
no_pid_115984,7,1
no_pid_115985,0,1
no_pid_115985,1,1
no_pid_115985,3,6
no_pid_115985,12,2
no_pid_115987,0,1
no_pid_115987,1,6
no_pid_115987,15,1
no_pid_115989,8,1
no_pid_115989,8,3
no_pid_115990,2,1
no_pid_115991,3,6
no_pid_115991,4,1
no_pid_115992,0,1
no_pid_115992,4,1
no_pid_115993,0,2
no_pid_115993,3,3
no_pid_115993,11,1
no_pid_115994,4,1
no_pid_116000,14,1
no_pid_116001,0,1
no_pid_116001,4,1
no_pid_116001,4,2
no_pid_116003,7,1
no_pid_116005,0,2
no_pid_116005,6,2
no_pid_116005,6,3
no_pid_116006,4,1
no_pid_116006,4,2
no_pid_116007,4,1
no_pid_116008,0,1
no_pid_116009,4,1
no_pid_116012,0,1
no_pid_116012,1,1
no_pid_116012,1,2
no_pid_116013,0,2
no_pid_116014,0,2
no_pid_116014,12,2
no_pid_116015,7,1
no_pid_116016,2,1
no_pid_116017,0,1
no_pid_116017,2,1
no_pid_116018,6,5
no_pid_116018,13,1
no_pid_116021,1,5
no_pid_116021,3,3
no_pid_116022,2,1
no_pid_116023,8,3
no_pid_116025,4,1
no_pid_116025,6,1
no_pid_116025,6,9
no_pid_116025,7,1
no_pid_116026,0,1
no_pid_116026,1,2
no_pid_116027,0,1
no_pid_116027,2,1
no_pid_116029,3,1
no_pid_116029,3,2
no_pid_116029,14,1
no_pid_116031,6,1
no_pid_116033,4,1
no_pid_116034,4,2
no_pid_116035,0,1
no_pid_116035,1,6
no_pid_116035,3,3
no_pid_116036,0,1
no_pid_116036,2,1
no_pid_116037,4,1
no_pid_116038,6,1
no_pid_116038,8,2
no_pid_116039,0,1
no_pid_116039,11,1
no_pid_116040,3,1
no_pid_116042,0,1
no_pid_116043,6,1
no_pid_116043,10,2
no_pid_116044,0,2
no_pid_116044,5,1
no_pid_116044,11,1
no_pid_116045,4,1
no_pid_116045,6,1
no_pid_116045,6,9
no_pid_116045,7,1
no_pid_116046,8,1
no_pid_116046,8,3
no_pid_116046,10,1
no_pid_116046,10,2
no_pid_116047,0,2
no_pid_116047,3,2
no_pid_116048,0,1
no_pid_116048,1,3
no_pid_116048,3,3
no_pid_116049,3,6
no_pid_116050,0,1
no_pid_116051,5,1
no_pid_116051,6,2
no_pid_116051,6,9
no_pid_116051,10,1
no_pid_116052,2,1
no_pid_116054,4,2
no_pid_116054,6,1
no_pid_116054,6,9
no_pid_116056,1,1
no_pid_116057,4,1
no_pid_116060,6,1
no_pid_116060,13,2
no_pid_116061,5,1
no_pid_116061,6,3
no_pid_116061,6,6
no_pid_116062,0,1
no_pid_116062,2,1
no_pid_116063,0,1
no_pid_116063,4,1
no_pid_116063,6,1
no_pid_116063,6,9
no_pid_116063,7,1
no_pid_116064,0,1
no_pid_116064,1,1
no_pid_116064,2,1
no_pid_116065,2,1
no_pid_116068,1,5
no_pid_116068,3,1
no_pid_116069,0,1
no_pid_116070,0,1
no_pid_116070,1,4
no_pid_116071,6,2
no_pid_116071,6,3
no_pid_116071,16,1
no_pid_116072,6,9
no_pid_116072,15,1
no_pid_116073,8,1
no_pid_116073,8,2
no_pid_116074,0,1
no_pid_116074,3,2
no_pid_116074,3,3
no_pid_116074,6,2
no_pid_116074,11,1
no_pid_116078,0,1
no_pid_116078,2,1
no_pid_116079,0,1
no_pid_116079,2,1
no_pid_116080,0,1
no_pid_116080,12,2
no_pid_116081,0,1
no_pid_116081,8,1
no_pid_116083,0,1
no_pid_116083,0,2
no_pid_116083,1,1
no_pid_116083,1,5
no_pid_116083,2,1
no_pid_116084,0,1
no_pid_116084,0,2
no_pid_116084,1,1
no_pid_116085,0,1
no_pid_116085,4,1
no_pid_116085,4,2
no_pid_116085,6,1
no_pid_116085,7,1
no_pid_116088,2,1
no_pid_116089,0,1
no_pid_116089,6,1
no_pid_116089,6,9
no_pid_116090,6,2
no_pid_116090,10,2
no_pid_116092,0,1
no_pid_116092,1,6
no_pid_116094,0,1
no_pid_116094,11,1
no_pid_116095,6,3
no_pid_116095,6,6
no_pid_116097,4,1
no_pid_116097,6,2
no_pid_116098,3,6
no_pid_116098,6,2
no_pid_116098,14,1
no_pid_116098,14,2
no_pid_116100,0,1
no_pid_116101,0,1
no_pid_116101,1,1
no_pid_116101,1,2
no_pid_116101,1,5
no_pid_116104,1,5
no_pid_116105,8,1
no_pid_116106,4,1
no_pid_116106,6,1
no_pid_116106,7,1
no_pid_116107,0,1
no_pid_116107,3,3
no_pid_116107,3,4
