PID,category code,subcategory code
GSFQ-JTL,0,1
GSFQ-JXB,6,7
GSFQ-JXB,7,1
GSFQ-KKB,0,1
GSFQ-KKB,3,2
GSFQ-KXB,0,1
GSFQ-KXB,12,2
GSFQ-L5F,0,1
GSFQ-L5F,1,1
GSFQ-L5N,4,1
GSFQ-LBL,1,6
GSFQ-LBL,3,2
GSFQ-LNW,6,2
GSFQ-LNW,6,3
GSFQ-LSH,7,1
GSFQ-LW9,4,1
GSFQ-LZZ,2,1
GSFQ-MH3,0,1
GSFQ-MH3,1,6
GSFQ-N7F,4,1
GSFQ-NMF,0,1
GSFQ-NMF,6,2
GSFQ-NTX,0,2
GSFQ-PG4,4,1
GSFQ-PHT,3,6
GSFQ-Q43,0,1
GSFQ-Q43,2,1
GSFQ-QC9,3,1
GSFQ-QC9,8,3
GSFQ-QDP,0,1
GSFQ-QF3,1,5
GSFQ-QGW,0,1
GSFQ-QGW,1,3
GSFQ-QGW,11,1
GSFQ-QJ9,16,1
GSFQ-QJT,6,1
GSFQ-QR6,4,3
GSFQ-RSR,6,4
GSFQ-RSR,7,1
GSFQ-S1W,3,1
GSFQ-S1W,3,2
GSFQ-S8K,1,4
GSFQ-SBD,0,1
GSFQ-SFP,14,1
GSFQ-SWM,4,1
GSFQ-TLB,1,6
GSFQ-TLB,3,2
GSFQ-TWM,0,1
GSFQ-TXL,0,1
GSFQ-TXL,1,4
GSFQ-TXL,11,1
GSFQ-WP7,7,1
GSFQ-X36,0,1
GSFQ-X36,1,1
GSFQ-X36,1,2
GSFQ-X36,11,1
GSFQ-X6P,3,6
GSFQ-XK6,0,1
GSFQ-XKW,16,1
GSFQ-Y57,4,1
GSFQ-YMD,0,1
GSFQ-Z8N,3,1
GSFQ-ZL1,2,1
GSFQ-ZYM,11,1
GSFS-YPW,1,6
GSFS-YPW,6,7
GSFS-YPW,10,1
GSFW-4TM,5,1
GSFW-QNW,5,1
GSFZ-3S1,1,4
GSFZ-YZT,0,2
GSFZ-YZT,3,3
GSFZ-YZT,6,2
GSN8-74T,3,2
GSN8-SVH,1,5
GSQ1-2W8,0,1
GSQ1-5VC,1,1
GSQ1-5VC,1,2
GSQZ-V36,1,2
GSX1-1RW,1,1
GSX1-1RW,1,2
GSX1-1RW,3,5
GSX1-3J1,6,7
GSX1-3J1,16,1
GSX1-3Z8,2,1
GSX1-5FG,1,6
GSX1-5FG,2,1
GSX1-6DG,2,1
GSX1-83N,4,1
GSX1-84V,4,1
GSX1-C2D,2,1
GSX1-CF7,4,1
GSX1-D81,3,1
GSX1-D81,3,2
GSX1-DTD,6,2
GSX1-DTD,7,1
GSX1-HQQ,2,1
GSX1-KXT,0,1
GSX1-KXT,1,3
GSX1-MY2,1,6
GSX1-N5N,2,1
GSX1-PTN,5,1
GSX1-PTN,12,2
GSX1-Q4F,1,4
GSX1-Q4F,17,1
GSX1-S8H,2,1
GSX1-XKZ,0,1
GSX1-XKZ,1,3
GSX1-XKZ,3,5
GSX1-XKZ,11,1
GSX1-YWG,0,1
GSX1-YWG,0,2
GSX1-Z3P,5,1
GSX5-NCY,3,4
GSXB-43Q,0,2
GSXB-43Q,3,2
GSXB-466,0,1
GSXB-466,1,5
GSXB-5LM,0,1
GSXB-6NM,2,1
GSXB-7QG,5,1
GSXB-8RP,2,1
GSXB-8RP,16,1
GSXB-91P,15,1
GSXB-91P,17,1
GSXB-B57,4,1
GSXB-BFN,1,3
GSXB-CGP,4,1
GSXB-FCX,0,2
GSXB-FCX,2,1
GSXB-FCX,6,1
GSXB-FCX,6,9
GSXB-FCX,7,1
GSXB-FWB,0,2
GSXB-FWB,5,1
GSXB-FWB,6,2
GSXB-FWB,11,1
GSXB-FWB,12,2
GSXB-GR8,0,1
GSXB-GX8,5,1
GSXB-GX8,10,1
GSXB-HMQ,2,1
GSXB-HPM,14,2
GSXB-JRJ,1,5
GSXB-JRJ,2,1
GSXB-JRJ,14,1
GSXB-JZ5,4,1
GSXB-K82,3,5
GSXB-KZZ,3,1
GSXB-KZZ,3,2
GSXB-KZZ,11,1
GSXB-LBC,0,1
GSXB-LVL,1,3
GSXB-LVL,1,4
GSXB-NR4,2,1
GSXB-P1D,13,1
GSXB-P1D,14,1
GSXB-PZJ,3,1
GSXB-PZJ,7,1
GSXB-PZJ,8,2
GSXB-QXW,4,1
GSXB-SM4,0,2
GSXB-SM4,2,1
GSXB-SQV,0,2
GSXB-SQV,3,2
GSXB-SZT,0,2
GSXB-SZT,13,3
GSXB-VS3,0,1
GSXB-VS3,1,3
GSXB-VS3,3,2
GSXB-VS3,4,1
GSXB-X64,2,1
GSXB-Z13,0,1
GSXB-Z13,0,2
GSXB-Z13,3,2
GSXG-FB8,1,5
GSXG-FB8,1,6
GSXG-H7Z,0,2
GSXG-H7Z,3,7
GSXG-HR8,4,1
GSXG-J7T,4,1
GSXG-PQV,11,1
GSXG-WMG,2,1
GSXP-HYG,6,1
GSXP-LWW,5,1
GSXR-2BM,4,1
GSXR-53Y,2,1
GSXR-5K5,10,1
GSXR-5MP,0,1
GSXR-5MP,0,2
GSXR-5NJ,6,1
GSXR-5NJ,6,9
GSXR-B6Y,0,2
GSXR-B6Y,1,2
GSXR-B6Y,1,4
GSXR-VHS,0,1
GSXR-VHS,1,3
GSXR-VHS,1,5
GSXT-114,1,5
GSXT-185,7,1
GSXT-1YC,0,2
GSXT-1YC,3,2
GSXT-1YC,11,1
GSXT-2GW,6,1
GSXT-2GW,6,2
GSXT-2GW,6,6
GSXT-2GW,6,9
GSXT-52Z,14,2
GSXT-6T7,8,1
GSXT-79K,14,2
GSXT-94S,0,1
GSXT-94S,3,5
GSXT-B19,4,1
GSXT-B19,6,2
GSXT-B19,7,1
GSXT-BFF,0,1
GSXT-BQ5,0,2
GSXT-BQ5,10,1
GSXT-CF7,6,2
GSXT-FD6,0,1
GSXT-FD6,1,1
GSXT-FD6,6,1
GSXT-FDZ,6,6
GSXT-FDZ,6,9
GSXT-FDZ,7,1
GSXT-FZ7,8,1
GSXT-G9R,2,1
GSXT-HRJ,10,1
GSXT-JK1,0,1
GSXT-JK1,3,3
GSXT-JK1,6,1
GSXT-JQV,10,1
GSXT-K8X,1,5
GSXT-K8X,1,6
GSXT-K8X,2,1
GSXT-KPS,3,2
GSXT-KPS,5,1
GSXT-KPS,17,1
GSXT-KTT,5,1
GSXT-NJ9,0,1
GSXT-NJ9,1,1
GSXT-NJ9,1,2
GSXT-PGQ,1,1
GSXT-PGQ,1,6
GSXT-R8T,11,1
GSXT-RBL,3,1
GSXT-RGY,0,1
GSXT-RGY,3,2
GSXT-RRV,6,1
GSXT-RRV,6,7
GSXT-RRV,6,9
GSXT-RRV,7,1
GSXT-T83,5,1
GSXT-TBC,2,1
GSXT-VGW,7,1
GSXT-VLJ,0,1
GSXT-VLJ,3,1
GSXT-Y43,1,1
GSXT-YRT,0,1
GSXY-12X,0,1
GSXY-12X,3,1
GSXY-163,2,1
GSXY-2JP,0,2
GSXY-387,10,1
GSXY-3B3,0,1
GSXY-3B3,0,2
GSXY-3B3,14,1
GSXY-3CF,2,1
GSXY-3CF,5,1
GSXY-3HG,6,9
GSXY-3HG,15,1
GSXY-43D,0,1
GSXY-43D,1,3
GSXY-43D,6,3
GSXY-43D,11,1
GSXY-4BF,3,1
GSXY-5QR,0,1
GSXY-5QR,1,4
GSXY-6LN,0,2
GSXY-6LN,3,2
GSXY-6LN,6,3
GSXY-84S,2,1
GSXY-84S,3,4
GSXY-8JC,1,1
GSXY-8JC,1,5
GSXY-8SR,6,4
GSXY-97Z,2,1
GSXY-992,6,1
GSXY-992,6,9
GSXY-992,10,2
GSXY-9FC,2,1
GSXY-BT1,0,2
GSXY-C7W,2,1
GSXY-C7W,11,1
GSXY-C7W,17,1
GSXY-C9Q,0,2
GSXY-C9Q,6,2
GSXY-CDF,2,1
GSXY-CN2,2,1
GSXY-F5F,11,1
GSXY-FC7,5,2
GSXY-GCJ,3,4
GSXY-GCJ,3,6
GSXY-GQT,0,1
GSXY-GQT,3,1
GSXY-GQT,3,6
GSXY-GQT,8,3
GSXY-GSY,2,1
GSXY-HD6,1,2
GSXY-HF7,2,1
GSXY-HF7,10,1
GSXY-HF7,16,1
GSXY-HS8,10,1
GSXY-HWM,0,2
GSXY-HWM,1,2
GSXY-J19,13,3
GSXY-JRC,13,2
GSXY-L47,2,1
GSXY-L6P,0,1
GSXY-LQJ,3,5
GSXY-LVX,0,2
GSXY-LVX,4,1
GSXY-N15,2,1
GSXY-P1P,0,2
GSXY-P1P,1,6
GSXY-P1Y,2,1
GSXY-P8M,4,1
GSXY-QPL,14,1
GSXY-QV4,8,2
GSXY-RB2,4,1
GSXY-RB9,0,1
GSXY-SP9,13,1
GSXY-SQK,0,2
GSXY-SQK,3,4
GSXY-STB,4,1
GSXY-SYS,15,1
GSXY-TVV,0,1
GSXY-TVV,1,2
GSXY-V1D,2,1
GSXY-VS1,3,1
GSXY-VT4,0,1
GSXY-VT4,4,1
GSXY-WMS,8,1
GSXY-WMS,8,3
GSXY-WMS,13,3
GSXY-X2S,0,1
GSXY-X2S,1,1
GSXY-X2S,1,2
GSXY-XGV,0,1
GSXY-XKC,6,7
GSXY-XKC,7,1
GSXY-XP8,6,2
GSXY-Z7H,6,1
GSXY-Z7H,6,9
GSXY-ZS9,1,4
GSXY-ZVP,0,1
GSXY-ZVP,1,1
GSXY-ZVP,1,2
GSZD-TB8,10,1
GSZZ-KT5,13,4
K2HW-SH3,0,1
K2HW-SH3,6,1
K2HW-SH3,6,9
K2NY-J5V,3,2
K2X6-QC8,0,1
K2X6-QC8,1,1
K2X6-QC8,2,1
K2X6-SNT,1,1
K2X6-SNT,1,2
K411-88T,3,1
K459-5XB,0,2
K4GH-JWK,0,1
K4GH-JWK,1,1
K4RR-DH4,2,1
K4VC-Q2L,4,1
K4VC-Q2L,7,1
K64B-9B3,7,1
K6SS-PQ4,3,5
K8MP-653,0,1
K8MP-653,7,1
K8VS-7FF,3,1
K8VS-7FF,3,2
K8WD-HKH,0,1
K8WD-HKH,1,2
KCBG-H2J,2,1
KCN1-4PC,0,2
KCN1-4PC,3,2
KCTF-5SG,9,1
KDWC-P5S,0,2
KDWC-P5S,3,2
KFKX-1GG,6,4
KFPZ-2DJ,0,1
KFPZ-2DJ,1,1
KH1K-CZK,1,1
KHS9-2FW,1,6
KHTR-SXS,0,1
KHTR-SXS,5,1
KHTR-SXS,6,2
KHTR-SXS,6,3
KL6B-7RF,2,1
KLKD-BJJ,0,2
KLKD-BJJ,5,1
KN1D-ZP6,0,1
KN1D-ZP6,0,2
KN65-WW9,0,1
KN7Z-1KR,1,3
KNWB-SYK,0,1
KNWB-SYK,7,1
KNWX-RF3,2,1
KPD2-J19,11,1
KPQ8-JTZ,10,1
KPW7-55W,0,1
KPW7-55W,1,2
KVK1-5JT,0,1
KVK1-5JT,1,6
KZG5-RTR,0,2
KZG5-RTR,3,2
KZGP-KW1,5,1
KZGP-KW1,6,3
KZK1-DZ9,7,1
KZK1-DZ9,8,2
KZK1-DZ9,13,2
L11L-9S2,4,1
L13B-C8H,0,1
L13B-C8H,1,5
L13B-C8H,3,2
L14L-ZYH,3,2
L152-C2V,0,1
L152-C2V,1,3
L152-C2V,5,1
L152-C2V,14,1
L15B-7WZ,0,1
L15B-7WZ,8,3
L164-RGR,0,2
L164-RGR,6,1
L164-RGR,7,1
L16Y-8R5,1,5
L176-MJ4,1,1
L176-MJ4,5,1
L176-MJ4,12,1
L179-SFG,0,1
L179-SFG,1,6
L1BD-ZKP,14,2
L1FV-3YZ,0,2
L1FV-3YZ,2,1
L1GG-HRR,0,1
L1GG-HRR,7,1
L1M4-PH3,0,1
L1M4-PH3,0,2
L1M4-PH3,3,2
L1M4-QGS,1,1
L1M4-QGS,3,1
L1M4-QGS,3,2
L1M4-QGS,3,6
L1M4-QGS,8,2
L1P3-M2H,6,3
L1SM-18Y,13,1
L1T5-1H4,1,1
L1T5-1H4,3,1
L1T5-SZP,0,2
L1T5-SZP,1,3
L1TS-D9G,1,1
L1WY-LP4,3,2
L1XB-LP5,6,5
L1XW-7QP,3,5
L1Y1-ZZF,4,1
L1YB-QPM,3,2
L1YB-QPM,5,1
L1ZN-QGV,5,1
L1ZR-6R5,0,2
L1ZR-6R5,7,1
L1ZW-C5W,11,1
L215-XS6,0,1
L215-XS6,1,1
L23F-7D2,1,5
L23R-Z3Q,3,1
L23R-Z3Q,3,2
L24F-BP8,1,1
L24F-BP8,1,2
L24F-BP8,6,3
L25C-2WR,0,1
L25C-2WR,1,1
L25V-V8D,6,2
L27T-876,1,1
L29P-VD1,6,1
L29T-PZB,7,1
L2BG-FNQ,16,1
L2BW-1XD,0,1
L2BW-1XD,1,1
L2BW-1XD,1,2
L2CF-BMC,7,1
L2CQ-C4R,0,1
L2F4-FLT,0,1
L2GJ-KKP,1,1
L2GJ-KKP,3,1
L2GJ-KKP,3,6
L2JF-YZL,8,3
L2K6-MX3,4,1
L2LN-BRN,9,1
L2LY-MKJ,6,1
L2ML-3QW,13,1
L2NN-6S3,0,1
L2NN-6S3,0,2
L2NR-S4Y,1,1
L2NR-S4Y,1,6
L2S2-BCW,0,2
L2S2-BCW,1,3
L2S2-BCW,3,2
L2SF-ZX5,7,1
L2SQ-FKH,0,1
L2SQ-FKH,0,2
L2SQ-FKH,3,3
L2T6-7QK,0,2
L2T6-7QK,1,3
L2V9-G1Q,1,3
L2V9-G1Q,11,1
L2VD-XDV,0,1
L2VD-XDV,12,1
L2VN-L5J,7,1
L2XX-6ZF,15,1
L518-RTL,0,1
L518-RTL,1,1
L51V-SZ2,2,1
L56V-BR7,3,1
L56V-BR7,3,2
L581-Q3M,1,1
L581-Q3M,3,1
L5BB-MPW,0,2
L5BB-MPW,6,2
L5BB-MPW,6,3
L5BW-X3T,1,6
L5BW-X3T,3,1
L5CK-NJD,2,1
L5DB-R4N,6,4
L5KQ-7RQ,6,2
L5KQ-7RQ,6,4
L5LP-7XQ,9,1
L5N8-GGL,6,3
L5NB-YF2,4,1
L5PW-383,2,1
L5T7-PVK,0,1
L5V9-QKV,6,1
L5V9-QKV,6,2
L5V9-QKV,7,1
L5VH-GN9,4,1
L5VN-J9V,11,1
L5XN-Z93,2,1
L5YY-FMR,5,1
L5YY-FMR,8,1
L5YY-FMR,16,1
L5ZF-9MH,0,2
L61F-76V,1,4
L634-3KL,15,1
L634-4GG,0,1
L634-4GG,6,1
L63L-FDG,10,1
L651-DMW,1,1
L69W-68B,0,2
L69W-68B,1,1
L69W-68B,1,6
L69X-LX4,0,2
L69X-LX4,2,1
L6F8-33M,4,1
L6FJ-9WC,4,1
L6HQ-Z4C,0,2
L6HQ-Z4C,3,2
L6JC-RKV,1,1
L6JC-RKV,9,1
L6MK-7HG,1,5
L6R4-MFW,1,4
L6RD-32S,0,2
L6RD-32S,1,3
L6RD-32S,8,1
L6RW-YLR,10,1
L6SM-Z91,4,1
L6WT-K6L,3,2
L7FL-3PV,2,1
L7FT-CZC,0,1
L7FT-CZC,6,9
L7FT-CZC,13,2
L7GC-6ZQ,0,1
L7GC-6ZQ,1,1
L7GK-FB8,0,1
L7GK-FB8,1,3
L7GM-SVG,3,5
L7GM-SVG,10,1
L87C-5SF,1,6
L87C-5SF,3,5
L8KS-FX2,2,1
L8MR-VKH,6,4
L8MR-VKH,6,9
L8PL-GX4,0,1
L8PL-GX4,1,1
L8QF-DJS,5,1
L8S5-FT5,4,1
L8SG-346,0,1
L8SG-346,2,1
L8YB-GMZ,0,1
L8YB-GMZ,6,1
L8YB-GMZ,6,9
L8YB-GMZ,8,2
LB3Y-PMB,4,1
LB42-DMW,0,2
LB42-DMW,3,4
LB42-DMW,6,1
LB42-DMW,6,9
LB42-DMW,9,1
LB45-R3F,1,3
LB4Q-TZ4,0,2
LB4Q-TZ4,3,4
LB73-2NH,10,1
LB8H-C1V,3,2
LB8H-C1V,3,3
LB8H-C1V,3,6
LBBQ-QQQ,0,1
LBBQ-QQQ,1,1
LBBQ-QQQ,6,2
LBCH-DKS,5,1
LBCH-DKS,6,4
LBCH-DKS,11,1
LBCH-DKS,17,1
LBDM-4ZV,2,1
LBFW-SPS,0,1
LBGR-FX7,14,2
LBGW-RTN,16,1
LBL7-LYN,1,6
LBL7-LYN,2,1
LBN9-5DY,0,1
LBN9-5DY,1,1
LBN9-5DY,1,5
LBN9-5DY,1,6
LBNH-1KC,3,3
LBNH-1KC,6,1
LBNM-THF,0,2
LBNM-THF,1,6
LBPM-2L3,5,1
LBRF-9FQ,4,1
LBRH-Q35,8,1
LBTB-SK5,0,2
LBTB-SK5,11,1
LBXJ-LLS,0,2
LBZ6-MGG,7,1
LBZR-4RK,4,1
LC26-CN4,11,1
LCDM-8Z8,4,1
LCDS-WRP,4,1
LCFL-DPP,4,1
LCMP-W4Y,0,1
LCMP-W4Y,4,1
LCMP-W4Y,6,9
LCRD-ZTW,2,1
LCRD-ZTW,6,1
LCTV-9RP,1,6
LCY3-P51,7,1
LCYQ-S6Z,10,1
LD5P-Z9B,8,1
LD5P-Z9B,13,2
LD5Q-GB1,5,1
LD5Q-GB1,6,3
LD5Q-GB1,9,1
LDBM-GP7,0,1
LDBM-GP7,1,4
LDBM-GP7,12,2
LDCS-VYS,4,1
LDKK-XHW,1,6
LDKK-XHW,7,1
LDKK-XHW,10,1
LDLH-8RN,3,4
LDLH-8RN,6,7
LDLH-8RN,17,1
LDN7-R3F,7,1
LDN7-R3F,10,1
LDQ4-QBK,2,1
LDTB-1XH,0,1
LDTY-KFW,1,1
LDTY-KFW,2,1
LDYY-DG2,3,1
LDYY-DG2,3,2
LFQ9-R8N,0,1
LH34-KYW,0,2
LH34-KYW,1,3
LH34-KYW,3,1
LH34-KYW,3,2
LH6V-4MQ,0,2
LH6V-4MQ,3,2
LHF2-85L,4,1
LHFQ-CCV,6,8
LHFQ-CCV,6,9
LHKC-7CJ,6,6
LHKC-SW8,6,2
LHLL-D6H,1,1
LHP2-NLG,3,1
LHQP-CSV,3,4
LHQP-CSV,10,1
LHVL-JXZ,1,1
LJ8N-G3J,2,1
LJ8N-G3J,3,5
LJK7-KGJ,0,2
LJK7-KGJ,1,6
LJK7-KGJ,3,2
LJLC-1J1,13,1
LJNG-65L,0,2
LJNG-65L,6,3
LJNG-65L,9,1
LJSQ-D97,15,1
LK1D-W4V,3,1
LK1D-W4V,3,2
LK2W-HR3,0,1
LK3J-TXR,3,6
LK3J-TXR,6,2
LK7D-TB9,1,3
LK8W-N6G,0,1
LK9B-BDY,5,1
LKBG-M3Y,0,2
LKC6-M42,3,2
LKC9-HLH,1,1
LKCV-7PZ,0,1
LKCV-7PZ,13,1
LKDL-XNV,6,1
LKDL-XNV,6,9
LKFX-FY7,0,1
LKFX-FY7,1,1
LKFX-FY7,1,2
LKG1-SLP,11,1
LKG3-2TC,0,2
LKG3-2TC,3,2
LKG3-2TC,3,3
LKHY-3KK,0,1
LKHY-3KK,1,1
LKK3-36S,8,2
LKKF-H1Z,3,5
LKKF-H1Z,11,1
LKKR-2R3,2,1
LKMC-7CP,3,7
LKMC-7CP,6,2
LKN6-1LZ,6,9
LKN6-1LZ,8,1
LKNZ-5HN,0,1
LKNZ-5HN,11,1
LKPH-YKN,1,4
LKQT-2ZD,3,3
LKR4-TYK,14,2
LKRB-FDW,14,2
LKSG-DGH,0,1
LKSG-DGH,6,8
LKTY-9MH,7,1
LKV3-BN8,0,1
LKV3-BN8,1,1
LKV3-BN8,6,6
LKV3-ZNJ,1,3
LKVB-PXW,1,5
LKVM-BJL,0,2
LKVM-BJL,3,2
LKVW-R7R,2,1
LKXY-KK1,7,1
LKZJ-85N,9,1
LL4P-V9R,6,5
LL7J-WPD,1,6
LL7M-MTY,0,1
LL7M-MTY,1,2
LL7M-MTY,6,3
LL9Z-9TQ,6,6
LLCV-QFF,1,5
LLHB-DZ7,3,1
LLHB-F78,0,1
LLHB-F78,3,2
LLHF-SVX,0,1
LLML-TNX,5,1
LLML-TNX,6,1
LLMV-4F7,18,1
LQRQ-KQN,3,6
LQRQ-KQN,5,1
LR2R-SGR,0,2
LR2R-SGR,13,3
LR4L-22V,2,1
LR5G-RPM,1,1
LR71-M8Q,10,1
LR71-M8Q,16,1
LRBQ-5JL,5,1
LRC9-YS5,6,1
LRC9-YS5,6,9
LRDG-915,0,1
LRDG-915,1,1
LRDG-915,2,1
LRFR-3P8,2,1
LRFR-3P8,12,2
LRFR-SSN,0,1
LRFR-SSN,1,3
LRGJ-MCC,3,1
LRGJ-MCC,16,1
LRGJ-MCC,17,1
LRHJ-JZ2,0,1
LRHJ-JZ2,2,1
LRLF-7QB,0,1
LRLF-7QB,1,1
LRLF-CX3,0,2
LRLF-CX3,1,4
LRLF-CX3,3,4
LRMR-L6N,0,1
LRMR-L6N,1,3
LRNL-2LD,1,1
LRPQ-TTW,0,2
LRSH-H2R,4,3
LRV5-15H,8,1
LRV5-15H,8,2
LRV5-Z47,0,1
LRV5-Z47,1,1
LRV5-Z47,1,2
LRWP-PTH,3,1
LRWP-PTH,9,1
LRX8-GP2,0,1
LRX8-GP2,3,2
LRX8-GP2,11,1
LRZ4-4C2,7,1
LRZ4-4C2,10,1
LRZ8-85N,2,1
LRZ8-85N,8,1
LRZB-LQN,1,1
LRZB-LQN,1,6
LRZS-T98,0,1
LRZS-T98,11,1
LT1K-KKD,3,2
LT23-5PB,0,1
LT26-MSF,0,1
LT26-MSF,1,5
LT2F-MH8,6,2
LT4J-488,0,1
LT4J-488,2,1
LT4S-3T8,5,1
LT4S-3T8,11,1
LT4S-3T8,17,1
LT65-YQ2,0,1
LT65-YQ2,1,6
LT6X-2NR,14,2
LT9N-TR4,0,1
LT9N-TR4,5,1
LTB2-1H9,6,2
LTCM-JR3,1,4
LTCS-F1J,0,1
LTCS-F1J,1,5
LTFB-6H8,0,1
LTFB-6H8,3,2
LTFN-N8N,3,1
LTGX-Y8L,3,1
LTGX-Y8L,3,2
LTH9-83D,5,1
LTHQ-YVQ,13,1
LTJB-9DJ,0,1
LTJF-KCM,0,2
LTJX-4V7,0,2
LTL9-C8N,4,1
LTL9-C8N,15,1
LTNC-VZD,0,1
LTNC-VZD,0,2
LTNC-VZD,1,1
LTNC-VZD,1,2
LTNC-VZD,1,6
LTPF-5GY,0,2
LTPF-5GY,7,1
LTQP-F77,1,1
LTQP-MN1,2,1
LTT5-7J4,0,1
LTT5-7J4,1,1
LTTF-349,0,1
LTTF-349,7,1
LTX1-K11,3,4
LTX1-K11,3,6
LTX1-K11,6,2
LTX4-KKV,0,2
LTX4-KKV,3,2
LTZ9-5RS,15,1
LTZC-2H3,1,1
LV48-1YS,0,2
LV48-1YS,9,1
LV59-L2G,10,1
LV6K-SFB,0,1
LV6K-SFB,6,8
LVBJ-HYK,1,2
LVCR-DSH,4,1
LVCR-DSH,6,9
LVCR-DSH,7,1
LVCR-P5Q,0,1
LVCR-P5Q,13,3
LVD3-SPF,2,1
LVDF-3G8,0,1
LVDF-3G8,10,1
LVDF-MW2,5,1
LVDP-ZP9,0,1
LVDP-ZP9,8,1
LVFM-1BV,0,1
LVFM-1BV,0,2
LVFM-1BV,13,3
LVGL-2PG,1,1
LVGL-2PG,2,1
LVGL-2PG,3,1
LVH6-37M,6,1
LVHK-VC5,2,1
LVQW-CGV,0,2
LVQW-CGV,3,2
LVQW-CGV,3,3
LVYL-2T6,0,2
LVYR-4JL,0,1
LVZJ-Y8H,13,2
LVZP-HPZ,0,1
LVZP-HPZ,1,1
LW3Q-S15,0,1
LW3Q-S15,1,5
LW3Q-S15,2,1
LW6T-V1R,3,6
LW6T-V1R,7,1
LW6T-V1R,13,2
LW6T-V1R,15,1
LW6T-WTV,0,1
LW6T-WTV,1,1
LWMQ-6M4,11,1
LWYV-ZV5,4,1
LX31-CVF,2,1
LX3Q-C46,7,1
LX3R-JXT,4,1
LX3R-JXT,4,2
LXS6-7YX,1,1
LXS6-7YX,1,5
LXS6-7YX,2,1
LY5C-RXL,0,2
LY5C-RXL,1,1
LY5C-RXL,2,1
LY5W-912,0,1
LY5W-912,6,2
LY6C-7H9,1,5
LY6C-7H9,1,6
LY6C-7H9,3,1
LY7G-M2L,0,1
LY7G-M2L,3,2
LY7G-M2L,11,1
LY7R-6W9,3,2
LY7R-6W9,11,1
LYB4-2JG,0,1
LYCL-6SF,0,1
LYCQ-23R,0,1
LYCQ-23R,13,3
LYCW-N9Y,2,1
LYFP-CK2,0,1
LYFP-CK2,16,1
LYFP-CK2,17,1
LYGH-WRY,0,1
LYJ5-XMC,3,2
LYL3-8YN,9,1
LYM1-NY6,0,1
LYM1-NY6,1,2
LYQ5-Z45,6,3
LYS5-98T,1,1
LYS5-98T,3,4
LYS7-LYS,0,1
LYS7-LYS,3,3
LYS7-LYS,13,1
LYSY-JC3,10,1
LYW9-18K,1,1
LYX9-C63,7,1
LYZG-W7N,7,1
LYZG-W7N,13,3
LZ4X-8XH,2,1
LZ4X-8XH,3,5
LZ5H-SF3,11,1
LZFX-DPD,0,2
LZFX-DPD,3,3
LZJ5-H8Q,0,2
LZJ5-H8Q,1,6
LZN8-Y6H,0,2
LZN8-Y6H,3,2
LZN8-Y6H,3,3
LZN8-Y6H,7,1
LZN8-Y6H,10,1
LZNL-6RP,3,1
LZNL-6RP,3,2
LZVG-Q7Q,0,1
LZVG-Q7Q,5,1
LZW7-HFH,17,1
M1DN-QC8,8,1
ML4Q-CGS,0,1
ML4Q-CGS,1,1
ML4Q-CGS,1,2
MVPH-TVH,8,3
MXVP-9Q2,1,1
MYWY-Q3S,14,2
MZC2-CVX,3,1
MZC2-CVX,3,2
MZXL-6X9,18,1
26RN-LC2,0,1
26RN-LC2,14,2
27JG-RJW,4,1
2SFK-SB2,0,2
2V4Q-R6X,1,1
2V4Q-R6X,1,6
94NN-D79,0,2
94NN-D79,1,1
94S1-TJ5,2,1
94TR-MYP,4,1
94TR-MYP,6,2
94TR-MYP,7,1
97FK-BQ3,1,1
97FK-BQ3,1,3
98PW-4ML,1,6
98PW-4ML,2,1
9FM9-VG7,6,9
9FM9-VG7,8,1
9HXN-TBK,0,1
9HXN-TBK,3,2
9J7P-BQM,0,1
9KD8-HFF,0,1
9KD8-HFF,0,2
9KD8-HFF,11,1
9KFN-3DQ,10,1
9KFN-3DQ,10,2
9KFZ-Q1W,2,1
9KL5-SDX,1,1
9KPN-V4M,0,1
9KPN-V4M,1,3
9M37-3JR,7,1
9M37-3JR,10,1
9M37-3JR,17,1
9M7Y-49C,2,1
9NQK-PDF,1,4
9QJZ-3MQ,0,2
9QJZ-3MQ,7,1
9QJZ-3MQ,8,2
9SDQ-74J,0,1
9SDQ-74J,11,1
9V79-Z86,0,1
9V79-Z86,6,2
9WLD-1PP,1,1
9WLD-1PP,1,3
9WLD-1PP,1,6
G91L-F6G,4,1
G91Y-LD4,3,3
G91Y-LD4,8,1
G93W-NWX,4,1
G948-PWJ,5,1
G948-PWJ,11,1
G94K-T6J,0,1
G94K-T6J,12,2
G96Q-WB6,6,1
G96Q-WB6,6,2
G96Q-WB6,6,9
G96R-L4N,0,1
G96R-L4N,7,1
G96R-L4N,10,1
G99B-33M,8,1
G9C1-XRC,1,3
G9C1-XRC,11,1
G9HF-GCL,8,2
G9HF-GCL,9,1
G9L2-83H,1,3
G9L2-83H,11,1
G9LH-GY4,3,1
G9PV-HY2,2,1
G9PX-2LW,6,1
G9PX-2LW,6,4
G9PX-2LW,6,9
G9VC-8CD,5,1
G9VS-9CL,3,5
G9VS-9CL,6,1
G9VS-9CL,6,4
G9VS-9CL,6,9
G9W6-9F6,2,1
G9XR-WW4,0,1
G9XR-WW4,7,1
GM2K-KT8,3,2
GM3K-W84,0,2
GM3K-W84,3,2
GM3K-W84,3,5
